file,element,cv,role_a,role_b,a_onsets,b_onsets,exact_fraction_a,nearest_abs_ticks_p50,nearest_abs_qn_p50,nearest_signed_ticks_p50,jaccard
Factory Styles/50's  Fox.mid,Variation 1,1,DRUM,BASS,8,4,0.5,48.0,0.25,-48.0,0.5
Factory Styles/50's  Fox.mid,Variation 1,1,BASS,ACC1,4,8,1.0,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Variation 1,1,DRUM,ACC1,8,8,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 2,1,DRUM,BASS,12,4,0.3333333333333333,32.0,0.16666666666666666,0.0,0.3333333333333333
Factory Styles/50's  Fox.mid,Variation 2,1,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 2,1,DRUM,ACC1,12,10,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334
Factory Styles/50's  Fox.mid,Variation 3,1,DRUM,PERC,10,2,0.2,96.0,0.5,16.0,0.2
Factory Styles/50's  Fox.mid,Variation 3,1,DRUM,BASS,10,4,0.4,32.0,0.16666666666666666,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 3,1,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 3,1,DRUM,ACC1,10,10,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 3,1,DRUM,ACC3,10,6,0.6,0.0,0.0,0.0,0.6
Factory Styles/50's  Fox.mid,Variation 4,1,DRUM,PERC,10,2,0.2,96.0,0.5,16.0,0.2
Factory Styles/50's  Fox.mid,Variation 4,1,DRUM,BASS,10,4,0.4,32.0,0.16666666666666666,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 4,1,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 4,1,DRUM,ACC1,10,10,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 4,1,DRUM,ACC3,10,6,0.6,0.0,0.0,0.0,0.6
Factory Styles/50's  Fox.mid,Intro 1,1,DRUM,PERC,40,54,0.925,0.0,0.0,0.0,0.6491228070175439
Factory Styles/50's  Fox.mid,Intro 1,1,DRUM,BASS,40,24,0.45,32.0,0.16666666666666666,0.0,0.391304347826087
Factory Styles/50's  Fox.mid,Intro 1,1,BASS,ACC1,24,39,1.0,0.0,0.0,0.0,0.6153846153846154
Factory Styles/50's  Fox.mid,Intro 1,1,BASS,ACC2,24,42,0.875,0.0,0.0,0.0,0.4666666666666667
Factory Styles/50's  Fox.mid,Intro 1,1,DRUM,ACC1,40,39,0.825,0.0,0.0,0.0,0.717391304347826
Factory Styles/50's  Fox.mid,Intro 1,1,DRUM,ACC2,40,42,0.7,0.0,0.0,0.0,0.5185185185185185
Factory Styles/50's  Fox.mid,Intro 1,1,DRUM,ACC3,40,35,0.725,0.0,0.0,0.0,0.6304347826086957
Factory Styles/50's  Fox.mid,Intro 2,1,DRUM,PERC,1,4,0.0,95.0,0.4947916666666667,-95.0,0.0
Factory Styles/50's  Fox.mid,Intro 2,1,DRUM,BASS,1,4,0.0,191.0,0.9947916666666666,-191.0,0.0
Factory Styles/50's  Fox.mid,Intro 2,1,BASS,ACC1,4,8,1.0,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Intro 2,1,DRUM,ACC1,1,8,0.0,95.0,0.4947916666666667,-95.0,0.0
Factory Styles/50's  Fox.mid,Intro 3,1,DRUM,BASS,8,2,0.25,80.0,0.4166666666666667,-1.0,0.25
Factory Styles/50's  Fox.mid,Intro 3,1,BASS,ACC1,2,1,0.5,96.0,0.5,96.0,0.5
Factory Styles/50's  Fox.mid,Intro 3,1,DRUM,ACC1,8,1,0.125,143.5,0.7473958333333334,-1.0,0.125
Factory Styles/50's  Fox.mid,Intro 3,1,DRUM,ACC3,8,1,0.125,143.5,0.7473958333333334,-1.0,0.125
Factory Styles/50's  Fox.mid,Fill 1,1,DRUM,BASS,12,4,0.3333333333333333,80.5,0.4192708333333333,-80.5,0.3333333333333333
Factory Styles/50's  Fox.mid,Fill 1,1,BASS,ACC1,4,8,1.0,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Fill 1,1,DRUM,ACC1,12,8,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
Factory Styles/50's  Fox.mid,Fill 2,1,DRUM,PERC,12,7,0.4166666666666667,48.0,0.25,0.0,0.35714285714285715
Factory Styles/50's  Fox.mid,Fill 2,1,DRUM,BASS,12,4,0.3333333333333333,64.0,0.3333333333333333,-48.0,0.3333333333333333
Factory Styles/50's  Fox.mid,Fill 2,1,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Fill 2,1,DRUM,ACC1,12,10,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334
Factory Styles/50's  Fox.mid,Fill 2,1,DRUM,ACC3,12,6,0.5,16.0,0.08333333333333333,0.0,0.5
Factory Styles/50's  Fox.mid,Break,1,DRUM,PERC,9,7,0.5555555555555556,0.0,0.0,0.0,0.45454545454545453
Factory Styles/50's  Fox.mid,Break,1,DRUM,BASS,9,1,0.1111111111111111,544.0,2.8333333333333335,-544.0,0.1111111111111111
Factory Styles/50's  Fox.mid,Break,1,BASS,ACC1,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Break,1,BASS,ACC2,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Break,1,DRUM,ACC1,9,1,0.1111111111111111,544.0,2.8333333333333335,-544.0,0.1111111111111111
Factory Styles/50's  Fox.mid,Break,1,DRUM,ACC2,9,1,0.1111111111111111,544.0,2.8333333333333335,-544.0,0.1111111111111111
Factory Styles/50's  Fox.mid,Break,1,DRUM,ACC3,9,1,0.1111111111111111,544.0,2.8333333333333335,-544.0,0.1111111111111111
Factory Styles/50's  Fox.mid,Ending 1,1,DRUM,PERC,48,55,0.7916666666666666,0.0,0.0,0.0,0.5846153846153846
Factory Styles/50's  Fox.mid,Ending 1,1,DRUM,BASS,48,28,0.5208333333333334,0.0,0.0,0.0,0.49019607843137253
Factory Styles/50's  Fox.mid,Ending 1,1,BASS,ACC1,28,42,0.9642857142857143,0.0,0.0,0.0,0.627906976744186
Factory Styles/50's  Fox.mid,Ending 1,1,BASS,ACC2,28,40,0.9642857142857143,0.0,0.0,0.0,0.6585365853658537
Factory Styles/50's  Fox.mid,Ending 1,1,DRUM,ACC1,48,42,0.7916666666666666,0.0,0.0,0.0,0.7307692307692307
Factory Styles/50's  Fox.mid,Ending 1,1,DRUM,ACC2,48,40,0.7708333333333334,0.0,0.0,0.0,0.7254901960784313
Factory Styles/50's  Fox.mid,Ending 1,1,DRUM,ACC3,48,40,0.7708333333333334,0.0,0.0,0.0,0.7254901960784313
Factory Styles/50's  Fox.mid,Ending 2,1,DRUM,PERC,17,2,0.11764705882352941,192.0,1.0,-96.0,0.11764705882352941
Factory Styles/50's  Fox.mid,Ending 2,1,DRUM,BASS,17,8,0.47058823529411764,1.0,0.005208333333333333,0.0,0.47058823529411764
Factory Styles/50's  Fox.mid,Ending 2,1,BASS,ACC1,8,13,0.875,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Ending 2,1,BASS,ACC2,8,1,0.125,480.0,2.5,480.0,0.125
Factory Styles/50's  Fox.mid,Ending 2,1,DRUM,ACC1,17,13,0.7647058823529411,0.0,0.0,0.0,0.7647058823529411
Factory Styles/50's  Fox.mid,Ending 2,1,DRUM,ACC2,17,1,0.058823529411764705,576.0,3.0,576.0,0.058823529411764705
Factory Styles/50's  Fox.mid,Ending 2,1,DRUM,ACC3,17,8,0.47058823529411764,1.0,0.005208333333333333,0.0,0.47058823529411764
Factory Styles/50's  Fox.mid,Ending 3,1,DRUM,PERC,9,7,0.5555555555555556,0.0,0.0,0.0,0.45454545454545453
Factory Styles/50's  Fox.mid,Ending 3,1,DRUM,BASS,9,3,0.3333333333333333,32.0,0.16666666666666666,0.0,0.3333333333333333
Factory Styles/50's  Fox.mid,Ending 3,1,BASS,ACC1,3,3,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Ending 3,1,BASS,ACC2,3,2,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
Factory Styles/50's  Fox.mid,Ending 3,1,DRUM,ACC1,9,3,0.3333333333333333,32.0,0.16666666666666666,0.0,0.3333333333333333
Factory Styles/50's  Fox.mid,Ending 3,1,DRUM,ACC2,9,2,0.2222222222222222,96.0,0.5,0.0,0.2222222222222222
Factory Styles/50's  Fox.mid,Ending 3,1,DRUM,ACC3,9,2,0.2222222222222222,96.0,0.5,0.0,0.2222222222222222
Factory Styles/50's  Fox.mid,Variation 1,2,DRUM,BASS,8,4,0.5,48.0,0.25,-48.0,0.5
Factory Styles/50's  Fox.mid,Variation 1,2,BASS,ACC1,4,8,1.0,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Variation 1,2,DRUM,ACC1,8,8,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 2,2,DRUM,BASS,12,4,0.3333333333333333,32.0,0.16666666666666666,0.0,0.3333333333333333
Factory Styles/50's  Fox.mid,Variation 2,2,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 2,2,DRUM,ACC1,12,10,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334
Factory Styles/50's  Fox.mid,Variation 3,2,DRUM,PERC,10,2,0.2,96.0,0.5,16.0,0.2
Factory Styles/50's  Fox.mid,Variation 3,2,DRUM,BASS,10,4,0.4,32.0,0.16666666666666666,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 3,2,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 3,2,DRUM,ACC1,10,10,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 3,2,DRUM,ACC3,10,6,0.6,0.0,0.0,0.0,0.6
Factory Styles/50's  Fox.mid,Variation 4,2,DRUM,PERC,10,2,0.2,96.0,0.5,16.0,0.2
Factory Styles/50's  Fox.mid,Variation 4,2,DRUM,BASS,10,4,0.4,32.0,0.16666666666666666,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 4,2,BASS,ACC1,4,10,1.0,0.0,0.0,0.0,0.4
Factory Styles/50's  Fox.mid,Variation 4,2,DRUM,ACC1,10,10,1.0,0.0,0.0,0.0,1.0
Factory Styles/50's  Fox.mid,Variation 4,2,DRUM,ACC3,10,6,0.6,0.0,0.0,0.0,0.6
Factory Styles/50's  Fox.mid,Intro 1,2,DRUM,PERC,40,54,0.925,0.0,0.0,0.0,0.6491228070175439
Factory Styles/50's  Fox.mid,Intro 1,2,DRUM,BASS,40,20,0.4,32.0,0.16666666666666666,0.0,0.36363636363636365
Factory Styles/50's  Fox.mid,Intro 1,2,BASS,ACC1,20,36,1.0,0.0,0.0,0.0,0.5555555555555556
Factory Styles/50's  Fox.mid,Intro 1,2,BASS,ACC2,20,15,0.55,0.0,0.0,0.0,0.4583333333333333
Factory Styles/50's  Fox.mid,Intro 1,2,DRUM,ACC1,40,36,0.8,0.0,0.0,0.0,0.7272727272727273
Factory Styles/50's  Fox.mid,Intro 1,2,DRUM,ACC2,40,15,0.2,96.0,0.5,0.0,0.1702127659574468
Factory Styles/50's  Fox.mid,Intro 1,2,DRUM,ACC3,40,23,0.5,16.0,0.08333333333333333,0.0,0.46511627906976744
Factory Styles/50's  Fox.mid,Intro 2,2,DRUM,PERC,1,4,0.0,95.0,0.4947916666666667,-95.0,0.0
Factory Styles/50's  Fox.mid,Intro 2,2,DRUM,BASS,1,4,0.0,191.0,0.9947916666666666,-191.0,0.0
Factory Styles/50's  Fox.mid,Intro 2,2,BASS,ACC1,4,8,1.0,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Intro 2,2,DRUM,ACC1,1,8,0.0,95.0,0.4947916666666667,-95.0,0.0
Factory Styles/50's  Fox.mid,Ending 1,2,DRUM,PERC,48,55,0.7916666666666666,0.0,0.0,0.0,0.5846153846153846
Factory Styles/50's  Fox.mid,Ending 1,2,DRUM,BASS,48,22,0.3958333333333333,32.0,0.16666666666666666,0.0,0.37254901960784315
Factory Styles/50's  Fox.mid,Ending 1,2,BASS,ACC1,22,38,1.0,0.0,0.0,0.0,0.5789473684210527
Factory Styles/50's  Fox.mid,Ending 1,2,BASS,ACC2,22,17,0.5909090909090909,0.0,0.0,0.0,0.5
Factory Styles/50's  Fox.mid,Ending 1,2,DRUM,ACC1,48,38,0.7083333333333334,0.0,0.0,0.0,0.6538461538461539
Factory Styles/50's  Fox.mid,Ending 1,2,DRUM,ACC2,48,17,0.22916666666666666,96.0,0.5,0.0,0.2037037037037037
Factory Styles/50's  Fox.mid,Ending 1,2,DRUM,ACC3,48,25,0.4583333333333333,32.0,0.16666666666666666,0.0,0.43137254901960786
Factory Styles/60's Dance.mid,Variation 1,1,DRUM,PERC,91,66,0.7032967032967034,0.0,0.0,0.0,0.6881720430107527
Factory Styles/60's Dance.mid,Variation 1,1,DRUM,BASS,91,40,0.32967032967032966,2.0,0.010416666666666666,0.0,0.297029702970297
Factory Styles/60's Dance.mid,Variation 1,1,BASS,ACC1,40,160,0.75,0.0,0.0,0.0,0.17647058823529413
Factory Styles/60's Dance.mid,Variation 1,1,BASS,ACC2,40,58,0.05,6.0,0.03125,3.0,0.020833333333333332
Factory Styles/60's Dance.mid,Variation 1,1,DRUM,ACC1,91,160,0.6703296703296703,0.0,0.0,0.0,0.32105263157894737
Factory Styles/60's Dance.mid,Variation 1,1,DRUM,ACC2,91,58,0.15384615384615385,6.0,0.03125,0.0,0.1037037037037037
Factory Styles/60's Dance.mid,Variation 1,1,DRUM,ACC3,91,29,0.0989010989010989,88.0,0.4583333333333333,2.0,0.08108108108108109
Factory Styles/60's Dance.mid,Variation 2,1,DRUM,PERC,85,66,0.7529411764705882,0.0,0.0,0.0,0.735632183908046
Factory Styles/60's Dance.mid,Variation 2,1,DRUM,BASS,85,55,0.5647058823529412,0.0,0.0,0.0,0.5217391304347826
Factory Styles/60's Dance.mid,Variation 2,1,BASS,ACC1,55,102,0.3090909090909091,2.0,0.010416666666666666,-2.0,0.12142857142857143
Factory Styles/60's Dance.mid,Variation 2,1,BASS,ACC2,55,53,0.21818181818181817,4.0,0.020833333333333332,0.0,0.125
Factory Styles/60's Dance.mid,Variation 2,1,DRUM,ACC1,85,102,0.43529411764705883,2.0,0.010416666666666666,-2.0,0.24666666666666667
Factory Styles/60's Dance.mid,Variation 2,1,DRUM,ACC2,85,53,0.21176470588235294,4.0,0.020833333333333332,0.0,0.15
Factory Styles/60's Dance.mid,Variation 2,1,DRUM,ACC3,85,52,0.35294117647058826,2.0,0.010416666666666666,0.0,0.2803738317757009
Factory Styles/60's Dance.mid,Variation 3,1,DRUM,PERC,91,64,0.7032967032967034,0.0,0.0,0.0,0.7032967032967034
Factory Styles/60's Dance.mid,Variation 3,1,DRUM,BASS,91,39,0.2857142857142857,6.0,0.03125,0.0,0.25
Factory Styles/60's Dance.mid,Variation 3,1,BASS,ACC1,39,53,0.1794871794871795,4.0,0.020833333333333332,-4.0,0.08235294117647059
Factory Styles/60's Dance.mid,Variation 3,1,BASS,ACC2,39,74,0.4358974358974359,4.0,0.020833333333333332,0.0,0.17708333333333334
Factory Styles/60's Dance.mid,Variation 3,1,DRUM,ACC1,91,53,0.2967032967032967,2.0,0.010416666666666666,0.0,0.23076923076923078
Factory Styles/60's Dance.mid,Variation 3,1,DRUM,ACC2,91,74,0.3956043956043956,2.0,0.010416666666666666,0.0,0.27906976744186046
Factory Styles/60's Dance.mid,Variation 3,1,DRUM,ACC3,91,40,0.21978021978021978,94.0,0.4895833333333333,0.0,0.18018018018018017
Factory Styles/60's Dance.mid,Variation 4,1,DRUM,PERC,85,64,0.7529411764705882,0.0,0.0,0.0,0.7529411764705882
Factory Styles/60's Dance.mid,Variation 4,1,DRUM,BASS,85,46,0.35294117647058826,2.0,0.010416666666666666,0.0,0.297029702970297
Factory Styles/60's Dance.mid,Variation 4,1,BASS,ACC1,46,52,0.43478260869565216,2.0,0.010416666666666666,0.0,0.2564102564102564
Factory Styles/60's Dance.mid,Variation 4,1,BASS,ACC2,46,68,0.4782608695652174,2.0,0.010416666666666666,0.0,0.2391304347826087
Factory Styles/60's Dance.mid,Variation 4,1,DRUM,ACC1,85,52,0.29411764705882354,2.0,0.010416666666666666,0.0,0.22321428571428573
Factory Styles/60's Dance.mid,Variation 4,1,DRUM,ACC2,85,68,0.38823529411764707,2.0,0.010416666666666666,0.0,0.275
Factory Styles/60's Dance.mid,Variation 4,1,DRUM,ACC3,85,52,0.29411764705882354,6.0,0.03125,0.0,0.22321428571428573
Factory Styles/60's Dance.mid,Intro 1,1,DRUM,PERC,141,111,0.3049645390070922,42.0,0.21875,0.0,0.20574162679425836
Factory Styles/60's Dance.mid,Intro 1,1,DRUM,BASS,141,38,0.11347517730496454,48.0,0.25,0.0,0.09815950920245399
Factory Styles/60's Dance.mid,Intro 1,1,BASS,ACC1,38,100,0.4473684210526316,2.0,0.010416666666666666,0.0,0.14049586776859505
Factory Styles/60's Dance.mid,Intro 1,1,BASS,ACC2,38,83,0.6052631578947368,0.0,0.0,0.0,0.23469387755102042
Factory Styles/60's Dance.mid,Intro 1,1,DRUM,ACC1,141,100,0.1702127659574468,44.0,0.22916666666666666,0.0,0.11059907834101383
Factory Styles/60's Dance.mid,Intro 1,1,DRUM,ACC2,141,83,0.22695035460992907,48.0,0.25,-4.0,0.16666666666666666
Factory Styles/60's Dance.mid,Intro 1,1,DRUM,ACC3,141,45,0.11347517730496454,46.0,0.23958333333333334,0.0,0.09411764705882353
Factory Styles/60's Dance.mid,Intro 2,1,DRUM,PERC,15,30,0.9333333333333333,0.0,0.0,0.0,0.45161290322580644
Factory Styles/60's Dance.mid,Intro 2,1,DRUM,BASS,15,10,0.6,0.0,0.0,0.0,0.5625
Factory Styles/60's Dance.mid,Intro 2,1,BASS,ACC1,10,9,0.8,0.0,0.0,0.0,0.7272727272727273
Factory Styles/60's Dance.mid,Intro 2,1,BASS,ACC2,10,15,0.6,0.0,0.0,0.0,0.3157894736842105
Factory Styles/60's Dance.mid,Intro 2,1,DRUM,ACC1,15,9,0.6,0.0,0.0,0.0,0.6
Factory Styles/60's Dance.mid,Intro 2,1,DRUM,ACC2,15,15,0.4,4.0,0.020833333333333332,0.0,0.25
Factory Styles/60's Dance.mid,Intro 2,1,DRUM,ACC3,15,9,0.2,2.0,0.010416666666666666,-2.0,0.14285714285714285
Factory Styles/60's Dance.mid,Fill 1,1,DRUM,PERC,8,22,1.0,0.0,0.0,0.0,0.36363636363636365
Factory Styles/60's Dance.mid,Fill 1,1,DRUM,BASS,8,8,0.875,0.0,0.0,0.0,0.7777777777777778
Factory Styles/60's Dance.mid,Fill 1,1,BASS,ACC1,8,29,0.125,7.0,0.036458333333333336,2.0,0.027777777777777776
Factory Styles/60's Dance.mid,Fill 1,1,BASS,ACC2,8,14,0.625,0.0,0.0,0.0,0.29411764705882354
Factory Styles/60's Dance.mid,Fill 1,1,DRUM,ACC1,8,29,0.125,7.0,0.036458333333333336,2.0,0.027777777777777776
Factory Styles/60's Dance.mid,Fill 1,1,DRUM,ACC2,8,14,0.625,0.0,0.0,0.0,0.29411764705882354
Factory Styles/60's Dance.mid,Fill 1,1,DRUM,ACC3,8,7,0.125,2.0,0.010416666666666666,-2.0,0.07142857142857142
Factory Styles/60's Dance.mid,Fill 2,1,DRUM,PERC,7,8,0.8571428571428571,0.0,0.0,0.0,0.6666666666666666
Factory Styles/60's Dance.mid,Fill 2,1,DRUM,BASS,7,2,0.2857142857142857,96.0,0.5,0.0,0.2857142857142857
Factory Styles/60's Dance.mid,Fill 2,1,BASS,ACC1,2,1,0.5,288.0,1.5,-288.0,0.5
Factory Styles/60's Dance.mid,Fill 2,1,BASS,ACC2,2,1,0.5,288.0,1.5,-288.0,0.5
Factory Styles/60's Dance.mid,Fill 2,1,DRUM,ACC1,7,1,0.14285714285714285,384.0,2.0,-384.0,0.14285714285714285
Factory Styles/60's Dance.mid,Fill 2,1,DRUM,ACC2,7,1,0.14285714285714285,384.0,2.0,-384.0,0.14285714285714285
Factory Styles/60's Dance.mid,Fill 2,1,DRUM,ACC3,7,1,0.14285714285714285,384.0,2.0,-384.0,0.14285714285714285
Factory Styles/60's Dance.mid,Break,1,DRUM,BASS,7,1,0.14285714285714285,528.0,2.75,-528.0,0.14285714285714285
Factory Styles/60's Dance.mid,Break,1,BASS,ACC1,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/60's Dance.mid,Break,1,DRUM,ACC1,7,1,0.14285714285714285,528.0,2.75,-528.0,0.14285714285714285
Factory Styles/60's Dance.mid,Ending 1,1,DRUM,PERC,27,39,0.9259259259259259,0.0,0.0,0.0,0.6097560975609756
Factory Styles/60's Dance.mid,Ending 1,1,DRUM,BASS,27,67,0.5925925925925926,0.0,0.0,0.0,0.20512820512820512
Factory Styles/60's Dance.mid,Ending 1,1,BASS,ACC1,67,50,0.23880597014925373,48258.0,251.34375,-48258.0,0.15841584158415842
Factory Styles/60's Dance.mid,Ending 1,1,BASS,ACC2,67,30,0.08955223880597014,48258.0,251.34375,-48258.0,0.06593406593406594
Factory Styles/60's Dance.mid,Ending 1,1,DRUM,ACC1,27,50,0.9629629629629629,0.0,0.0,0.0,0.5098039215686274
Factory Styles/60's Dance.mid,Ending 1,1,DRUM,ACC2,27,30,0.2962962962962963,4.0,0.020833333333333332,0.0,0.16326530612244897
Factory Styles/60's Dance.mid,Ending 1,1,DRUM,ACC3,27,19,0.3333333333333333,2.0,0.010416666666666666,0.0,0.24324324324324326
Factory Styles/60's Dance.mid,Ending 2,1,DRUM,PERC,118,92,0.3050847457627119,44.0,0.22916666666666666,0.0,0.20689655172413793
Factory Styles/60's Dance.mid,Ending 2,1,DRUM,ACC1,118,121,0.2457627118644068,42.0,0.21875,0.0,0.1380952380952381
Factory Styles/60's Dance.mid,Ending 2,1,DRUM,ACC2,118,28,0.06779661016949153,288.0,1.5,-4.0,0.057971014492753624
Factory Styles/60's Dance.mid,Ending 2,1,DRUM,ACC3,118,39,0.3305084745762712,48.0,0.25,-24.0,0.3305084745762712
Factory Styles/60's Dance.mid,Ending 3,1,DRUM,PERC,9,23,1.0,0.0,0.0,0.0,0.391304347826087
Factory Styles/60's Dance.mid,Ending 3,1,DRUM,ACC1,9,30,0.2222222222222222,6.0,0.03125,0.0,0.05405405405405406
Factory Styles/60's Dance.mid,Ending 3,1,DRUM,ACC2,9,15,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
Factory Styles/60's Dance.mid,Ending 3,1,DRUM,ACC3,9,8,0.2222222222222222,2.0,0.010416666666666666,-2.0,0.13333333333333333
Factory Styles/60's Dance.mid,Variation 1,2,DRUM,PERC,91,66,0.7032967032967034,0.0,0.0,0.0,0.6881720430107527
Factory Styles/60's Dance.mid,Variation 1,2,DRUM,BASS,91,40,0.32967032967032966,2.0,0.010416666666666666,0.0,0.297029702970297
Factory Styles/60's Dance.mid,Variation 1,2,BASS,ACC1,40,160,0.7,0.0,0.0,0.0,0.16279069767441862
Factory Styles/60's Dance.mid,Variation 1,2,BASS,ACC2,40,52,0.15,4.0,0.020833333333333332,2.0,0.06976744186046512
Factory Styles/60's Dance.mid,Variation 1,2,DRUM,ACC1,91,160,0.6373626373626373,0.0,0.0,0.0,0.3005181347150259
Factory Styles/60's Dance.mid,Variation 1,2,DRUM,ACC2,91,52,0.17582417582417584,4.0,0.020833333333333332,0.0,0.12598425196850394
Factory Styles/60's Dance.mid,Variation 1,2,DRUM,ACC3,91,29,0.0989010989010989,88.0,0.4583333333333333,2.0,0.08108108108108109
Factory Styles/60's Dance.mid,Variation 2,2,DRUM,PERC,85,66,0.7529411764705882,0.0,0.0,0.0,0.735632183908046
Factory Styles/60's Dance.mid,Variation 2,2,DRUM,BASS,85,55,0.5647058823529412,0.0,0.0,0.0,0.5217391304347826
Factory Styles/60's Dance.mid,Variation 2,2,BASS,ACC1,55,102,0.3090909090909091,2.0,0.010416666666666666,-2.0,0.12142857142857143
Factory Styles/60's Dance.mid,Variation 2,2,BASS,ACC2,55,53,0.21818181818181817,4.0,0.020833333333333332,0.0,0.125
Factory Styles/60's Dance.mid,Variation 2,2,DRUM,ACC1,85,102,0.43529411764705883,2.0,0.010416666666666666,-2.0,0.24666666666666667
Factory Styles/60's Dance.mid,Variation 2,2,DRUM,ACC2,85,53,0.21176470588235294,4.0,0.020833333333333332,0.0,0.15
Factory Styles/60's Dance.mid,Variation 2,2,DRUM,ACC3,85,52,0.35294117647058826,2.0,0.010416666666666666,0.0,0.2803738317757009
Factory Styles/60's Dance.mid,Variation 3,2,DRUM,PERC,91,64,0.7032967032967034,0.0,0.0,0.0,0.7032967032967034
Factory Styles/60's Dance.mid,Variation 3,2,DRUM,BASS,91,39,0.2857142857142857,6.0,0.03125,0.0,0.25
Factory Styles/60's Dance.mid,Variation 3,2,BASS,ACC1,39,53,0.1794871794871795,4.0,0.020833333333333332,-4.0,0.08235294117647059
Factory Styles/60's Dance.mid,Variation 3,2,BASS,ACC2,39,74,0.41025641025641024,4.0,0.020833333333333332,0.0,0.16494845360824742
Factory Styles/60's Dance.mid,Variation 3,2,DRUM,ACC1,91,53,0.2967032967032967,2.0,0.010416666666666666,0.0,0.23076923076923078
Factory Styles/60's Dance.mid,Variation 3,2,DRUM,ACC2,91,74,0.3956043956043956,2.0,0.010416666666666666,0.0,0.27906976744186046
Factory Styles/60's Dance.mid,Variation 3,2,DRUM,ACC3,91,40,0.21978021978021978,94.0,0.4895833333333333,0.0,0.18018018018018017
Factory Styles/60's Dance.mid,Variation 4,2,DRUM,PERC,85,64,0.7529411764705882,0.0,0.0,0.0,0.7529411764705882
Factory Styles/60's Dance.mid,Variation 4,2,DRUM,BASS,85,46,0.35294117647058826,2.0,0.010416666666666666,0.0,0.297029702970297
Factory Styles/60's Dance.mid,Variation 4,2,BASS,ACC1,46,52,0.43478260869565216,2.0,0.010416666666666666,0.0,0.2564102564102564
Factory Styles/60's Dance.mid,Variation 4,2,BASS,ACC2,46,68,0.4782608695652174,2.0,0.010416666666666666,0.0,0.2391304347826087
Factory Styles/60's Dance.mid,Variation 4,2,DRUM,ACC1,85,52,0.29411764705882354,2.0,0.010416666666666666,0.0,0.22321428571428573
Factory Styles/60's Dance.mid,Variation 4,2,DRUM,ACC2,85,68,0.38823529411764707,2.0,0.010416666666666666,0.0,0.275
Factory Styles/60's Dance.mid,Variation 4,2,DRUM,ACC3,85,56,0.29411764705882354,6.0,0.03125,0.0,0.21551724137931033
Factory Styles/60's Dance.mid,Intro 1,2,DRUM,PERC,141,111,0.3049645390070922,42.0,0.21875,0.0,0.20574162679425836
Factory Styles/60's Dance.mid,Intro 1,2,DRUM,BASS,141,38,0.11347517730496454,48.0,0.25,0.0,0.09815950920245399
Factory Styles/60's Dance.mid,Intro 1,2,BASS,ACC1,38,100,0.4473684210526316,2.0,0.010416666666666666,0.0,0.14049586776859505
Factory Styles/60's Dance.mid,Intro 1,2,BASS,ACC2,38,83,0.6052631578947368,0.0,0.0,0.0,0.23469387755102042
Factory Styles/60's Dance.mid,Intro 1,2,DRUM,ACC1,141,100,0.1702127659574468,44.0,0.22916666666666666,0.0,0.11059907834101383
Factory Styles/60's Dance.mid,Intro 1,2,DRUM,ACC2,141,83,0.22695035460992907,48.0,0.25,-4.0,0.16666666666666666
