file,element,cv,role_a,role_b,a_onsets,b_onsets,exact_fraction_a,nearest_abs_ticks_p50,nearest_abs_qn_p50,nearest_signed_ticks_p50,jaccard
Factory Styles/70's Disco 2.mid,Fill 2,2,DRUM,ACC2,12,9,0.0,4.0,0.020833333333333332,4.0,0.0
Factory Styles/70's Disco 2.mid,Fill 2,2,DRUM,ACC3,12,16,0.4166666666666667,2.0,0.010416666666666666,-2.0,0.21739130434782608
Factory Styles/70's Disco 2.mid,Ending 1,2,DRUM,PERC,103,112,0.0970873786407767,4.0,0.020833333333333332,2.0,0.04878048780487805
Factory Styles/70's Disco 2.mid,Ending 1,2,DRUM,BASS,103,60,0.42718446601941745,2.0,0.010416666666666666,0.0,0.3697478991596639
Factory Styles/70's Disco 2.mid,Ending 1,2,BASS,ACC1,60,47,0.25,96.0,0.5,0.0,0.16304347826086957
Factory Styles/70's Disco 2.mid,Ending 1,2,BASS,ACC2,60,84,0.08333333333333333,12.0,0.0625,4.0,0.03597122302158273
Factory Styles/70's Disco 2.mid,Ending 1,2,DRUM,ACC1,103,47,0.13592233009708737,94.0,0.4895833333333333,0.0,0.10294117647058823
Factory Styles/70's Disco 2.mid,Ending 1,2,DRUM,ACC2,103,84,0.04854368932038835,12.0,0.0625,4.0,0.027472527472527472
Factory Styles/70's Disco 2.mid,Ending 1,2,DRUM,ACC3,103,98,0.3592233009708738,4.0,0.020833333333333332,0.0,0.22560975609756098
Factory Styles/70's Disco 2.mid,Ending 2,2,DRUM,PERC,107,114,0.19626168224299065,2.0,0.010416666666666666,0.0,0.105
Factory Styles/70's Disco 2.mid,Ending 2,2,DRUM,BASS,107,40,0.18691588785046728,50.0,0.2604166666666667,0.0,0.15748031496062992
Factory Styles/70's Disco 2.mid,Ending 2,2,BASS,ACC1,40,13,0.1,175.0,0.9114583333333334,2.0,0.08163265306122448
Factory Styles/70's Disco 2.mid,Ending 2,2,BASS,ACC2,40,79,0.125,47.0,0.24479166666666666,1.0,0.043859649122807015
Factory Styles/70's Disco 2.mid,Ending 2,2,DRUM,ACC1,107,13,0.037383177570093455,382.0,1.9895833333333333,288.0,0.034482758620689655
Factory Styles/70's Disco 2.mid,Ending 2,2,DRUM,ACC2,107,79,0.11214953271028037,44.0,0.22916666666666666,-2.0,0.06896551724137931
Factory Styles/70's Disco 2.mid,Ending 2,2,DRUM,ACC3,107,50,0.11214953271028037,188.0,0.9791666666666666,2.0,0.08275862068965517
Factory Styles/70's Disco 2.mid,Ending 3,2,DRUM,PERC,21,28,0.3333333333333333,2.0,0.010416666666666666,0.0,0.16666666666666666
Factory Styles/70's Disco 2.mid,Ending 3,2,DRUM,BASS,21,7,0.19047619047619047,50.0,0.2604166666666667,2.0,0.16666666666666666
Factory Styles/70's Disco 2.mid,Ending 3,2,BASS,ACC1,7,10,0.5714285714285714,0.0,0.0,0.0,0.3076923076923077
Factory Styles/70's Disco 2.mid,Ending 3,2,DRUM,ACC1,21,10,0.09523809523809523,50.0,0.2604166666666667,2.0,0.06896551724137931
Factory Styles/70's Disco 2.mid,Ending 3,2,DRUM,ACC3,21,13,0.19047619047619047,50.0,0.2604166666666667,2.0,0.13333333333333333
Factory Styles/70's Disco 2.mid,Variation 1,3,DRUM,PERC,166,6,0.012048192771084338,382.0,1.9895833333333333,-190.0,0.011764705882352941
Factory Styles/70's Disco 2.mid,Variation 1,3,DRUM,BASS,166,64,0.3192771084337349,2.0,0.010416666666666666,0.0,0.2994350282485876
Factory Styles/70's Disco 2.mid,Variation 1,3,BASS,ACC1,64,10,0.09375,192.0,1.0,-2.0,0.08823529411764706
Factory Styles/70's Disco 2.mid,Variation 1,3,BASS,ACC2,64,39,0.125,53.0,0.2760416666666667,0.0,0.08421052631578947
Factory Styles/70's Disco 2.mid,Variation 1,3,DRUM,ACC1,166,10,0.05421686746987952,192.0,1.0,-48.0,0.05389221556886228
Factory Styles/70's Disco 2.mid,Variation 1,3,DRUM,ACC2,166,39,0.08433734939759036,57.0,0.296875,2.0,0.07329842931937172
Factory Styles/70's Disco 2.mid,Variation 1,3,DRUM,ACC3,166,16,0.08433734939759036,192.0,1.0,-91.0,0.08333333333333333
Factory Styles/70's Disco 2.mid,Variation 2,3,DRUM,PERC,129,122,0.3798449612403101,2.0,0.010416666666666666,0.0,0.24257425742574257
Factory Styles/70's Disco 2.mid,Variation 2,3,DRUM,BASS,129,64,0.32558139534883723,2.0,0.010416666666666666,0.0,0.2781456953642384
Factory Styles/70's Disco 2.mid,Variation 2,3,BASS,ACC1,64,8,0.125,287.0,1.4947916666666667,-96.0,0.125
Factory Styles/70's Disco 2.mid,Variation 2,3,BASS,ACC2,64,136,0.453125,2.0,0.010416666666666666,0.0,0.1695906432748538
Factory Styles/70's Disco 2.mid,Variation 2,3,DRUM,ACC1,129,8,0.05426356589147287,288.0,1.5,-94.0,0.05384615384615385
Factory Styles/70's Disco 2.mid,Variation 2,3,DRUM,ACC2,129,136,0.3488372093023256,4.0,0.020833333333333332,0.0,0.20454545454545456
Factory Styles/70's Disco 2.mid,Variation 2,3,DRUM,ACC3,129,23,0.031007751937984496,382.0,1.9895833333333333,44.0,0.02702702702702703
Factory Styles/70's Disco 2.mid,Variation 4,3,DRUM,BASS,101,78,0.37623762376237624,2.0,0.010416666666666666,0.0,0.2695035460992908
Factory Styles/70's Disco 2.mid,Variation 4,3,BASS,ACC1,78,10,0.05128205128205128,242.0,1.2604166666666667,24.0,0.047619047619047616
Factory Styles/70's Disco 2.mid,Variation 4,3,BASS,ACC2,78,115,0.4230769230769231,2.0,0.010416666666666666,0.0,0.20625
Factory Styles/70's Disco 2.mid,Variation 4,3,DRUM,ACC1,101,10,0.0594059405940594,240.0,1.25,0.0,0.05714285714285714
Factory Styles/70's Disco 2.mid,Variation 4,3,DRUM,ACC2,101,115,0.3069306930693069,2.0,0.010416666666666666,0.0,0.16756756756756758
Factory Styles/70's Disco 2.mid,Variation 4,3,DRUM,ACC3,101,14,0.07920792079207921,192.0,1.0,0.0,0.07476635514018691
Factory Styles/70's Disco 2.mid,Variation 1,4,DRUM,PERC,166,6,0.012048192771084338,382.0,1.9895833333333333,-190.0,0.011764705882352941
Factory Styles/70's Disco 2.mid,Variation 1,4,DRUM,BASS,166,64,0.3855421686746988,2.0,0.010416666666666666,0.0,0.3855421686746988
Factory Styles/70's Disco 2.mid,Variation 1,4,BASS,ACC1,64,11,0.171875,240.0,1.25,0.0,0.171875
Factory Styles/70's Disco 2.mid,Variation 1,4,BASS,ACC2,64,39,0.109375,54.0,0.28125,0.0,0.07291666666666667
Factory Styles/70's Disco 2.mid,Variation 1,4,DRUM,ACC1,166,11,0.06626506024096386,240.0,1.25,-48.0,0.06626506024096386
Factory Styles/70's Disco 2.mid,Variation 1,4,DRUM,ACC2,166,39,0.08433734939759036,57.0,0.296875,2.0,0.07329842931937172
Factory Styles/70's Disco 2.mid,Variation 1,4,DRUM,ACC3,166,16,0.08433734939759036,192.0,1.0,-91.0,0.08333333333333333
Factory Styles/8 Beat Analog 1.mid,Variation 1,1,DRUM,BASS,32,16,0.5,48.0,0.25,0.0,0.5
Factory Styles/8 Beat Analog 1.mid,Variation 1,1,BASS,ACC2,16,32,0.5,24.0,0.125,-24.0,0.2
Factory Styles/8 Beat Analog 1.mid,Variation 1,1,DRUM,ACC2,32,32,0.5,24.0,0.125,-24.0,0.3333333333333333
Factory Styles/8 Beat Analog 1.mid,Variation 2,1,DRUM,BASS,33,16,0.48484848484848486,48.0,0.25,0.0,0.48484848484848486
Factory Styles/8 Beat Analog 1.mid,Variation 2,1,BASS,ACC1,16,3,0.1875,336.0,1.75,-96.0,0.1875
Factory Styles/8 Beat Analog 1.mid,Variation 2,1,BASS,ACC2,16,32,0.5,24.0,0.125,-24.0,0.2
Factory Styles/8 Beat Analog 1.mid,Variation 2,1,DRUM,ACC1,33,3,0.09090909090909091,288.0,1.5,-96.0,0.09090909090909091
Factory Styles/8 Beat Analog 1.mid,Variation 2,1,DRUM,ACC2,33,32,0.48484848484848486,48.0,0.25,0.0,0.32653061224489793
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,DRUM,PERC,23,32,0.9130434782608695,0.0,0.0,0.0,0.6176470588235294
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,DRUM,BASS,23,18,0.391304347826087,8.0,0.041666666666666664,8.0,0.28125
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,BASS,ACC1,18,9,0.1111111111111111,96.0,0.5,-8.0,0.08
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,BASS,ACC2,18,32,0.2222222222222222,8.0,0.041666666666666664,-8.0,0.08695652173913043
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,DRUM,ACC1,23,9,0.30434782608695654,96.0,0.5,0.0,0.28
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,DRUM,ACC2,23,32,0.43478260869565216,48.0,0.25,-48.0,0.2222222222222222
Factory Styles/8 Beat Analog 1.mid,Variation 3,1,DRUM,ACC3,23,1,0.043478260869565216,1488.0,7.75,-1488.0,0.043478260869565216
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,DRUM,PERC,37,33,0.8918918918918919,0.0,0.0,0.0,0.8918918918918919
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,DRUM,BASS,37,18,0.4864864864864865,48.0,0.25,0.0,0.4864864864864865
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,BASS,ACC1,18,12,0.3333333333333333,96.0,0.5,0.0,0.25
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,BASS,ACC2,18,32,0.5555555555555556,0.0,0.0,0.0,0.25
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,DRUM,ACC1,37,12,0.32432432432432434,96.0,0.5,-48.0,0.32432432432432434
Factory Styles/8 Beat Analog 1.mid,Variation 4,1,DRUM,ACC2,37,32,0.5675675675675675,0.0,0.0,0.0,0.4375
Factory Styles/8 Beat Analog 1.mid,Intro 1,1,DRUM,BASS,31,13,0.41935483870967744,96.0,0.5,0.0,0.41935483870967744
Factory Styles/8 Beat Analog 1.mid,Intro 1,1,BASS,ACC1,13,9,0.3076923076923077,96.0,0.5,-96.0,0.2222222222222222
Factory Styles/8 Beat Analog 1.mid,Intro 1,1,BASS,ACC2,13,25,0.5384615384615384,0.0,0.0,0.0,0.22580645161290322
Factory Styles/8 Beat Analog 1.mid,Intro 1,1,DRUM,ACC1,31,9,0.2903225806451613,96.0,0.5,-96.0,0.2903225806451613
Factory Styles/8 Beat Analog 1.mid,Intro 1,1,DRUM,ACC2,31,25,0.41935483870967744,48.0,0.25,-48.0,0.3023255813953488
Factory Styles/8 Beat Analog 1.mid,Intro 2,1,DRUM,BASS,31,13,0.41935483870967744,96.0,0.5,0.0,0.41935483870967744
Factory Styles/8 Beat Analog 1.mid,Intro 2,1,BASS,ACC1,13,4,0.3076923076923077,288.0,1.5,-192.0,0.3076923076923077
Factory Styles/8 Beat Analog 1.mid,Intro 2,1,BASS,ACC2,13,25,0.5384615384615384,0.0,0.0,0.0,0.22580645161290322
Factory Styles/8 Beat Analog 1.mid,Intro 2,1,DRUM,ACC1,31,4,0.12903225806451613,288.0,1.5,-192.0,0.12903225806451613
Factory Styles/8 Beat Analog 1.mid,Intro 2,1,DRUM,ACC2,31,25,0.41935483870967744,48.0,0.25,-48.0,0.3023255813953488
Factory Styles/8 Beat Analog 1.mid,Fill 1,1,DRUM,BASS,11,5,0.36363636363636365,48.0,0.25,0.0,0.3333333333333333
Factory Styles/8 Beat Analog 1.mid,Fill 1,1,BASS,ACC1,5,1,0.2,480.0,2.5,-480.0,0.2
Factory Styles/8 Beat Analog 1.mid,Fill 1,1,BASS,ACC2,5,1,0.2,480.0,2.5,-480.0,0.2
Factory Styles/8 Beat Analog 1.mid,Fill 1,1,DRUM,ACC1,11,1,0.09090909090909091,432.0,2.25,-432.0,0.09090909090909091
Factory Styles/8 Beat Analog 1.mid,Fill 1,1,DRUM,ACC2,11,1,0.09090909090909091,432.0,2.25,-432.0,0.09090909090909091
Factory Styles/8 Beat Analog 1.mid,Fill 2,1,DRUM,BASS,11,6,0.45454545454545453,48.0,0.25,0.0,0.4166666666666667
Factory Styles/8 Beat Analog 1.mid,Fill 2,1,BASS,ACC1,6,1,0.16666666666666666,432.0,2.25,-432.0,0.16666666666666666
Factory Styles/8 Beat Analog 1.mid,Fill 2,1,BASS,ACC2,6,10,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
Factory Styles/8 Beat Analog 1.mid,Fill 2,1,DRUM,ACC1,11,1,0.09090909090909091,432.0,2.25,-432.0,0.09090909090909091
Factory Styles/8 Beat Analog 1.mid,Fill 2,1,DRUM,ACC2,11,10,0.5454545454545454,0.0,0.0,0.0,0.4
Factory Styles/8 Beat Analog 1.mid,Break,1,DRUM,BASS,8,1,0.125,528.0,2.75,-528.0,0.125
Factory Styles/8 Beat Analog 1.mid,Break,1,BASS,ACC1,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Break,1,BASS,ACC2,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Break,1,DRUM,ACC1,8,1,0.125,528.0,2.75,-528.0,0.125
Factory Styles/8 Beat Analog 1.mid,Break,1,DRUM,ACC2,8,1,0.125,528.0,2.75,-528.0,0.125
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,DRUM,PERC,56,54,0.9642857142857143,0.0,0.0,0.0,0.9642857142857143
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,DRUM,BASS,56,28,0.5,24.0,0.125,0.0,0.5
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,BASS,ACC1,28,13,0.32142857142857145,96.0,0.5,0.0,0.28125
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,BASS,ACC2,28,59,0.5714285714285714,0.0,0.0,0.0,0.22535211267605634
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,DRUM,ACC1,56,13,0.23214285714285715,96.0,0.5,0.0,0.23214285714285715
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,DRUM,ACC2,56,59,0.6071428571428571,0.0,0.0,0.0,0.41975308641975306
Factory Styles/8 Beat Analog 1.mid,Ending 1,1,DRUM,ACC3,56,8,0.14285714285714285,288.0,1.5,-240.0,0.14285714285714285
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,DRUM,PERC,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,DRUM,BASS,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,BASS,ACC1,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,BASS,ACC2,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,DRUM,ACC1,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 2,1,DRUM,ACC2,4,4,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 1.mid,Ending 3,1,DRUM,BASS,12,7,0.5,0.5,0.0026041666666666665,0.0,0.46153846153846156
Factory Styles/8 Beat Analog 1.mid,Ending 3,1,BASS,ACC1,7,2,0.2857142857142857,192.0,1.0,0.0,0.2857142857142857
Factory Styles/8 Beat Analog 1.mid,Ending 3,1,BASS,ACC2,7,11,0.7142857142857143,0.0,0.0,0.0,0.38461538461538464
Factory Styles/8 Beat Analog 1.mid,Ending 3,1,DRUM,ACC1,12,2,0.16666666666666666,144.0,0.75,0.5,0.16666666666666666
Factory Styles/8 Beat Analog 1.mid,Ending 3,1,DRUM,ACC2,12,11,0.5833333333333334,0.0,0.0,0.0,0.4375
Factory Styles/8 Beat Analog 1.mid,Intro 1,2,DRUM,BASS,31,13,0.41935483870967744,96.0,0.5,0.0,0.41935483870967744
Factory Styles/8 Beat Analog 1.mid,Intro 1,2,BASS,ACC1,13,4,0.3076923076923077,288.0,1.5,-192.0,0.3076923076923077
Factory Styles/8 Beat Analog 1.mid,Intro 1,2,BASS,ACC2,13,25,0.5384615384615384,0.0,0.0,0.0,0.22580645161290322
Factory Styles/8 Beat Analog 1.mid,Intro 1,2,DRUM,ACC1,31,4,0.12903225806451613,288.0,1.5,-192.0,0.12903225806451613
Factory Styles/8 Beat Analog 1.mid,Intro 1,2,DRUM,ACC2,31,25,0.41935483870967744,48.0,0.25,-48.0,0.3023255813953488
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,DRUM,PERC,56,54,0.9642857142857143,0.0,0.0,0.0,0.9642857142857143
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,DRUM,BASS,56,28,0.5,24.0,0.125,0.0,0.5
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,BASS,ACC1,28,17,0.4642857142857143,96.0,0.5,0.0,0.40625
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,BASS,ACC2,28,60,0.6071428571428571,0.0,0.0,0.0,0.23943661971830985
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,DRUM,ACC1,56,17,0.25,96.0,0.5,0.0,0.23728813559322035
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,DRUM,ACC2,56,60,0.625,0.0,0.0,0.0,0.43209876543209874
Factory Styles/8 Beat Analog 1.mid,Ending 1,2,DRUM,ACC3,56,6,0.10714285714285714,288.0,1.5,-240.0,0.10714285714285714
Factory Styles/8 Beat Analog 2.mid,Variation 1,1,DRUM,PERC,40,6,0.1,192.0,1.0,0.0,0.09523809523809523
Factory Styles/8 Beat Analog 2.mid,Variation 1,1,DRUM,BASS,40,16,0.4,48.0,0.25,0.0,0.4
Factory Styles/8 Beat Analog 2.mid,Variation 1,1,BASS,ACC1,16,10,0.1875,192.0,1.0,72.0,0.13043478260869565
Factory Styles/8 Beat Analog 2.mid,Variation 1,1,DRUM,ACC1,40,10,0.125,192.0,1.0,0.0,0.1111111111111111
Factory Styles/8 Beat Analog 2.mid,Variation 2,1,DRUM,PERC,54,4,0.07407407407407407,192.0,1.0,48.0,0.07407407407407407
Factory Styles/8 Beat Analog 2.mid,Variation 2,1,DRUM,BASS,54,29,0.46296296296296297,48.0,0.25,0.0,0.43103448275862066
Factory Styles/8 Beat Analog 2.mid,Variation 2,1,BASS,ACC1,29,13,0.1724137931034483,96.0,0.5,0.0,0.13513513513513514
Factory Styles/8 Beat Analog 2.mid,Variation 2,1,DRUM,ACC1,54,13,0.2037037037037037,96.0,0.5,0.0,0.19642857142857142
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,DRUM,PERC,64,32,0.5,24.0,0.125,-24.0,0.5
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,DRUM,BASS,64,40,0.625,0.0,0.0,0.0,0.625
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,BASS,ACC1,40,14,0.275,48.0,0.25,0.0,0.2558139534883721
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,BASS,ACC2,40,2,0.05,600.0,3.125,-552.0,0.05
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,DRUM,ACC1,64,14,0.21875,48.0,0.25,0.0,0.21875
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,DRUM,ACC2,64,2,0.03125,504.0,2.625,-384.0,0.03125
Factory Styles/8 Beat Analog 2.mid,Variation 3,1,DRUM,ACC3,64,44,0.6875,0.0,0.0,0.0,0.6875
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,DRUM,PERC,64,64,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,DRUM,BASS,64,21,0.328125,48.0,0.25,0.0,0.328125
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,BASS,ACC1,21,20,0.23809523809523808,48.0,0.25,0.0,0.1388888888888889
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,BASS,ACC2,21,3,0.14285714285714285,384.0,2.0,-384.0,0.14285714285714285
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,DRUM,ACC1,64,20,0.3125,48.0,0.25,0.0,0.3125
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,DRUM,ACC2,64,3,0.046875,288.0,1.5,-264.0,0.046875
Factory Styles/8 Beat Analog 2.mid,Variation 4,1,DRUM,ACC3,64,58,0.90625,0.0,0.0,0.0,0.90625
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,DRUM,PERC,51,3,0.058823529411764705,480.0,2.5,480.0,0.058823529411764705
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,DRUM,BASS,51,10,0.17647058823529413,192.0,1.0,0.0,0.17307692307692307
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,BASS,ACC1,10,23,0.8,0.0,0.0,0.0,0.32
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,BASS,ACC2,10,21,0.0,70.5,0.3671875,70.5,0.0
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,DRUM,ACC1,51,23,0.39215686274509803,48.0,0.25,0.0,0.37037037037037035
Factory Styles/8 Beat Analog 2.mid,Intro 1,1,DRUM,ACC2,51,21,0.0392156862745098,79.0,0.4114583333333333,-20.0,0.02857142857142857
Factory Styles/8 Beat Analog 2.mid,Intro 2,1,DRUM,BASS,5,2,0.2,96.0,0.5,96.0,0.16666666666666666
Factory Styles/8 Beat Analog 2.mid,Intro 2,1,BASS,ACC1,2,4,0.5,24.0,0.125,-24.0,0.2
Factory Styles/8 Beat Analog 2.mid,Intro 2,1,BASS,ACC2,2,1,0.5,360.0,1.875,-360.0,0.5
Factory Styles/8 Beat Analog 2.mid,Intro 2,1,DRUM,ACC1,5,4,0.4,48.0,0.25,0.0,0.2857142857142857
Factory Styles/8 Beat Analog 2.mid,Intro 2,1,DRUM,ACC2,5,1,0.0,624.0,3.25,-624.0,0.0
Factory Styles/8 Beat Analog 2.mid,Fill 1,1,DRUM,BASS,17,2,0.11764705882352941,192.0,1.0,0.0,0.11764705882352941
Factory Styles/8 Beat Analog 2.mid,Fill 1,1,BASS,ACC1,2,4,0.5,24.0,0.125,-24.0,0.2
Factory Styles/8 Beat Analog 2.mid,Fill 1,1,DRUM,ACC1,17,4,0.23529411764705882,48.0,0.25,0.0,0.23529411764705882
Factory Styles/8 Beat Analog 2.mid,Fill 2,1,DRUM,PERC,17,3,0.17647058823529413,96.0,0.5,0.0,0.17647058823529413
Factory Styles/8 Beat Analog 2.mid,Fill 2,1,DRUM,BASS,17,8,0.47058823529411764,48.0,0.25,0.0,0.47058823529411764
Factory Styles/8 Beat Analog 2.mid,Fill 2,1,BASS,ACC1,8,10,0.625,0.0,0.0,0.0,0.38461538461538464
Factory Styles/8 Beat Analog 2.mid,Fill 2,1,DRUM,ACC1,17,10,0.5882352941176471,0.0,0.0,0.0,0.5882352941176471
Factory Styles/8 Beat Analog 2.mid,Fill 2,1,DRUM,ACC3,17,2,0.11764705882352941,288.0,1.5,288.0,0.11764705882352941
Factory Styles/8 Beat Analog 2.mid,Break,1,DRUM,BASS,7,2,0.2857142857142857,96.0,0.5,48.0,0.2857142857142857
Factory Styles/8 Beat Analog 2.mid,Break,1,BASS,ACC1,2,1,0.5,360.0,1.875,-360.0,0.5
Factory Styles/8 Beat Analog 2.mid,Break,1,DRUM,ACC1,7,1,0.14285714285714285,576.0,3.0,-576.0,0.14285714285714285
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,DRUM,PERC,65,12,0.18461538461538463,96.0,0.5,0.0,0.18461538461538463
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,DRUM,BASS,65,35,0.5384615384615384,0.0,0.0,0.0,0.5384615384615384
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,BASS,ACC1,35,25,0.6,0.0,0.0,0.0,0.5384615384615384
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,BASS,ACC2,35,6,0.14285714285714285,144.0,0.75,0.0,0.1388888888888889
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,DRUM,ACC1,65,25,0.38461538461538464,48.0,0.25,0.0,0.38461538461538464
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,DRUM,ACC2,65,6,0.09230769230769231,192.0,1.0,0.0,0.09230769230769231
Factory Styles/8 Beat Analog 2.mid,Ending 1,1,DRUM,ACC3,65,50,0.7692307692307693,0.0,0.0,0.0,0.7692307692307693
Factory Styles/8 Beat Analog 2.mid,Ending 2,1,DRUM,BASS,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 2.mid,Ending 2,1,BASS,ACC1,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 2.mid,Ending 2,1,BASS,ACC2,1,1,0.0,2.0,0.010416666666666666,2.0,0.0
Factory Styles/8 Beat Analog 2.mid,Ending 2,1,DRUM,ACC1,1,1,1.0,0.0,0.0,0.0,1.0
Factory Styles/8 Beat Analog 2.mid,Ending 2,1,DRUM,ACC2,1,1,0.0,2.0,0.010416666666666666,2.0,0.0
Factory Styles/8 Beat Analog 2.mid,Ending 3,1,DRUM,BASS,18,3,0.16666666666666666,168.0,0.875,0.0,0.16666666666666666
Factory Styles/8 Beat Analog 2.mid,Ending 3,1,BASS,ACC1,3,5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
Factory Styles/8 Beat Analog 2.mid,Ending 3,1,BASS,ACC2,3,1,0.3333333333333333,720.0,3.75,-720.0,0.3333333333333333
Factory Styles/8 Beat Analog 2.mid,Ending 3,1,DRUM,ACC1,18,5,0.2777777777777778,48.0,0.25,0.0,0.2777777777777778
Factory Styles/8 Beat Analog 2.mid,Ending 3,1,DRUM,ACC2,18,1,0.05555555555555555,396.0,2.0625,-396.0,0.05555555555555555
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,DRUM,BASS,63,33,0.5238095238095238,0.0,0.0,0.0,0.5238095238095238
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,BASS,ACC1,33,25,0.7272727272727273,0.0,0.0,0.0,0.7058823529411765
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,BASS,ACC2,33,7,0.15151515151515152,144.0,0.75,-48.0,0.14285714285714285
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,DRUM,ACC1,63,25,0.3968253968253968,48.0,0.25,0.0,0.3968253968253968
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,DRUM,ACC2,63,7,0.1111111111111111,144.0,0.75,-48.0,0.1111111111111111
Factory Styles/8 Beat Analog 2.mid,Intro 1,2,DRUM,ACC3,63,50,0.7936507936507936,0.0,0.0,0.0,0.7936507936507936
Factory Styles/8 Beat Analog 2.mid,Fill 2,2,DRUM,BASS,16,9,0.5625,0.0,0.0,0.0,0.5625
Factory Styles/8 Beat Analog 2.mid,Fill 2,2,BASS,ACC1,9,4,0.3333333333333333,48.0,0.25,0.0,0.3
Factory Styles/8 Beat Analog 2.mid,Fill 2,2,DRUM,ACC1,16,4,0.25,48.0,0.25,-24.0,0.25
Factory Styles/8 Beat Analog 2.mid,Fill 2,2,DRUM,ACC3,16,3,0.1875,120.0,0.625,120.0,0.1875
Factory Styles/8 Beat Analog 2.mid,Ending 1,2,DRUM,PERC,65,12,0.18461538461538463,96.0,0.5,0.0,0.18461538461538463
Factory Styles/8 Beat Analog 2.mid,Ending 1,2,DRUM,BASS,65,35,0.5384615384615384,0.0,0.0,0.0,0.5384615384615384
Factory Styles/8 Beat Analog 2.mid,Ending 1,2,BASS,ACC1,35,27,0.6,0.0,0.0,0.0,0.5121951219512195
Factory Styles/8 Beat Analog 2.mid,Ending 1,2,BASS,ACC2,35,6,0.14285714285714285,144.0,0.75,0.0,0.1388888888888889
