file,role,cv,transition,rhythm_jaccard,same_rhythm_mask,sound_same,sound_added,sound_removed,delta_notes_per_bar,delta_onsets_per_bar,delta_velocity_p50,delta_velocity_p90,delta_register_width,delta_polyphony_mean,delta_fine_subdivision_fraction,delta_offbeat_8th_fraction,delta_strum_fraction,delta_staccato_fraction,delta_legato_overlap_fraction
Factory Styles/Desert Shuffle.mid,DRUM,2,V1->V2,0.6666666666666666,False,True,0,0,8.0,6.0,6.5,15.0,0,0.14286,0.0,0.0,0.0,0.22047,-0.09973999999999994
Factory Styles/Desert Shuffle.mid,DRUM,2,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,DRUM,2,V3->V4,0.9230769230769231,False,True,0,0,3.75,-1.375,3.5,0.0,-7,0.4215,-0.20886,0.0,0.0,-0.035759999999999986,-0.04464000000000001
Factory Styles/Desert Shuffle.mid,PERC,2,V1->V2,0.3125,False,True,0,0,3.625,3.625,-14.0,-11.0,-2,0.0,0.21964,0.0,0.0,-0.11765,0.5429499999999999
Factory Styles/Desert Shuffle.mid,PERC,2,V2->V3,1.0,True,True,0,0,4.375,4.0,4.0,8.0,19,0.03125,-0.07765,0.0,0.0,0.040819999999999995,-0.06575999999999993
Factory Styles/Desert Shuffle.mid,PERC,2,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,ACC2,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,ACC2,2,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,ACC2,2,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,ACC3,2,V1->V2,0.125,False,True,0,0,3.375,3.375,5.0,2.700000000000003,7,0.0,0.28648999999999997,0.0,0.0,0.0,0.0833299999999999
Factory Styles/Desert Shuffle.mid,ACC3,2,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Desert Shuffle.mid,ACC3,2,V3->V4,0.4444444444444444,False,True,0,0,2.375,1.75,-1.0,-3.0,0,0.0980399999999999,-0.05791999999999997,0.0,0.28571,0.0,-0.04494999999999982
Factory Styles/Desert Shuffle.mid,BASS,2,V2->V3,0.8888888888888888,False,True,0,0,0.0,0.0,0.0,-3.0,20,0.0,-0.021740000000000037,0.021740000000000002,0.0,0.0,0.04444999999999999
Factory Styles/Desert Shuffle.mid,BASS,2,V3->V4,0.8888888888888888,False,True,0,0,-0.125,-0.125,0.0,0.0,-20,0.0,0.006280000000000008,-0.021740000000000002,0.0,0.001010000000000004,-0.036870000000000014
Factory Styles/Desert Shuffle.mid,ACC4,2,V3->V4,0.3333333333333333,False,True,0,0,0.375,0.25,-9.0,-6.299999999999997,7,0.0793600000000001,0.45455,0.0,0.0,0.0,-0.09999999999999998
Factory Styles/Disco Gully.mid,DRUM,1,V1->V2,1.0,True,True,0,0,6.0,0.0,8.5,1.5999999999999943,0,0.5,-0.024040000000000006,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,DRUM,1,V2->V3,1.0,True,True,0,0,-0.5,0.0,8.0,1.9000000000000057,0,-0.041669999999999874,0.11806000000000005,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,DRUM,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,BASS,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,BASS,1,V2->V3,1.0,True,True,0,0,0.0,0.0,-29.5,-25.299999999999997,0,0.0,0.0,0.0,0.0,-0.58065,0.0
Factory Styles/Disco Gully.mid,BASS,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,ACC1,1,V1->V2,0.42857142857142855,False,True,0,0,0.75,1.0,1.0,-1.0,0,-1.25,-0.009620000000000017,0.0,0.0,0.0,0.006410000000000027
Factory Styles/Disco Gully.mid,ACC1,1,V2->V3,0.375,False,True,0,0,1.5,-0.5,-5.0,-1.0,0,1.6666700000000003,-0.375,0.0,0.0,0.0,-0.34413000000000005
Factory Styles/Disco Gully.mid,ACC1,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,ACC3,1,V1->V2,0.375,False,True,0,0,2.0,3.25,-6.5,-9.0,7,-1.24,0.30303,0.0,0.0,-0.008450000000000069,0.0
Factory Styles/Disco Gully.mid,ACC3,1,V2->V3,0.6666666666666666,False,True,0,0,8.5,0.75,-11.5,7.0,-7,1.02571,-0.08508000000000004,0.0,0.0,-0.02790999999999999,0.0
Factory Styles/Disco Gully.mid,ACC3,1,V3->V4,0.25,False,False,1,1,-15.75,-5.5,34.0,24.0,0,-0.2857099999999999,0.048719999999999986,0.0,0.0,-0.09999999999999998,0.5
Factory Styles/Disco Gully.mid,ACC4,1,V2->V3,1.0,True,True,0,0,0.0,0.0,16.0,17.199999999999974,0,0.0,0.0,0.0,0.0,-0.51063,0.0
Factory Styles/Disco Gully.mid,ACC4,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,ACC5,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,DRUM,2,V1->V2,1.0,True,True,0,0,6.0,0.0,8.5,1.5999999999999943,0,0.5,-0.024040000000000006,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,BASS,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Gully.mid,ACC1,2,V1->V2,0.7272727272727273,False,True,0,0,2.0,2.75,6.0,1.5,3,-0.87429,-0.01373000000000002,0.0,0.0,-0.19905,0.18331000000000003
Factory Styles/Disco Gully.mid,ACC2,2,V1->V2,0.6666666666666666,False,True,0,0,4.0,4.0,-1.5,26.299999999999997,12,0.0,-0.08333000000000002,0.0,0.0,-0.01853999999999989,0.0
Factory Styles/Disco Gully.mid,ACC3,2,V1->V2,0.375,False,True,0,0,2.0,3.25,-6.5,-9.0,7,-1.24,0.30303,0.0,0.0,-0.008450000000000069,0.0
Factory Styles/Disco Latin.mid,DRUM,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,1,V2->V3,0.75,False,True,0,0,4.0,1.25,-4.0,0.0,13,0.48863999999999996,0.0,0.15685999999999997,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,1,V1->V2,1.0,True,True,0,0,1.5,0.0,2.0,17.39999999999999,5,0.375,0.0,0.022230000000000083,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,1,V2->V3,0.6666666666666666,False,True,0,0,1.0,1.0,-1.0,0.0,0,-0.25,0.0,-0.055560000000000054,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,1,V3->V4,1.0,True,True,0,0,4.25,0.25,7.0,0.0,7,0.7142900000000001,0.0,-0.00877,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,1,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,1,V3->V4,0.5,False,True,0,0,-0.125,-0.125,0.0,1.5999999999999943,2,0.0,0.0,-0.05129,0.0,0.0,0.38636000000000004
Factory Styles/Disco Latin.mid,ACC1,1,V1->V2,0.8,False,False,1,1,0.375,0.125,-6.0,0.0,21,0.0,0.0,-0.019610000000000016,0.0,-0.125,0.04167
Factory Styles/Disco Latin.mid,ACC1,1,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC1,1,V3->V4,0.6666666666666666,False,False,1,1,0.375,0.125,-6.0,-10.0,-21,0.0,0.0,-0.09150000000000003,0.0,-0.051470000000000016,0.13479999999999998
Factory Styles/Disco Latin.mid,ACC2,1,V2->V3,0.14285714285714285,False,True,0,0,-1.25,-1.625,-31.0,-30.0,5,3.0,0.0,-0.42857,0.0,-0.76923,0.0
Factory Styles/Disco Latin.mid,ACC2,1,V3->V4,1.0,True,False,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC3,1,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,7,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Latin.mid,ACC4,1,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,7,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Latin.mid,DRUM,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,2,V2->V3,0.75,False,True,0,0,4.0,1.25,-4.0,0.0,13,0.48863999999999996,0.0,0.15685999999999997,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,2,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,2,V1->V2,1.0,True,True,0,0,1.5,0.0,2.0,17.39999999999999,5,0.375,0.0,0.022230000000000083,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,2,V2->V3,0.6666666666666666,False,True,0,0,1.0,1.0,-1.0,0.0,0,-0.25,0.0,-0.055560000000000054,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,2,V3->V4,1.0,True,True,0,0,4.25,0.25,7.0,0.0,7,0.7142900000000001,0.0,-0.00877,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,2,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,2,V3->V4,0.42857142857142855,False,True,0,0,-0.125,-0.125,0.0,7.200000000000003,1,0.0,0.0,-0.05129,0.0,0.0,0.37878
Factory Styles/Disco Latin.mid,ACC1,2,V1->V2,0.8,False,False,1,1,0.375,0.125,0.0,0.0,16,0.0,0.0,-0.019610000000000016,0.0,-0.125,0.02083
Factory Styles/Disco Latin.mid,ACC1,2,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC1,2,V3->V4,0.6666666666666666,False,False,1,1,0.375,0.125,0.0,0.0,-16,0.0,0.0,-0.09150000000000003,0.0,-0.051470000000000016,0.15564
Factory Styles/Disco Latin.mid,ACC2,2,V2->V3,0.14285714285714285,False,True,0,0,-1.25,-1.625,-40.0,-37.2,5,3.0,0.0,-0.42857,0.0,-0.76923,0.0
Factory Styles/Disco Latin.mid,ACC2,2,V3->V4,1.0,True,False,1,1,0.0,0.0,9.0,7.200000000000003,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC3,2,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,5,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Latin.mid,ACC4,2,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,5,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Latin.mid,DRUM,3,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,3,V2->V3,0.75,False,True,0,0,4.0,1.25,-4.0,0.0,13,0.48863999999999996,0.0,0.15685999999999997,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,DRUM,3,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,3,V1->V2,1.0,True,True,0,0,1.5,0.0,2.0,17.39999999999999,5,0.375,0.0,0.022230000000000083,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,3,V2->V3,0.6666666666666666,False,True,0,0,1.0,1.0,-1.0,0.0,0,-0.25,0.0,-0.055560000000000054,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,PERC,3,V3->V4,1.0,True,True,0,0,4.25,0.25,7.0,0.0,7,0.7142900000000001,0.0,-0.00877,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,3,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,3,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,BASS,3,V3->V4,0.6,False,True,0,0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.27273
Factory Styles/Disco Latin.mid,ACC1,3,V1->V2,1.0,True,False,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC1,3,V2->V3,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC1,3,V3->V4,0.8,False,False,1,1,0.75,0.25,-12.0,-10.0,0,0.0,0.0,-0.11111000000000004,0.0,-0.17647000000000002,0.17647
Factory Styles/Disco Latin.mid,ACC2,3,V2->V3,0.2,False,True,0,0,-0.75,-1.125,-33.0,-30.10000000000001,10,3.0,0.0,-0.2,0.0,-1.0,0.0
Factory Styles/Disco Latin.mid,ACC2,3,V3->V4,1.0,True,False,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Latin.mid,ACC3,3,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,9,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Latin.mid,ACC4,3,V3->V4,0.0,False,True,0,0,1.0,0.25,10.0,18.0,9,2.0,0.0,1.0,0.0,1.0,0.0
Factory Styles/Disco Schlager.mid,DRUM,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,DRUM,1,V2->V3,1.0,True,True,0,0,0.0,0.0,-5.0,4.299999999999997,4,0.0,0.0,0.0,0.0,-0.11111000000000004,0.0
Factory Styles/Disco Schlager.mid,DRUM,1,V3->V4,1.0,True,True,0,0,19.0,13.0,0.0,-0.29999999999999716,98,-0.1785699999999999,0.12121,-0.012980000000000047,0.0,-0.34787999999999997,0.46429
Factory Styles/Disco Schlager.mid,PERC,1,V1->V2,0.5,False,True,0,0,10.0,8.0,-24.5,0.0,15,0.125,0.0,-0.27778,0.0,-1.0,0.11429
Factory Styles/Disco Schlager.mid,PERC,1,V2->V3,1.0,True,True,0,0,0.0,0.0,-5.0,-5.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,PERC,1,V3->V4,1.0,True,True,0,0,64.5,42.5,25.0,0.0,94,0.28526000000000007,0.41212,-0.12524999999999997,0.0,0.06452,0.56313
Factory Styles/Disco Schlager.mid,BASS,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,BASS,1,V2->V3,0.6666666666666666,False,True,0,0,5.0,2.5,-7.0,-5.0,0,0.0,0.0,-0.09804000000000002,0.0,0.06817999999999999,0.15625
Factory Styles/Disco Schlager.mid,BASS,1,V3->V4,1.0,True,True,0,0,45.0,24.0,3.5,5.0,42,-0.09230999999999989,0.43548,-0.09819,0.0,-0.13793,0.49892000000000014
Factory Styles/Disco Schlager.mid,ACC1,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC1,1,V2->V3,0.6666666666666666,False,True,0,0,8.0,2.0,5.0,7.099999999999994,3,0.0,0.0,-0.33333,0.0,-0.65909,0.09091
Factory Styles/Disco Schlager.mid,ACC1,1,V3->V4,1.0,True,True,0,0,83.0,23.0,0.0,5.0,60,-0.31034000000000006,0.54673,-0.36293,0.0,-0.16324999999999998,0.5080699999999999
Factory Styles/Disco Schlager.mid,ACC2,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC2,1,V2->V3,0.2,False,True,0,0,8.0,1.5,0.5,-0.6999999999999886,-5,1.0,0.0,-0.028569999999999984,0.0,0.85185,-0.5
Factory Styles/Disco Schlager.mid,ACC2,1,V3->V4,1.0,True,True,0,0,56.0,17.5,8.0,18.0,68,0.15555999999999992,0.57042,-0.22394000000000003,0.0,-0.43324999999999997,0.44961
Factory Styles/Disco Schlager.mid,ACC4,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC4,1,V2->V3,0.18181818181818182,False,True,0,0,4.5,4.5,12.5,8.0,5,0.0,0.0,-0.76471,0.0,-0.3125,0.0
Factory Styles/Disco Schlager.mid,ACC4,1,V3->V4,1.0,True,True,0,0,26.5,26.5,-10.0,-2.0,104,0.0,0.5,-0.10672000000000001,0.0,-0.44135,0.53846
Factory Styles/Disco Schlager.mid,ACC5,1,V1->V2,1.0,True,True,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC5,1,V2->V3,1.0,True,True,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC5,1,V3->V4,0.4,False,True,0,0,27.5,13.0,31.0,49.0,101,-0.8214299999999999,0.68852,-0.31967,0.0,0.34,0.4
Factory Styles/Disco Schlager.mid,ACC3,1,V3->V4,1.0,True,True,0,0,20.0,8.5,8.0,61.70000000000003,97,-1.5555599999999998,0.61364,0.0,0.0,0.10526,0.8157899999999999
Factory Styles/Disco Schlager.mid,DRUM,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,DRUM,2,V2->V3,1.0,True,True,0,0,0.0,0.0,-5.0,4.299999999999997,4,0.0,0.0,0.0,0.0,-0.11111000000000004,0.0
Factory Styles/Disco Schlager.mid,DRUM,2,V3->V4,1.0,True,True,0,0,19.0,13.0,0.0,-0.29999999999999716,98,-0.1785699999999999,0.12121,-0.012980000000000047,0.0,-0.34787999999999997,0.46429
Factory Styles/Disco Schlager.mid,PERC,2,V1->V2,0.5,False,True,0,0,10.0,8.0,-24.5,0.0,15,0.125,0.0,-0.27778,0.0,-1.0,0.11429
Factory Styles/Disco Schlager.mid,PERC,2,V2->V3,1.0,True,True,0,0,0.0,0.0,-5.0,-5.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,PERC,2,V3->V4,1.0,True,True,0,0,64.5,42.5,25.0,0.0,94,0.28526000000000007,0.41212,-0.12524999999999997,0.0,0.06452,0.56313
Factory Styles/Disco Schlager.mid,BASS,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,BASS,2,V2->V3,0.6666666666666666,False,True,0,0,5.0,2.5,-7.0,-5.0,0,0.0,0.0,-0.09804000000000002,0.0,0.06817999999999999,0.15625
Factory Styles/Disco Schlager.mid,BASS,2,V3->V4,1.0,True,True,0,0,45.0,24.0,3.5,5.0,47,-0.09230999999999989,0.43548,-0.09819,0.0,-0.15265,0.45437000000000005
Factory Styles/Disco Schlager.mid,ACC1,2,V1->V2,0.8,False,True,0,0,2.0,0.5,0.0,1.0999999999999943,0,0.0,0.0,-0.11111000000000004,0.0,-0.03125,0.0
Factory Styles/Disco Schlager.mid,ACC1,2,V2->V3,0.5714285714285714,False,True,0,0,6.0,1.5,5.0,6.0,4,0.0,0.0,-0.22221999999999997,0.0,-0.62784,0.09091
Factory Styles/Disco Schlager.mid,ACC1,2,V3->V4,1.0,True,True,0,0,83.0,23.0,0.0,5.0,59,-0.31034000000000006,0.54673,-0.36293,0.0,-0.14801999999999998,0.46747
Factory Styles/Disco Schlager.mid,ACC2,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC2,2,V2->V3,0.2,False,True,0,0,8.0,1.5,0.5,-0.6999999999999886,-5,1.0,0.0,-0.028569999999999984,0.0,0.85185,-0.5
Factory Styles/Disco Schlager.mid,ACC2,2,V3->V4,1.0,True,True,0,0,56.0,17.5,8.0,18.0,68,0.15555999999999992,0.57042,-0.22394000000000003,0.0,-0.34021999999999997,0.34884
Factory Styles/Disco Schlager.mid,ACC4,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC4,2,V2->V3,0.18181818181818182,False,True,0,0,4.5,4.5,12.5,8.0,0,0.0,0.0,-0.76471,0.0,-0.3125,0.0
Factory Styles/Disco Schlager.mid,ACC4,2,V3->V4,1.0,True,True,0,0,26.5,26.5,-10.0,-2.0,109,0.0,0.5,-0.10672000000000001,0.0,-0.44135,0.4
Factory Styles/Disco Schlager.mid,ACC5,2,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC5,2,V2->V3,1.0,True,True,0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Disco Schlager.mid,ACC5,2,V3->V4,0.4,False,True,0,0,27.5,13.0,26.0,49.0,100,-0.8214299999999999,0.68852,-0.31967,0.0,0.4,0.32
Factory Styles/Disco Schlager.mid,ACC3,2,V3->V4,1.0,True,True,0,0,20.0,8.5,8.0,61.70000000000003,97,-1.5555599999999998,0.61364,0.0,0.0,0.10526,0.8157899999999999
Factory Styles/Easy Ballad.mid,DRUM,1,V1->V2,1.0,True,True,0,0,2.0,0.0,1.0,0.0,0,0.15384999999999982,-0.02087,-0.02087,0.0,0.019950000000000023,0.0
Factory Styles/Easy Ballad.mid,DRUM,1,V2->V3,0.7647058823529411,False,True,0,0,-3.5,3.25,12.0,0.0,1,-0.5999999999999999,0.20185999999999993,-0.05395,0.0,-0.18727000000000005,0.0
Factory Styles/Easy Ballad.mid,DRUM,1,V3->V4,0.7083333333333334,False,True,0,0,22.25,12.0,-12.0,7.0,27,0.22558999999999996,0.021000000000000074,0.10538000000000003,0.0,0.4060100000000001,0.0
Factory Styles/Easy Ballad.mid,PERC,1,V1->V2,1.0,True,True,0,0,9.5,0.0,0.0,28.000000000000057,58,0.47499999999999987,0.0014399999999999968,-0.04618,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,PERC,1,V2->V3,1.0,True,True,0,0,8.25,0.0,6.0,-12.000000000000057,8,0.41249999999999987,-0.08206000000000002,0.04731999999999997,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,PERC,1,V3->V4,0.6666666666666666,False,True,0,0,22.0,16.0,0.0,0.0,0,-0.2722199999999999,0.15828000000000003,-0.06518000000000002,0.13542,-0.26015999999999995,0.0
Factory Styles/Easy Ballad.mid,BASS,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,BASS,1,V2->V3,0.3333333333333333,False,True,0,0,5.5,5.5,12.5,15.200000000000003,0,0.0,0.09999999999999998,0.04999999999999999,0.0,0.49194000000000004,-0.30645
Factory Styles/Easy Ballad.mid,BASS,1,V3->V4,0.8,False,True,0,0,1.75,1.75,-4.5,-17.0,7,0.0,-0.012819999999999998,-0.044869999999999965,0.0,-0.34720000000000006,-0.16723
Factory Styles/Easy Ballad.mid,ACC3,1,V1->V2,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.02326000000000006,0.0
Factory Styles/Easy Ballad.mid,ACC3,1,V2->V3,1.0,True,True,0,0,0.0,0.0,7.0,9.899999999999991,0,0.0,0.0,0.0,0.0,0.05186000000000002,0.0
Factory Styles/Easy Ballad.mid,ACC3,1,V3->V4,1.0,True,True,0,0,0.5,0.0,0.0,22.000000000000085,0,0.03125,-0.010110000000000008,-0.004040000000000016,0.0,0.021569999999999978,0.0
Factory Styles/Easy Ballad.mid,ACC1,1,V2->V3,0.25,False,True,0,0,4.5,-0.75,0.0,0.0,0,2.1428599999999998,-0.09789999999999999,0.11887999999999999,0.0,0.35,-0.31667
Factory Styles/Easy Ballad.mid,ACC1,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,ACC2,1,V2->V3,0.23076923076923078,False,False,1,1,27.0,4.5,-1.0,24.0,73,2.36842,0.021879999999999955,-0.28281,0.0,-0.90476,0.5
Factory Styles/Easy Ballad.mid,ACC2,1,V3->V4,1.0,True,True,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,ACC4,1,V3->V4,0.125,False,False,1,1,-11.0,1.0,27.0,30.099999999999994,-10,-3.0,0.4,0.4,0.0,0.0,0.0
Factory Styles/Easy Ballad.mid,DRUM,2,V1->V2,1.0,True,True,0,0,0.5,0.0,0.5,0.0,0,0.03845999999999972,-0.005319999999999991,-0.005319999999999991,0.0,0.005090000000000039,0.0
Factory Styles/Easy Ballad.mid,DRUM,2,V2->V3,0.7647058823529411,False,True,0,0,-13.0,-4.75,13.5,0.0,1,-0.51282,0.20455,-0.06817999999999999,0.0,-0.20782000000000012,0.0
Factory Styles/Easy Ballad.mid,DRUM,2,V3->V4,0.7083333333333334,False,True,0,0,33.25,20.25,-14.0,7.0,27,0.21930000000000027,0.008730000000000016,0.10632,0.0,0.43618,0.0
