file,element,role,pair,rhythm_jaccard,same_rhythm_mask,density_ratio,velocity_p50_delta,register_width_delta,sound_same
Factory Styles/50's  Fox.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,-1.5,2,True
Factory Styles/50's  Fox.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,-2.0,0,True
Factory Styles/50's  Fox.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,-1.5,2,True
Factory Styles/50's  Fox.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,3.0,0,True
Factory Styles/50's  Fox.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,-1.5,2,True
Factory Styles/50's  Fox.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,2.0,0,True
Factory Styles/50's  Fox.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,12.0,1,True
Factory Styles/50's  Fox.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,-1.5,2,True
Factory Styles/50's  Fox.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,2.0,0,True
Factory Styles/50's  Fox.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,12.0,1,True
Factory Styles/50's  Fox.mid,Variation 4,ACC4,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/50's  Fox.mid,Variation 4,ACC5,CV1-CV2,0.55,False,1.0,-1.0,4,True
Factory Styles/50's  Fox.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Intro 1,BASS,CV1-CV2,0.8,False,0.8333333333333334,1.5,2,True
Factory Styles/50's  Fox.mid,Intro 1,ACC1,CV1-CV2,1.0,True,0.981132075471698,2.0,1,True
Factory Styles/50's  Fox.mid,Intro 1,ACC2,CV1-CV2,0.4166666666666667,False,0.35714285714285715,0.0,-8,True
Factory Styles/50's  Fox.mid,Intro 1,ACC3,CV1-CV2,0.7142857142857143,False,0.6428571428571429,0.0,-4,True
Factory Styles/50's  Fox.mid,Intro 1,ACC4,CV1-CV2,0.7142857142857143,False,0.6216216216216216,0.0,6,True
Factory Styles/50's  Fox.mid,Intro 1,ACC5,CV1-CV2,0.45454545454545453,False,0.8514851485148516,-10.0,-6,True
Factory Styles/50's  Fox.mid,Intro 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Intro 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Intro 2,BASS,CV1-CV2,1.0,True,1.0,-1.5,2,True
Factory Styles/50's  Fox.mid,Intro 2,ACC1,CV1-CV2,1.0,True,1.0,-2.0,0,True
Factory Styles/50's  Fox.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/50's  Fox.mid,Ending 1,BASS,CV1-CV2,0.7142857142857143,False,0.7857142857142858,1.5,0,True
Factory Styles/50's  Fox.mid,Ending 1,ACC1,CV1-CV2,0.8571428571428571,False,0.983050847457627,1.0,3,True
Factory Styles/50's  Fox.mid,Ending 1,ACC2,CV1-CV2,0.5555555555555556,False,0.4418604651162791,0.0,-1,True
Factory Styles/50's  Fox.mid,Ending 1,ACC3,CV1-CV2,0.75,False,0.6447368421052633,0.0,-4,True
Factory Styles/50's  Fox.mid,Ending 1,ACC4,CV1-CV2,0.75,False,0.5853658536585367,1.5,-7,True
Factory Styles/50's  Fox.mid,Ending 1,ACC5,CV1-CV2,0.35135135135135137,False,1.0975609756097562,-14.5,-13,True
Factory Styles/60's Dance.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,DRUM,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,DRUM,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,PERC,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,PERC,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,BASS,CV1-CV3,1.0,True,1.0,1.0,-4,True
Factory Styles/60's Dance.mid,Variation 1,BASS,CV1-CV4,1.0,True,1.0,1.0,-7,True
Factory Styles/60's Dance.mid,Variation 1,BASS,CV1-CV5,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC1,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC1,CV1-CV4,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC1,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC2,CV1-CV2,0.6363636363636364,False,0.8125,-1.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC2,CV1-CV3,0.6363636363636364,False,0.8125,-1.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC2,CV1-CV4,0.6363636363636364,False,0.8125,-1.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC2,CV1-CV5,0.6363636363636364,False,0.8125,-1.0,-2,True
Factory Styles/60's Dance.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC3,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 1,ACC3,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,DRUM,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,PERC,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,BASS,CV1-CV4,1.0,True,1.0909090909090908,0.0,-5,True
Factory Styles/60's Dance.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,ACC1,CV1-CV3,1.0,True,0.9876543209876543,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 2,ACC1,CV1-CV4,1.0,True,0.9876543209876543,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,ACC2,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 2,ACC2,CV1-CV4,0.7777777777777778,False,0.9333333333333333,2.0,-7,True
Factory Styles/60's Dance.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 2,ACC3,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,DRUM,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,PERC,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,BASS,CV1-CV3,1.0,True,1.0256410256410255,0.0,-7,True
Factory Styles/60's Dance.mid,Variation 3,BASS,CV1-CV4,0.8333333333333334,False,0.9230769230769231,0.0,-5,True
Factory Styles/60's Dance.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/60's Dance.mid,Variation 3,ACC1,CV1-CV3,0.875,False,0.961038961038961,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,ACC1,CV1-CV4,0.875,False,0.961038961038961,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,ACC2,CV1-CV3,1.0,True,1.0,0.0,-7,True
Factory Styles/60's Dance.mid,Variation 3,ACC2,CV1-CV4,1.0,True,0.9772727272727273,0.0,-7,True
Factory Styles/60's Dance.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 3,ACC3,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 3,ACC3,CV1-CV4,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,DRUM,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,DRUM,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,PERC,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,PERC,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/60's Dance.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,BASS,CV1-CV4,1.0,True,0.9565217391304348,0.0,-3,True
Factory Styles/60's Dance.mid,Variation 4,BASS,CV1-CV5,1.0,True,0.9565217391304348,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/60's Dance.mid,Variation 4,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,ACC1,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,ACC1,CV1-CV5,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Variation 4,ACC2,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 4,ACC2,CV1-CV4,1.0,True,1.0,0.0,1,True
Factory Styles/60's Dance.mid,Variation 4,ACC2,CV1-CV5,1.0,True,1.0,0.0,1,True
Factory Styles/60's Dance.mid,Variation 4,ACC3,CV1-CV2,0.875,False,1.0666666666666667,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 4,ACC3,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 4,ACC3,CV1-CV4,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Variation 4,ACC3,CV1-CV5,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Intro 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Intro 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Intro 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Fill 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Fill 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Fill 1,BASS,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/60's Dance.mid,Fill 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Fill 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Fill 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/60's Dance.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/60's Dance.mid,Ending 1,BASS,CV1-CV2,1.0,True,0.2835820895522388,0.0,0,True
Factory Styles/60's Dance.mid,Ending 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,-2,True
Factory Styles/60's Dance.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/60's Dance.mid,Ending 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Intro 1,BASS,CV1-CV2,1.0,True,1.0909090909090908,-2.5,-1,True
Factory Styles/70's Disco 1.mid,Intro 1,ACC2,CV1-CV2,0.19607843137254902,False,1.0,0.0,-4,True
Factory Styles/70's Disco 1.mid,Intro 1,ACC4,CV1-CV2,0.875,False,1.2820512820512822,13.0,9,True
Factory Styles/70's Disco 1.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 1.mid,Ending 1,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,DRUM,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,PERC,CV1-CV4,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,1.0,2,True
Factory Styles/70's Disco 2.mid,Variation 1,BASS,CV1-CV3,1.0,True,1.0,1.0,5,True
Factory Styles/70's Disco 2.mid,Variation 1,BASS,CV1-CV4,1.0,True,1.0,3.0,1,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,-2.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC1,CV1-CV3,1.0,True,0.9565217391304348,1.0,6,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC1,CV1-CV4,1.0,True,0.9130434782608695,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC2,CV1-CV3,1.0,True,1.0,0.0,6,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC2,CV1-CV4,1.0,True,1.0,0.0,2,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 1,ACC3,CV1-CV4,1.0,True,1.0,0.0,3,True
Factory Styles/70's Disco 2.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,1.0,-7,True
Factory Styles/70's Disco 2.mid,Variation 2,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC2,CV1-CV2,0.8888888888888888,False,1.0421052631578946,-1.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC2,CV1-CV3,0.8888888888888888,False,1.0421052631578946,-1.0,3,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.0,2.0,1,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC3,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC4,CV1-CV2,1.0,True,1.0,17.0,0,True
Factory Styles/70's Disco 2.mid,Variation 2,ACC4,CV1-CV3,1.0,True,1.0,2.5,-2,True
Factory Styles/70's Disco 2.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/70's Disco 2.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,6,True
Factory Styles/70's Disco 2.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/70's Disco 2.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,5,True
Factory Styles/70's Disco 2.mid,Variation 3,ACC4,CV1-CV2,1.0,True,1.0,10.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,0.0,2,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC1,CV1-CV3,1.0,True,1.0,0.0,6,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,-3.0,4,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC2,CV1-CV3,1.0,True,1.0,-3.0,4,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC3,CV1-CV3,0.875,False,1.0,0.0,-4,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC4,CV1-CV2,1.0,True,1.1428571428571428,1.5,0,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC4,CV1-CV3,1.0,True,1.1785714285714286,1.5,-2,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC5,CV1-CV2,1.0,True,1.0,-10.5,0,True
Factory Styles/70's Disco 2.mid,Variation 4,ACC5,CV1-CV3,1.0,True,1.0,-6.5,-2,True
Factory Styles/70's Disco 2.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/70's Disco 2.mid,Intro 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Intro 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/70's Disco 2.mid,Intro 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/70's Disco 2.mid,Fill 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 2,BASS,CV1-CV2,1.0,True,1.0,-3.0,0,True
Factory Styles/70's Disco 2.mid,Fill 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Fill 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.0,-4.0,-4,True
Factory Styles/70's Disco 2.mid,Ending 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/70's Disco 2.mid,Ending 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/70's Disco 2.mid,Ending 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/8 Beat Analog 1.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/8 Beat Analog 1.mid,Intro 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/8 Beat Analog 1.mid,Intro 1,ACC1,CV1-CV2,0.4,False,0.4166666666666667,-2.5,-6,True
Factory Styles/8 Beat Analog 1.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,-5,True
Factory Styles/8 Beat Analog 1.mid,Intro 1,ACC5,CV1-CV2,0.3333333333333333,False,0.625,2.0,-2,True
Factory Styles/8 Beat Analog 1.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/8 Beat Analog 1.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/8 Beat Analog 1.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.0,2.0,0,True
Factory Styles/8 Beat Analog 1.mid,Ending 1,ACC1,CV1-CV2,0.5555555555555556,False,0.7,7.0,4,True
