file,element,role,pair,rhythm_jaccard,same_rhythm_mask,density_ratio,velocity_p50_delta,register_width_delta,sound_same
Factory Styles/Army Band.mid,Variation 3,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Variation 3,ACC1,CV1-CV2,0.38461538461538464,False,1.3333333333333333,14.5,-2,True
Factory Styles/Army Band.mid,Variation 3,ACC1,CV1-CV3,0.7142857142857143,False,0.8666666666666667,11.5,-5,True
Factory Styles/Army Band.mid,Variation 3,ACC2,CV1-CV2,0.8,False,1.4024390243902438,0.0,-4,True
Factory Styles/Army Band.mid,Variation 3,ACC2,CV1-CV3,0.9,False,1.0365853658536586,0.0,0,True
Factory Styles/Army Band.mid,Variation 3,ACC3,CV1-CV2,0.8181818181818182,False,1.0,9.5,2,True
Factory Styles/Army Band.mid,Variation 3,ACC3,CV1-CV3,1.0,True,0.8897058823529411,1.0,0,True
Factory Styles/Army Band.mid,Variation 3,ACC4,CV1-CV2,0.3333333333333333,False,1.75,46.5,1,True
Factory Styles/Army Band.mid,Variation 3,ACC4,CV1-CV3,0.6666666666666666,False,1.4166666666666667,13.0,0,True
Factory Styles/Army Band.mid,Variation 3,ACC5,CV1-CV2,0.4,False,2.909090909090909,-21.0,5,True
Factory Styles/Army Band.mid,Variation 3,ACC5,CV1-CV3,1.0,True,1.0,0.0,4,True
Factory Styles/Army Band.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,1.0,0,True
Factory Styles/Army Band.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0434782608695652,-0.5,0,True
Factory Styles/Army Band.mid,Variation 4,BASS,CV1-CV3,0.75,False,1.0869565217391304,-9.0,0,True
Factory Styles/Army Band.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,-2.5,-7,True
Factory Styles/Army Band.mid,Variation 4,ACC1,CV1-CV3,0.875,False,0.8333333333333334,0.0,-5,True
Factory Styles/Army Band.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,ACC2,CV1-CV3,1.0,True,0.7931034482758621,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,ACC3,CV1-CV2,0.75,False,1.10752688172043,0.0,-4,True
Factory Styles/Army Band.mid,Variation 4,ACC3,CV1-CV3,1.0,True,0.946236559139785,0.0,0,True
Factory Styles/Army Band.mid,Variation 4,ACC4,CV1-CV2,1.0,True,1.119047619047619,-13.0,3,True
Factory Styles/Army Band.mid,Variation 4,ACC4,CV1-CV3,1.0,True,0.9761904761904762,-10.0,3,True
Factory Styles/Army Band.mid,Variation 4,ACC5,CV1-CV2,1.0,True,2.0,-8.0,0,True
Factory Styles/Army Band.mid,Variation 4,ACC5,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Intro 1,DRUM,CV1-CV2,0.4375,False,1.0245098039215688,-0.5,0,True
Factory Styles/Army Band.mid,Intro 1,PERC,CV1-CV2,0.6923076923076923,False,0.35714285714285715,0.0,0,True
Factory Styles/Army Band.mid,Intro 1,BASS,CV1-CV2,0.8,False,1.1749999999999998,-7.0,-2,True
Factory Styles/Army Band.mid,Intro 1,ACC1,CV1-CV2,1.0,True,1.0,0.5,-3,True
Factory Styles/Army Band.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.0864197530864197,-1.0,-3,True
Factory Styles/Army Band.mid,Intro 1,ACC3,CV1-CV2,0.30303030303030304,False,0.9743589743589743,-11.0,0,True
Factory Styles/Army Band.mid,Intro 1,ACC4,CV1-CV2,0.1875,False,0.826086956521739,8.5,0,True
Factory Styles/Army Band.mid,Intro 1,ACC5,CV1-CV2,0.19230769230769232,False,0.95,23.5,0,True
Factory Styles/Army Band.mid,Fill 1,DRUM,CV1-CV2,0.7272727272727273,False,1.0555555555555556,4.5,0,True
Factory Styles/Army Band.mid,Fill 1,BASS,CV1-CV2,0.5,False,2.0,8.0,7,True
Factory Styles/Army Band.mid,Fill 1,ACC1,CV1-CV2,0.4,False,1.3333333333333333,12.0,-4,True
Factory Styles/Army Band.mid,Fill 1,ACC2,CV1-CV2,0.5,False,0.7142857142857143,0.0,0,True
Factory Styles/Army Band.mid,Fill 1,ACC3,CV1-CV2,0.5,False,2.0,18.5,4,True
Factory Styles/Army Band.mid,Fill 1,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Fill 1,ACC5,CV1-CV2,0.3333333333333333,False,1.0,0.0,4,True
Factory Styles/Army Band.mid,Fill 2,DRUM,CV1-CV2,0.875,False,0.9565217391304348,-1.5,0,True
Factory Styles/Army Band.mid,Fill 2,PERC,CV1-CV2,0.5,False,0.5,0.0,0,True
Factory Styles/Army Band.mid,Fill 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Fill 2,ACC1,CV1-CV2,0.125,False,1.25,0.0,0,True
Factory Styles/Army Band.mid,Fill 2,ACC2,CV1-CV2,0.5,False,0.5357142857142857,-14.0,-4,True
Factory Styles/Army Band.mid,Fill 2,ACC3,CV1-CV2,0.4,False,1.0666666666666667,-0.5,-10,True
Factory Styles/Army Band.mid,Fill 2,ACC4,CV1-CV2,0.5333333333333333,False,1.1818181818181819,-7.0,-4,True
Factory Styles/Army Band.mid,Fill 2,ACC5,CV1-CV2,0.4,False,2.5,-22.5,5,True
Factory Styles/Army Band.mid,Break,DRUM,CV1-CV2,0.8888888888888888,False,1.0833333333333333,3.0,0,True
Factory Styles/Army Band.mid,Break,PERC,CV1-CV2,1.0,True,0.9090909090909091,-2.0,0,True
Factory Styles/Army Band.mid,Break,BASS,CV1-CV2,0.5,False,2.0,0.0,0,True
Factory Styles/Army Band.mid,Break,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Army Band.mid,Break,ACC3,CV1-CV2,1.0,True,1.0,0.0,-2,True
Factory Styles/Army Band.mid,Break,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Army Band.mid,Ending 1,BASS,CV1-CV2,1.0,True,0.9655172413793103,0.0,0,True
Factory Styles/Army Band.mid,Ending 1,ACC1,CV1-CV2,0.7692307692307693,False,0.7413793103448275,2.5,-5,True
Factory Styles/Army Band.mid,Ending 1,ACC2,CV1-CV2,0.8888888888888888,False,1.0,-1.0,-5,True
Factory Styles/Army Band.mid,Ending 1,ACC3,CV1-CV2,0.4827586206896552,False,1.0,3.0,-1,True
Factory Styles/Army Band.mid,Ending 1,ACC4,CV1-CV2,0.6451612903225806,False,0.860759493670886,-6.0,-7,True
Factory Styles/Army Band.mid,Ending 1,ACC5,CV1-CV2,0.2962962962962963,False,1.0238095238095237,46.5,3,True
Factory Styles/Ballad 6_8 1.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 1,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.05,1.0,-1,True
Factory Styles/Ballad 6_8 1.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,-2,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,0.0,-2,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Ballad 6_8 1.mid,Variation 4,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,DRUM,CV1-CV2,0.2916666666666667,False,0.7272727272727273,-4.0,8,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,PERC,CV1-CV2,1.0,True,0.25,-56.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,BASS,CV1-CV2,0.2857142857142857,False,0.5454545454545454,8.0,4,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,ACC1,CV1-CV2,0.21052631578947367,False,0.4516129032258064,2.0,-7,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,ACC2,CV1-CV2,0.4,False,0.6122448979591836,0.0,-1,True
Factory Styles/Ballad 6_8 1.mid,Intro 1,ACC3,CV1-CV2,0.25,False,0.6666666666666666,-5.0,-6,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,ACC2,CV1-CV2,1.0,True,0.9166666666666666,0.0,0,True
Factory Styles/Ballad 6_8 1.mid,Intro 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,DRUM,CV1-CV2,0.5333333333333333,False,0.48888888888888893,-1.0,0,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,PERC,CV1-CV2,0.5,False,0.4,0.0,-27,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,BASS,CV1-CV2,0.4444444444444444,False,0.8333333333333334,-1.0,0,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,ACC1,CV1-CV2,0.18181818181818182,False,0.4411764705882353,9.0,-5,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,ACC2,CV1-CV2,0.2222222222222222,False,0.4629629629629629,-5.0,1,True
Factory Styles/Ballad 6_8 1.mid,Ending 1,ACC3,CV1-CV2,0.16666666666666666,False,0.6666666666666666,1.0,-5,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.3499999999999999,-1.0,-10,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.512820512820513,-1.5,0,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,BASS,CV1-CV2,1.0,True,1.4705882352941178,-6.0,0,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,ACC1,CV1-CV2,0.4444444444444444,False,2.916666666666667,-10.0,12,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.4615384615384615,0.0,0,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,ACC3,CV1-CV2,0.5,False,1.2777777777777777,-10.5,-7,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,ACC4,CV1-CV2,0.9090909090909091,False,1.5154639175257731,-4.0,0,True
Factory Styles/Ballad 6_8 2.mid,Intro 1,ACC5,CV1-CV2,0.6153846153846154,False,2.6785714285714284,-9.0,4,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,DRUM,CV1-CV2,0.9230769230769231,False,1.6363636363636365,1.0,5,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,PERC,CV1-CV2,0.8461538461538461,False,1.8571428571428572,5.0,25,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.411764705882353,12.0,20,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,ACC1,CV1-CV2,0.6,False,2.3076923076923075,-22.0,-1,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,ACC2,CV1-CV2,0.9230769230769231,False,1.5,32.0,0,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,ACC3,CV1-CV2,0.5714285714285714,False,1.2195121951219512,-15.0,-7,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,ACC4,CV1-CV2,0.7692307692307693,False,1.4615384615384615,-3.0,0,True
Factory Styles/Ballad 6_8 2.mid,Ending 1,ACC5,CV1-CV2,0.6,False,2.238095238095238,-4.0,19,True
Factory Styles/Bar Country.mid,Variation 3,DRUM,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,DRUM,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC1,CV1-CV2,0.95,False,1.0,0.0,1,True
Factory Styles/Bar Country.mid,Variation 3,ACC1,CV1-CV3,0.95,False,0.9454545454545454,0.0,3,True
Factory Styles/Bar Country.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC3,CV1-CV2,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC3,CV1-CV3,0.8888888888888888,False,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC4,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 3,ACC5,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Bar Country.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,-4.0,-2,True
Factory Styles/Bar Country.mid,Variation 4,ACC1,CV1-CV2,1.0,True,0.975609756097561,0.0,3,True
Factory Styles/Bar Country.mid,Variation 4,ACC1,CV1-CV3,1.0,True,0.967479674796748,0.0,3,True
Factory Styles/Bar Country.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Bar Country.mid,Variation 4,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,ACC4,CV1-CV2,0.3,False,1.21875,0.0,1,True
Factory Styles/Bar Country.mid,Variation 4,ACC4,CV1-CV3,0.3,False,1.21875,0.0,2,True
Factory Styles/Bar Country.mid,Variation 4,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Variation 4,ACC5,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,BASS,CV1-CV2,0.6666666666666666,False,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,ACC1,CV1-CV2,0.7777777777777778,False,1.0,0.0,-1,True
Factory Styles/Bar Country.mid,Intro 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,1,True
Factory Styles/Bar Country.mid,Intro 1,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Intro 1,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 2,DRUM,CV1-CV2,0.6,False,0.8095238095238095,0.0,0,True
Factory Styles/Bar Country.mid,Fill 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 2,BASS,CV1-CV2,1.0,True,1.0,-1.5,-8,True
Factory Styles/Bar Country.mid,Fill 2,ACC1,CV1-CV2,1.0,True,1.2941176470588236,-6.0,-1,True
Factory Styles/Bar Country.mid,Fill 2,ACC2,CV1-CV2,1.0,True,1.0,16.0,0,True
Factory Styles/Bar Country.mid,Fill 2,ACC3,CV1-CV2,0.6,False,1.6666666666666667,0.0,12,True
Factory Styles/Bar Country.mid,Fill 2,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 2,ACC5,CV1-CV2,1.0,True,0.9090909090909091,4.5,0,True
Factory Styles/Bar Country.mid,Ending 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Ending 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Ending 1,BASS,CV1-CV2,1.0,True,1.0,1.0,0,True
Factory Styles/Bar Country.mid,Ending 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,3,True
Factory Styles/Bar Country.mid,Ending 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Ending 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Ending 1,ACC4,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Ending 1,ACC5,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Bar Country.mid,Fill 1,ACC3,CV1-CV2,0.375,False,0.7,5.0,-8,True
Factory Styles/Bar Country.mid,Fill 1,ACC5,CV1-CV2,1.0,True,1.0,2.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,DRUM,CV1-CV2,1.0,True,1.0151515151515151,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,BASS,CV1-CV2,0.875,False,1.0434782608695652,0.0,56,True
Factory Styles/Barry Dance.mid,Variation 1,BASS,CV1-CV3,0.875,False,1.0,0.0,58,True
Factory Styles/Barry Dance.mid,Variation 1,ACC1,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Barry Dance.mid,Variation 1,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 1,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,DRUM,CV1-CV2,1.0,True,1.0151515151515151,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,DRUM,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,BASS,CV1-CV2,0.875,False,1.0434782608695652,0.0,56,True
Factory Styles/Barry Dance.mid,Variation 2,BASS,CV1-CV3,0.875,False,1.0,0.0,58,True
Factory Styles/Barry Dance.mid,Variation 2,ACC1,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Barry Dance.mid,Variation 2,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 2,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,DRUM,CV1-CV2,1.0,True,1.0434782608695652,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,DRUM,CV1-CV3,1.0,True,1.0434782608695652,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC1,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Barry Dance.mid,Variation 3,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 3,ACC4,CV1-CV2,1.0,True,1.0,0.0,-1,True
Factory Styles/Barry Dance.mid,Variation 3,ACC4,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,DRUM,CV1-CV2,1.0,True,1.1839080459770115,1.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,DRUM,CV1-CV3,1.0,True,1.206896551724138,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,PERC,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,BASS,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,BASS,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC1,CV1-CV2,1.0,True,1.0,0.0,2,True
Factory Styles/Barry Dance.mid,Variation 4,ACC1,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC2,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC2,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC3,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC3,CV1-CV3,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Variation 4,ACC4,CV1-CV2,0.2857142857142857,False,1.2777777777777777,-7.0,8,True
Factory Styles/Barry Dance.mid,Variation 4,ACC4,CV1-CV3,0.5,False,1.1666666666666667,-1.0,6,True
Factory Styles/Barry Dance.mid,Intro 1,DRUM,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Intro 1,PERC,CV1-CV2,1.0,True,1.0,0.0,0,True
Factory Styles/Barry Dance.mid,Intro 1,BASS,CV1-CV2,0.38461538461538464,False,0.4642857142857143,21.5,73,True
Factory Styles/Barry Dance.mid,Intro 1,ACC1,CV1-CV2,0.5384615384615384,False,1.1296296296296295,11.0,5,True
Factory Styles/Barry Dance.mid,Intro 1,ACC2,CV1-CV2,0.6666666666666666,False,2.0408163265306123,-19.0,-7,True
Factory Styles/Barry Dance.mid,Intro 1,ACC4,CV1-CV2,1.0,True,1.0,-1.0,0,True
