file,cv,transition,active_roles_delta,added_roles,removed_roles,notes_per_bar_delta,velocity_p50_delta,fine_subdivision_delta,polyphony_delta
Factory Styles/Broadway.mid,2,V2->V3,0,[],[],14.25,0.0,-0.0593614620962426,-0.13655884574818766
Factory Styles/Broadway.mid,2,V3->V4,0,[],[],19.5,12.0,0.13549932189950875,0.16833824838403877
Factory Styles/Caribbean.mid,1,V1->V2,1,"[""ACC3""]",[],75.0,-10.0,0.016666800000000002,0.12109103333333326
Factory Styles/Caribbean.mid,1,V2->V3,0,[],[],11.5,-0.5,0.12574737956656346,-0.07179797863777093
Factory Styles/Caribbean.mid,1,V3->V4,0,[],[],-5.0,-6.0,-0.011424594902026713,-0.17512850730472085
Factory Styles/Classic Beat.mid,1,V1->V2,-2,"[""ACC1""]","[""ACC2"",""BASS"",""PERC""]",-206.5,-14.0,-0.29977835131347363,0.5719641519457661
Factory Styles/Classic Beat.mid,1,V2->V3,0,"[""ACC3""]","[""ACC1""]",-30.25,5.0,-0.3985257712022367,-0.34446006834420584
Factory Styles/Classic Beat.mid,1,V3->V4,0,[],[],2.5,-11.0,-0.0044688519097609986,0.20626773434591605
Factory Styles/Classic Beat.mid,2,V1->V2,-2,"[""ACC1""]","[""ACC2"",""BASS"",""PERC""]",-207.5,-8.0,-0.31027388921358523,0.5708681739073964
Factory Styles/Classic Beat.mid,2,V2->V3,0,"[""ACC3""]","[""ACC1""]",-29.5,-5.5,-0.3913325831820932,-0.3633546581972167
Factory Styles/Classic Beat.mid,2,V3->V4,0,[],[],2.5,-6.5,-0.004246949632144871,0.2205424335031123
Factory Styles/Classic Funk.mid,1,V1->V2,2,"[""ACC5"",""PERC""]",[],16.0,0.0,-0.009075794399149238,-0.08071605813541316
Factory Styles/Classic Funk.mid,1,V2->V3,3,"[""ACC2"",""ACC3"",""ACC4""]",[],52.5,0.0,-0.0019445355722492261,-0.02459428899690641
Factory Styles/Classic Funk.mid,1,V3->V4,0,[],[],38.75,-4.0,-0.0032669557428872493,0.29410139383561607
Factory Styles/ClassicSchlager1.mid,1,V1->V2,3,"[""ACC3"",""ACC4"",""ACC5""]",[],2.375,0.0,-0.03312193528280183,0.005296924912145062
Factory Styles/ClassicSchlager1.mid,1,V2->V3,-1,[],"[""ACC3""]",0.75,0.0,0.004961131504055749,-0.02785684518102549
Factory Styles/ClassicSchlager1.mid,1,V3->V4,0,"[""ACC3""]","[""ACC4""]",3.875,1.0,-0.03283571171828936,0.04782670485711349
Factory Styles/ClassicSchlager1.mid,2,V1->V2,3,"[""ACC3"",""ACC4"",""ACC5""]",[],2.375,0.0,-0.03312193528280183,0.005296924912145062
Factory Styles/ClassicSchlager1.mid,2,V2->V3,0,[],[],1.25,0.0,0.005978025803078046,-0.03123433036185652
Factory Styles/ClassicSchlager1.mid,2,V3->V4,-2,[],"[""ACC4"",""ACC5""]",2.375,1.0,-0.023597125914044503,0.0528264565740435
Factory Styles/ClassicSchlager1.mid,3,V1->V2,3,"[""ACC3"",""ACC4"",""ACC5""]",[],2.375,0.0,-0.03312193528280183,0.005296924912145062
Factory Styles/ClassicSchlager1.mid,3,V2->V3,0,[],[],1.25,0.0,0.005978025803078046,-0.03123433036185652
Factory Styles/ClassicSchlager2.mid,1,V1->V2,1,"[""ACC3""]",[],9.625,3.0,0.0,0.1546808767507004
Factory Styles/ClassicSchlager2.mid,1,V2->V3,1,"[""ACC4""]",[],22.75,0.0,0.0,0.30789144421404924
Factory Styles/ClassicSchlager2.mid,1,V3->V4,0,[],[],21.25,4.0,0.0,0.10366227041143428
Factory Styles/ClassicSchlager2.mid,2,V1->V2,1,"[""ACC3""]",[],9.625,3.0,0.0,0.1546808767507004
Factory Styles/ClassicSchlager2.mid,2,V2->V3,1,"[""ACC4""]",[],22.5,0.0,0.0,0.30768930707478503
Factory Styles/ClassicSchlager2.mid,2,V3->V4,0,[],[],21.5,4.0,0.0,0.10386440755069848
Factory Styles/ClassicSchlager2.mid,3,V1->V2,1,"[""ACC3""]",[],9.625,3.0,0.0,0.1546808767507004
Factory Styles/ClassicSchlager2.mid,3,V2->V3,1,"[""ACC4""]",[],22.5,0.0,0.0,0.30768930707478503
Factory Styles/ClassicSchlager2.mid,3,V3->V4,0,[],[],22.75,4.0,0.0,0.10317750284250615
Factory Styles/ClassicSchlager3.mid,1,V1->V2,1,"[""ACC3""]",[],13.125,4.0,0.0349299098916675,-0.040182738685835995
Factory Styles/ClassicSchlager3.mid,1,V2->V3,0,[],[],18.625,0.0,0.020577882441704193,0.10038781293471355
Factory Styles/ClassicSchlager3.mid,1,V3->V4,0,[],[],12.25,0.0,0.030800788432267884,-0.007718803189729506
Factory Styles/ClassicSchlager3.mid,2,V1->V2,1,"[""ACC3""]",[],13.125,4.0,0.03665052951301004,-0.040182738685835995
Factory Styles/ClassicSchlager3.mid,2,V2->V3,0,[],[],18.625,0.0,0.018857262820361653,0.10038781293471355
Factory Styles/ClassicSchlager3.mid,2,V3->V4,0,[],[],12.25,0.0,0.030800788432267884,-0.007718803189729506
Factory Styles/Club House.mid,1,V1->V2,2,"[""ACC3"",""ACC5""]",[],28.0,-27.0,-0.04613297150610584,0.21455223880597019
Factory Styles/Club House.mid,1,V2->V3,2,"[""ACC1"",""PERC""]",[],49.5,0.0,0.16004279625966555,1.4450875202301743
Factory Styles/Club House.mid,1,V3->V4,1,"[""ACC4""]",[],10.25,0.0,0.01770121838560676,-0.3497717429503533
Factory Styles/Color Ballad.mid,1,V1->V2,1,"[""ACC2""]",[],5.25,-1.0,0.0031385652173913092,0.0728448816425118
Factory Styles/Color Ballad.mid,1,V2->V3,0,[],[],6.375,3.0,0.07308961471861472,-0.16184528066378046
Factory Styles/Color Ballad.mid,1,V3->V4,0,[],[],4.375,2.0,-0.10412147186147186,0.19333584415584393
Factory Styles/Color Ballad.mid,2,V1->V2,1,"[""ACC2""]",[],5.25,-1.0,0.0031385652173913092,0.0728448816425118
Factory Styles/Color Ballad.mid,2,V2->V3,0,[],[],6.375,3.0,0.07308961471861472,-0.16184528066378046
Factory Styles/Color Ballad.mid,2,V3->V4,0,[],[],4.375,2.0,-0.10412147186147186,0.19333584415584393
Factory Styles/Country 16 Beat.mid,1,V1->V2,3,"[""ACC1"",""BASS"",""PERC""]",[],7.25,0.0,-0.004546015831134564,-0.012864529212212483
Factory Styles/Country 16 Beat.mid,1,V2->V3,1,"[""ACC4""]",[],25.75,-1.0,0.011812613341507988,0.0213148291529357
Factory Styles/Country 16 Beat.mid,1,V3->V4,1,"[""ACC5""]",[],86.25,3.0,-0.018977141645802692,0.07921500529334136
Factory Styles/Country 16 Beat.mid,2,V3->V4,1,"[""ACC5""]",[],86.0,3.0,-0.002650163530772409,0.08254030236404564
Factory Styles/Country 3_4.mid,1,V1->V2,1,"[""ACC3""]",[],1.375,0.0,0.010631932482721984,-0.05314011961722498
Factory Styles/Country 3_4.mid,1,V2->V3,0,[],[],2.625,0.0,0.024985476388599936,0.013290111712086494
Factory Styles/Country 3_4.mid,1,V3->V4,0,[],[],2.75,4.0,0.018496169772256765,-0.010335713595583051
Factory Styles/Country 3_4.mid,2,V1->V2,1,"[""ACC3""]",[],1.25,0.0,0.0033646587081435086,-0.05365166485040618
Factory Styles/Country 3_4.mid,2,V2->V3,0,[],[],2.375,0.0,0.03046695512405606,0.0037854800431498248
Factory Styles/Country 3_4.mid,2,V3->V4,0,[],[],2.375,3.0,0.009325175227686722,-0.017411070127504313
Factory Styles/Country 3_4.mid,3,V1->V2,1,"[""ACC3""]",[],1.125,0.0,0.0010928962170234646,-0.052338856893977104
Factory Styles/Country 3_4.mid,3,V2->V3,0,[],[],2.5,0.0,0.032738717615176105,0.002472672086720751
Factory Styles/Country 3_4.mid,3,V3->V4,0,[],[],2.375,3.0,0.009325175227686722,-0.017411070127504313
Factory Styles/Country 8 Beat.mid,1,V1->V2,3,"[""ACC3"",""ACC5"",""PERC""]",[],23.25,6.0,0.0024226897798225178,0.00981597190272776
Factory Styles/Country 8 Beat.mid,1,V2->V3,0,[],[],25.75,0.0,-0.08798207450980389,0.3571637721568628
Factory Styles/Country 8 Beat.mid,1,V3->V4,0,[],[],14.25,0.0,0.04440779074074072,-0.17600534759259268
Factory Styles/Country 8 Beat.mid,2,V3->V4,0,[],[],14.0,0.0,0.04462751962877032,-0.17467618549110608
Factory Styles/Country Ballad 1.mid,1,V1->V2,1,"[""ACC5""]",[],3.25,0.0,0.0,0.10604044712224514
Factory Styles/Country Ballad 1.mid,1,V2->V3,2,"[""ACC3"",""ACC4""]",[],4.5,0.0,0.0,-0.019510065632092344
Factory Styles/Country Ballad 1.mid,1,V3->V4,1,"[""ACC1""]",[],12.25,17.0,0.05914021505376344,0.12659318617063042
Factory Styles/Country Ballad 1.mid,2,V1->V2,1,"[""ACC5""]",[],2.75,0.0,0.0,0.10648152140672784
Factory Styles/Country Ballad 1.mid,2,V2->V3,2,"[""ACC3"",""ACC4""]",[],3.5,0.0,0.0,0.03888968905472634
Factory Styles/Country Ballad 1.mid,2,V3->V4,1,"[""ACC1""]",[],13.0,18.0,0.05914021505376344,0.06924635933237044
Factory Styles/Country Beat 1.mid,1,V1->V2,1,"[""BASS""]",[],12.0,-4.0,0.06588711050102955,0.1609772409059711
Factory Styles/Country Beat 1.mid,1,V2->V3,1,"[""ACC3""]",[],11.25,2.0,-0.028253723404255332,-0.06449917638984215
Factory Styles/Country Beat 1.mid,1,V3->V4,1,"[""ACC4""]",[],4.5,-3.0,0.013757352941176443,-0.021961095825426824
Factory Styles/Country Beat 1.mid,2,V1->V2,1,"[""BASS""]",[],12.0,-4.0,0.06588711050102955,0.1609772409059711
Factory Styles/Country Beat 1.mid,2,V2->V3,1,"[""ACC3""]",[],11.25,2.0,-0.028253723404255332,-0.06449917638984215
Factory Styles/Country Beat 1.mid,2,V3->V4,1,"[""ACC4""]",[],4.25,-3.0,0.007309794745484405,-0.01521466073414901
Factory Styles/Country Beat 2.mid,1,V1->V2,1,"[""ACC3""]",[],16.625,-6.0,0.0750365272062462,0.017674993664546612
Factory Styles/Country Beat 2.mid,1,V2->V3,0,[],[],14.625,6.0,0.10929600916338567,-0.07172342870353487
Factory Styles/Country Beat 2.mid,1,V3->V4,0,[],[],0.25,0.0,0.03868569414827949,0.012140511324100212
Factory Styles/Country Beat 2.mid,2,V1->V2,1,"[""ACC3""]",[],16.625,-6.0,0.07423374262372234,0.017674993664546612
Factory Styles/Country Beat 2.mid,2,V2->V3,0,[],[],14.375,6.0,0.10193231992858298,-0.07114586266281453
Factory Styles/Country Beat 2.mid,2,V3->V4,0,[],[],0.5,0.0,0.027239689762733277,0.011562945283379866
Factory Styles/Country Beat 2.mid,3,V1->V2,1,"[""ACC3""]",[],16.625,-6.0,0.07303923889406652,0.001888466317776727
Factory Styles/Country Beat 2.mid,3,V2->V3,0,[],[],14.125,6.0,0.10071126035126032,-0.054062866642866636
Factory Styles/Country Beat 2.mid,3,V3->V4,0,[],[],0.5,0.0,0.03397413420717771,0.011562945283379866
Factory Styles/Country Boogie.mid,1,V1->V2,2,"[""ACC4"",""PERC""]",[],48.0,3.0,0.3266458830001834,0.41469527086007707
Factory Styles/Country Boogie.mid,1,V2->V3,2,"[""ACC1"",""ACC3""]",[],30.75,-4.0,-0.12125435540069684,0.3519798780487806
Factory Styles/Country Boogie.mid,1,V3->V4,1,"[""ACC5""]",[],40.375,-5.0,-0.10248626720440435,0.7682026762051084
Factory Styles/Country Boogie.mid,2,V1->V2,2,"[""ACC4"",""PERC""]",[],48.0,0.0,0.32552327397688224,0.36803622201395414
Factory Styles/Country Boogie.mid,2,V2->V3,2,"[""ACC1"",""ACC3""]",[],29.875,-4.0,-0.11543256936683538,0.3368835023921042
Factory Styles/Country Boogie.mid,2,V3->V4,1,"[""ACC5""]",[],40.5,-3.0,-0.10248216206670957,0.7779027131573488
Factory Styles/Country Pop.mid,1,V1->V2,1,"[""ACC3""]",[],5.5,0.0,-0.003593205574912897,-0.01712231761759586
Factory Styles/Country Pop.mid,1,V2->V3,1,"[""ACC4""]",[],-0.375,0.0,0.0002244500972617136,-0.001563147663225184
Factory Styles/Country Pop.mid,1,V3->V4,1,"[""ACC5""]",[],16.0,0.0,-0.007636396177824623,0.07602747554795442
Factory Styles/Country Pop.mid,2,V1->V2,1,"[""ACC3""]",[],5.5,0.0,-0.003593205574912897,-0.01712231761759586
Factory Styles/Country Pop.mid,2,V2->V3,1,"[""ACC4""]",[],-0.375,0.0,0.0002244500972617136,-0.001563147663225184
Factory Styles/Country Pop.mid,2,V3->V4,1,"[""ACC5""]",[],16.0,0.0,-0.007636396177824623,0.07602747554795442
Factory Styles/Country Pop.mid,3,V2->V3,1,"[""ACC4""]",[],-0.375,0.0,0.0002244500972617136,-0.001563147663225184
Factory Styles/Country Pop.mid,3,V3->V4,1,"[""ACC5""]",[],16.0,0.0,-0.007636396177824623,0.07602747554795442
Factory Styles/Country QuikStep.mid,1,V1->V2,-2,"[""ACC1"",""ACC5"",""PERC""]","[""ACC2"",""ACC3"",""ACC4"",""BASS"",""DRUM""]",-300.75,-18.0,0.007376987802381496,0.002136992720776165
Factory Styles/Country QuikStep.mid,2,V1->V2,-2,"[""ACC1"",""ACC5"",""PERC""]","[""ACC2"",""ACC3"",""ACC4"",""BASS"",""DRUM""]",-260.5,-16.0,-0.03711566725486637,0.07116043569518182
Factory Styles/Country QuikStep.mid,3,V1->V2,-2,"[""ACC1"",""ACC5"",""PERC""]","[""ACC2"",""ACC3"",""ACC4"",""BASS"",""DRUM""]",-176.0,-16.0,0.047439344310092,0.4508485549067407
Factory Styles/Country Schlager.mid,1,V1->V2,3,"[""ACC4"",""ACC5"",""PERC""]",[],11.5,-1.0,0.0,0.3491298701298702
Factory Styles/Country Schlager.mid,1,V2->V3,0,[],[],7.0,0.0,0.22807017543859648,0.22757894736842088
Factory Styles/Country Schlager.mid,1,V3->V4,0,[],[],8.0,0.0,-0.028070175438596467,-0.05619433198380541
Factory Styles/Country Strum.mid,1,V1->V2,0,[],[],28.5,-1.0,-0.03227945234547834,0.08759216939816694
Factory Styles/Country Strum.mid,1,V2->V3,2,"[""ACC4"",""PERC""]",[],12.5,1.0,-0.006717686475048494,-0.02548782443677533
Factory Styles/Country Strum.mid,1,V3->V4,0,[],[],25.25,1.0,0.05856565198273104,-0.006483421867147898
Factory Styles/Country Strum.mid,2,V1->V2,0,[],[],29.25,-1.0,-0.032740982286634454,0.09054177133655394
Factory Styles/Country Strum.mid,2,V2->V3,2,"[""ACC4"",""PERC""]",[],12.5,1.0,-0.006602099425628838,-0.025677708457120252
Factory Styles/Country Strum.mid,2,V3->V4,0,[],[],25.25,2.0,0.05826932203771461,-0.010235656065296972
Factory Styles/Country Strum.mid,3,V1->V2,0,[],[],31.0,-1.0,-0.14061749629629627,0.1819148592592592
Factory Styles/Country Strum.mid,3,V2->V3,2,"[""ACC4"",""PERC""]",[],12.5,1.0,-0.006602099425628838,-0.025677708457120252
Factory Styles/Country Strum.mid,3,V3->V4,0,[],[],25.25,2.0,0.05826932203771461,-0.010235656065296972
Factory Styles/CountryShuffle 2.mid,1,V1->V2,0,[],[],7.125,0.0,0.06710485388482901,0.23289243458600084
Factory Styles/CountryShuffle 2.mid,1,V2->V3,0,[],[],6.25,0.0,0.016450909152802673,-0.13238293306842963
Factory Styles/CountryShuffle 2.mid,1,V3->V4,0,[],[],25.875,0.0,0.03195191730034419,-0.13731539817652139
Factory Styles/CountryShuffle 2.mid,2,V1->V2,0,[],[],7.125,0.0,0.06710485388482901,0.2371161306845635
Factory Styles/CountryShuffle 2.mid,2,V2->V3,0,[],[],6.25,0.0,0.016450909152802673,-0.13238293306842963
Factory Styles/CountryShuffle 2.mid,2,V3->V4,0,[],[],25.875,0.0,0.03195191730034419,-0.13731539817652139
Factory Styles/CountryShuffle 2.mid,3,V1->V2,0,[],[],7.125,0.0,0.06710485388482901,0.2371161306845635
Factory Styles/Dance Fever.mid,1,V1->V2,2,"[""ACC1"",""ACC2""]",[],15.25,-7.0,0.007301179691868651,0.16394902209753015
Factory Styles/Dance Fever.mid,1,V2->V3,1,"[""ACC5""]",[],53.5,-3.0,0.04350973213575236,0.40521046968250163
Factory Styles/Dance Fever.mid,1,V3->V4,-1,[],"[""ACC3""]",3.5,-3.0,-0.029863848857751313,0.36122670574996363
Factory Styles/Dance Fever.mid,2,V1->V2,2,"[""ACC1"",""ACC2""]",[],-29.125,-8.0,0.000600218099823753,0.15878413680717607
Factory Styles/Dance Fever.mid,2,V2->V3,1,"[""ACC5""]",[],97.375,-3.0,0.04880921543823284,0.3918525956633947
Factory Styles/Dance Fever.mid,2,V3->V4,-1,[],"[""ACC3""]",0.25,-3.0,-0.019642495606602653,0.3279294947593048
Factory Styles/Dance Mix.mid,1,V1->V2,0,[],[],7.875,2.0,0.0,0.05879340993265991
Factory Styles/Dance Mix.mid,1,V2->V3,0,[],[],7.0,0.0,0.0,-0.09031474798804728
Factory Styles/Dance Mix.mid,1,V3->V4,0,[],[],19.375,0.0,0.0,0.4611054274741264
Factory Styles/Dance Mix.mid,2,V1->V2,0,[],[],7.875,2.0,0.0,0.05879340993265991
Factory Styles/Dance Mix.mid,2,V2->V3,0,[],[],7.0,0.0,0.0,-0.09031474798804728
Factory Styles/Dance Mix.mid,2,V3->V4,0,[],[],19.125,0.0,0.0,0.4616570977355223
Factory Styles/Dance Motown.mid,1,V1->V2,-4,"[""ACC3""]","[""ACC1"",""ACC2"",""BASS"",""DRUM"",""PERC""]",-496.0,-2.0,-0.10097401991851507,0.1755356813037574
Factory Styles/Dance Motown.mid,2,V1->V2,-4,"[""ACC3""]","[""ACC1"",""ACC2"",""BASS"",""DRUM"",""PERC""]",-496.5,-2.0,-0.23350401175938484,0.18227819990954308
Factory Styles/Dance Schlager.mid,1,V1->V2,0,[],[],2.0,0.0,0.002756742532005696,0.003176294452347017
Factory Styles/Dance Schlager.mid,1,V2->V3,1,"[""ACC4""]",[],9.75,-4.0,0.006491944529691568,-0.06616774666257474
Factory Styles/Dance Schlager.mid,1,V3->V4,0,[],[],8.0,0.0,-0.018518424178814386,0.012829921399416966
Factory Styles/Dance Schlager.mid,2,V1->V2,0,[],[],2.0,0.0,-0.003822928520625879,0.003176294452347017
Factory Styles/Dance Schlager.mid,2,V2->V3,1,"[""ACC4""]",[],9.5,-5.0,0.031067960526315774,-0.07986274853801145
Factory Styles/Dance Schlager.mid,2,V3->V4,0,[],[],8.25,0.0,-0.03651476912280702,0.026524923274853673
Factory Styles/Desert Shuffle.mid,1,V1->V2,1,"[""BASS""]",[],24.125,4.0,0.012895539488682661,0.02364500586223728
Factory Styles/Desert Shuffle.mid,1,V2->V3,1,"[""ACC4""]",[],5.25,0.0,-0.013008775160228636,-0.0029908778797851365
Factory Styles/Desert Shuffle.mid,1,V3->V4,1,"[""ACC5""]",[],6.375,2.0,-0.05356905344264895,0.11640015305865137
Factory Styles/Desert Shuffle.mid,2,V1->V2,1,"[""BASS""]",[],20.75,2.0,0.043541606162043445,0.009351699405765634
Factory Styles/Desert Shuffle.mid,2,V2->V3,1,"[""ACC4""]",[],5.375,1.0,-0.017364662215925697,0.00030811482329662354
Factory Styles/Desert Shuffle.mid,2,V3->V4,1,"[""ACC5""]",[],9.875,2.0,-0.06130332455144216,0.128240059239912
Factory Styles/Disco Gully.mid,1,V1->V2,0,"[""ACC4""]","[""ACC2""]",12.75,-2.0,0.031053944562899838,-0.04523213976201901
Factory Styles/Disco Gully.mid,1,V2->V3,1,"[""ACC5""]",[],10.5,2.0,0.004431272026961919,0.3572496697159362
Factory Styles/Disco Gully.mid,1,V3->V4,1,"[""ACC2""]",[],-3.75,3.0,0.019629388737014697,-0.32786151995626023
Factory Styles/Disco Gully.mid,2,V1->V2,1,"[""ACC4""]",[],26.0,-2.0,0.04500094730807813,-0.2431902770744756
Factory Styles/Disco Latin.mid,1,V1->V2,1,"[""ACC2""]",[],3.625,0.0,0.0,0.06364770084240767
Factory Styles/Disco Latin.mid,1,V2->V3,2,"[""ACC3"",""ACC4""]",[],4.0,-6.0,0.0,0.08540117194436236
Factory Styles/Disco Latin.mid,1,V3->V4,0,[],[],6.5,-6.0,0.0,0.34409675637104975
Factory Styles/Disco Latin.mid,2,V1->V2,1,"[""ACC2""]",[],3.625,0.0,0.0,0.06364770084240767
Factory Styles/Disco Latin.mid,2,V2->V3,2,"[""ACC3"",""ACC4""]",[],4.0,0.0,0.0,0.08540117194436236
Factory Styles/Disco Latin.mid,2,V3->V4,0,[],[],6.5,0.0,0.0,0.34409675637104975
Factory Styles/Disco Latin.mid,3,V1->V2,1,"[""ACC2""]",[],2.75,0.0,0.0,0.0748704580812447
Factory Styles/Disco Latin.mid,3,V2->V3,2,"[""ACC3"",""ACC4""]",[],4.5,-6.0,0.0,0.062335465714586036
Factory Styles/Disco Latin.mid,3,V3->V4,0,[],[],7.0,-6.0,0.0,0.34894113603322907
Factory Styles/Disco Schlager.mid,1,V1->V2,0,[],[],10.0,-9.5,0.0,-0.14590371621621623
Factory Styles/Disco Schlager.mid,1,V2->V3,1,"[""ACC3""]",[],27.5,8.0,0.0,0.2574723738516842
Factory Styles/Disco Schlager.mid,1,V3->V4,0,[],[],341.5,0.0,0.48758343115124153,-0.02225420503953135
Factory Styles/Disco Schlager.mid,2,V1->V2,0,[],[],12.0,-11.5,0.0,-0.09745065789473673
Factory Styles/Disco Schlager.mid,2,V2->V3,1,"[""ACC3""]",[],25.5,10.0,0.0,0.2090193155302047
Factory Styles/Disco Schlager.mid,2,V3->V4,0,[],[],341.5,0.0,0.48758343115124153,-0.02225420503953135
Factory Styles/Easy Ballad.mid,1,V1->V2,2,"[""ACC1"",""ACC2""]",[],23.0,8.0,0.002448603538790617,0.18978750456931737
Factory Styles/Easy Ballad.mid,1,V2->V3,1,"[""ACC4""]",[],57.75,7.0,-0.01440759418986376,0.8112028338354997
Factory Styles/Easy Ballad.mid,1,V3->V4,1,"[""ACC5""]",[],36.5,-4.0,0.08999773478829354,-0.3933160838807255
Factory Styles/Easy Ballad.mid,2,V1->V2,2,"[""ACC1"",""ACC2""]",[],20.5,5.0,0.005234408441342708,0.14483705591558627
Factory Styles/Easy Ballad.mid,2,V2->V3,1,"[""ACC4""]",[],-18.75,10.0,-0.00012279448393176517,0.8187072680882086
Factory Styles/Easy Ballad.mid,2,V3->V4,1,"[""ACC5""]",[],115.0,-6.0,0.07108624364029664,-0.3449723894539263
Factory Styles/Easy Beat 1.mid,1,V1->V2,1,"[""ACC3""]",[],416.5,-1.0,0.6737338491599896,-0.10460247971051939
Factory Styles/Easy Beat 1.mid,1,V2->V3,-4,"[""ACC4""]","[""ACC2"",""ACC3"",""ACC5"",""BASS"",""DRUM""]",-429.25,3.0,0.03887766027397266,0.17814832876712328
Factory Styles/Easy Beat 1.mid,1,V3->V4,0,"[""ACC5""]","[""ACC4""]",-18.0,-9.5,0.01851999999999998,0.3789499999999999
Factory Styles/Easy Beat 2.mid,1,V1->V2,1,"[""ACC4""]",[],-7.125,-5.0,0.02614313725490196,0.2565606442577031
Factory Styles/Easy Beat 2.mid,1,V2->V3,0,[],[],14.75,2.0,0.003377194848419071,-0.21539785037262127
Factory Styles/Easy Beat 2.mid,1,V3->V4,0,"[""ACC5""]","[""ACC4""]",40.25,1.0,0.007579684760085376,0.12755377802530155
Factory Styles/Easy Listening.mid,1,V1->V2,0,[],[],12.5,0.0,0.12729512415766636,0.3722787822702236
Factory Styles/Easy Listening.mid,1,V2->V3,0,[],[],13.25,1.0,-0.11452022937569678,0.03990281094388681
Factory Styles/Easy Listening.mid,1,V3->V4,0,[],[],12.75,-1.0,0.05596764141726446,0.02915911940390825
Factory Styles/Easy Listening.mid,2,V1->V2,0,[],[],12.5,0.0,0.12729512415766636,0.3722787822702236
Factory Styles/Easy Listening.mid,2,V2->V3,0,[],[],13.25,1.0,-0.11452022937569678,0.03990281094388681
Factory Styles/Easy Listening.mid,2,V3->V4,0,[],[],12.75,-1.0,0.05596764141726446,0.02915911940390825
Factory Styles/Easy Listening.mid,3,V3->V4,0,[],[],12.75,-1.0,0.05596764141726446,0.02915911940390825
Factory Styles/Easy Pop 1.mid,1,V1->V2,1,"[""ACC3""]",[],22.5,-6.0,0.02540008095662507,-0.09274250891265612
Factory Styles/Easy Pop 1.mid,1,V2->V3,1,"[""ACC5""]",[],2.5,-5.0,-0.04822795983231328,0.5506931505946164
Factory Styles/Easy Pop 1.mid,1,V3->V4,0,[],[],-15.875,14.0,0.028103057063751755,-0.26219739703714384
Factory Styles/Easy Pop 2.mid,1,V1->V2,3,"[""ACC1"",""ACC3"",""ACC4""]",[],-16.75,-7.0,-0.037678458284632926,0.3161328602437803
Factory Styles/Easy Pop 2.mid,1,V2->V3,1,"[""ACC5""]",[],20.875,-1.0,-0.09816874434286456,-0.09790733009142194
Factory Styles/Easy Pop 2.mid,1,V3->V4,0,[],[],14.75,3.0,-0.015198330033680402,-0.013170626352772441
Factory Styles/Elektrik Funk.mid,1,V1->V2,0,[],[],10.25,12.0,0.05571628592095747,-0.3077969439074111
Factory Styles/Elektrik Funk.mid,1,V2->V3,1,"[""ACC4""]",[],67.75,-5.0,-0.023751851824103998,0.5537836451042093
Factory Styles/Elektrik Funk.mid,1,V3->V4,1,"[""ACC5""]",[],4.75,1.0,-0.014990463707062807,0.06761530304424745
Factory Styles/Elektro Funk.mid,1,V1->V2,1,"[""ACC1"",""ACC5""]","[""ACC2""]",9.75,-1.0,0.028344857328496398,0.3153166278629056
Factory Styles/Elektro Funk.mid,1,V2->V3,1,"[""ACC2""]",[],30.75,-3.0,-0.021866558838092076,0.05098382406337665
Factory Styles/Elektro Funk.mid,1,V3->V4,1,"[""ACC3""]",[],26.75,10.0,-0.05331650787056269,0.5461254003369802
Factory Styles/Elektro Pop.mid,1,V1->V2,1,"[""ACC2""]",[],43.0,-1.0,0.0,0.13303745040128412
Factory Styles/Elektro Pop.mid,1,V2->V3,1,"[""ACC4""]",[],0.5,0.0,0.07954568181818182,-0.5858908639610387
Factory Styles/Elektro Pop.mid,1,V3->V4,1,"[""ACC5""]",[],66.5,4.0,0.04019570976757869,0.5386134670123566
Factory Styles/English Tango.mid,1,V1->V2,2,"[""ACC3"",""ACC5""]",[],-1.0,1.0,-0.10920404036445572,0.4234219705430915
Factory Styles/English Tango.mid,1,V2->V3,1,"[""ACC4""]",[],16.0,-1.0,0.14460600131704102,-0.5259137577132267
Factory Styles/English Tango.mid,1,V3->V4,-1,[],"[""ACC4""]",-4.5,0.0,0.007398903531587786,0.00989781688919722
Factory Styles/Fashion Funk.mid,1,V1->V2,2,"[""ACC4"",""PERC""]",[],20.0,-6.0,0.021313223001402537,-0.23825018232819062
Factory Styles/Fashion Funk.mid,1,V2->V3,0,"[""ACC2"",""ACC3""]","[""ACC1"",""ACC4""]",21.5,0.5,0.15018034441186057,-0.6864214408602152
Factory Styles/Fashion Funk.mid,1,V3->V4,2,"[""ACC1"",""ACC5""]",[],17.5,-0.5,-0.0627079570381931,0.4206836194563661
Factory Styles/Fashion Funk.mid,2,V1->V2,2,"[""ACC4"",""PERC""]",[],20.0,-7.0,0.02165709106984967,-0.23348523872679028
Factory Styles/Fashion Funk.mid,2,V2->V3,0,"[""ACC2"",""ACC3""]","[""ACC1"",""ACC4""]",22.5,2.5,0.15088176808266357,-0.6668558266360505
Factory Styles/Fashion Funk.mid,2,V3->V4,2,"[""ACC1"",""ACC5""]",[],19.5,-1.0,-0.06722578731343276,0.3975108009950248
Factory Styles/Fashion Funk.mid,3,V1->V2,2,"[""ACC4"",""PERC""]",[],20.0,-6.0,0.021143951542528627,-0.21350781684718445
