file,cv,transition,active_roles_delta,added_roles,removed_roles,notes_per_bar_delta,velocity_p50_delta,fine_subdivision_delta,polyphony_delta
Factory Styles/Fashion Funk.mid,3,V2->V3,0,"[""ACC2"",""ACC3""]","[""ACC1"",""ACC4""]",28.0,4.0,0.155681324383891,-0.6554013464235624
Factory Styles/Fashion Funk.mid,3,V3->V4,2,"[""ACC1"",""ACC5""]",[],19.0,0.0,-0.05052798861480079,0.38340760242161376
Factory Styles/Fast Big Band 1.mid,1,V1->V2,0,[],[],2.75,-2.0,0.06879133829264772,0.04834547739419337
Factory Styles/Fast Big Band 1.mid,1,V2->V3,1,"[""PERC""]",[],-18.5,17.0,0.01151053393450402,-0.06720745609871881
Factory Styles/Fast Big Band 1.mid,1,V3->V4,0,[],[],-4.625,11.0,-0.06295851623668336,0.3674572250032089
Factory Styles/Fast Big Band 1.mid,2,V1->V2,0,[],[],2.75,-2.0,0.06879133829264772,0.04834547739419337
Factory Styles/Fast Big Band 1.mid,2,V2->V3,1,"[""PERC""]",[],-18.5,16.0,0.01151053393450402,-0.09619597650688183
Factory Styles/Fast Big Band 1.mid,2,V3->V4,0,[],[],-2.5,12.0,-0.05577640074211504,0.462548077458256
Factory Styles/Fast Big Band 1.mid,3,V1->V2,0,[],[],2.75,-2.0,0.06879133829264772,0.04834547739419337
Factory Styles/Fast Big Band 1.mid,3,V2->V3,1,"[""PERC""]",[],-18.375,18.0,0.0142559975209538,-0.04970875103293593
Factory Styles/Fast Big Band 1.mid,3,V3->V4,0,[],[],-2.875,8.0,-0.08836649337767666,0.5168535492152402
Factory Styles/Fast Big Band 2.mid,1,V1->V2,2,"[""ACC2"",""ACC4""]",[],12.25,0.0,0.04400446034621586,0.03536445108695663
Factory Styles/Fast Big Band 2.mid,1,V2->V3,1,"[""PERC""]",[],8.75,2.0,-0.3178725207216598,0.3587364347577924
Factory Styles/Fast Big Band 2.mid,1,V3->V4,0,[],[],22.625,8.0,0.22187954419043815,-0.013349053857672821
Factory Styles/Fast Pop.mid,1,V1->V2,0,[],[],25.25,-2.0,0.0042993747846125085,-0.18581304543032484
Factory Styles/Fast Pop.mid,1,V2->V3,0,[],[],7.375,-6.0,-0.025563595882803054,-0.14581892964398246
Factory Styles/Fast Pop.mid,1,V3->V4,1,"[""ACC5""]",[],-8.625,0.0,-0.00787527559055118,0.1105082186598374
Factory Styles/Fast Pop.mid,2,V3->V4,1,"[""ACC5""]",[],-4.875,0.0,-0.007678771593090211,0.13230647760174397
Factory Styles/Folk Ballad 1.mid,1,V1->V2,1,"[""ACC4""]",[],8.0,1.0,0.03137422574094638,0.06348721621339726
Factory Styles/Folk Ballad 1.mid,1,V2->V3,1,"[""ACC5""]",[],35.875,4.0,-0.04038691881487288,0.34255162104757453
Factory Styles/Folk Ballad 1.mid,1,V3->V4,0,[],[],45.0,-7.0,0.013021076481621173,0.030455235876944542
Factory Styles/Folk Ballad 1.mid,2,V1->V2,1,"[""ACC4""]",[],9.5,2.0,0.026377317836926414,0.052120794893411926
Factory Styles/Folk Ballad 1.mid,2,V2->V3,1,"[""ACC5""]",[],35.875,4.0,-0.04038691881487288,0.3449037263107324
Factory Styles/Folk Ballad 1.mid,2,V3->V4,0,[],[],45.0,-7.0,0.013021076481621173,0.030455235876944542
Factory Styles/Folk Ballad 1.mid,3,V3->V4,0,[],[],45.0,-7.0,0.013021076481621173,0.030455235876944542
Factory Styles/Folk Ballad 2.mid,1,V1->V2,1,"[""ACC4""]",[],13.875,0.0,-0.010943800723807781,0.07775098795180724
Factory Styles/Folk Ballad 2.mid,1,V2->V3,1,"[""ACC5""]",[],42.25,-21.0,-0.018426852555978035,0.19005798611111113
Factory Styles/Folk Ballad 2.mid,1,V3->V4,0,[],[],28.0,2.0,-0.01661131535947712,0.2168109844771242
Factory Styles/Folk Ballad 2.mid,2,V1->V2,1,"[""ACC4""]",[],13.875,0.0,-0.010943800723807781,0.07775098795180724
Factory Styles/Folk Ballad 2.mid,2,V2->V3,1,"[""ACC5""]",[],42.25,-21.0,-0.018426852555978035,0.19005798611111113
Factory Styles/Folk Ballad 2.mid,2,V3->V4,0,[],[],28.0,2.0,-0.01661131535947712,0.2168109844771242
Factory Styles/Folk Ballad 2.mid,3,V3->V4,0,[],[],28.0,2.0,-0.01661131535947712,0.2168109844771242
Factory Styles/Folk Beat.mid,1,V1->V2,-1,"[""ACC4""]","[""ACC2"",""ACC5""]",31.5,-2.0,-0.002991589743589743,0.5243564188034191
Factory Styles/Folk Beat.mid,1,V2->V3,2,"[""ACC2"",""ACC5""]",[],28.5,1.0,-0.00133609282700422,0.1657642714486638
Factory Styles/Folk Beat.mid,1,V3->V4,0,[],[],23.0,15.0,0.0010816075502079886,-0.10901508259903725
Factory Styles/Fox Schlager.mid,1,V1->V2,0,[],[],0.0,0.0,-0.0125,-0.013888750000000005
Factory Styles/Fox Schlager.mid,1,V2->V3,0,[],[],14.75,0.0,0.0,0.4148113773690081
Factory Styles/Fox Schlager.mid,1,V3->V4,0,[],[],4.0,0.0,0.0,0.23082936072623017
Factory Styles/Fox Schlager.mid,2,V1->V2,0,[],[],0.75,0.0,0.0,-0.0027419219409281492
Factory Styles/Fox Schlager.mid,2,V2->V3,0,[],[],14.75,0.0,0.0,0.4148113773690081
Factory Styles/Fox Schlager.mid,2,V3->V4,0,[],[],4.0,0.0,0.0,0.23082936072623017
Factory Styles/Fox Shuffle 1.mid,1,V1->V2,3,"[""ACC2"",""ACC3"",""ACC4""]",[],-13.875,-2.0,0.007509761591695474,-0.004001035986159529
Factory Styles/Fox Shuffle 1.mid,1,V2->V3,1,"[""ACC5""]",[],6.5,0.0,-0.002437251621020986,0.5565335620858658
Factory Styles/Fox Shuffle 1.mid,1,V3->V4,0,[],[],6.375,0.0,0.02237616553952959,-0.5989560291609308
Factory Styles/Fox Shuffle 2.mid,1,V1->V2,1,"[""ACC5""]",[],20.5,14.0,-0.0061118990365152115,0.09146604161606353
Factory Styles/Fox Shuffle 2.mid,1,V2->V3,1,"[""ACC4""]",[],11.75,6.5,0.01507546479067523,0.21490423643009837
Factory Styles/Fox Shuffle 2.mid,1,V3->V4,0,[],[],-11.5,-5.0,-0.049918029643385264,0.10895058344509767
Factory Styles/Foxtrot 1.mid,1,V1->V2,2,"[""ACC3"",""ACC5""]",[],7.25,4.5,0.06259595435333898,-0.5772259382924769
Factory Styles/Foxtrot 1.mid,1,V2->V3,-1,[],"[""ACC3""]",-6.25,13.0,-0.10346665475016437,0.05576486686390547
Factory Styles/Foxtrot 1.mid,1,V3->V4,3,"[""ACC3"",""ACC4"",""PERC""]",[],7.5,-3.0,0.20449884818007658,-0.4679822126436781
Factory Styles/Foxtrot 2.mid,1,V1->V2,1,"[""PERC""]",[],5.25,-2.0,0.010963037247391394,0.31699818782195166
Factory Styles/Foxtrot 2.mid,1,V2->V3,1,"[""ACC2""]",[],13.5,-1.0,0.02834373690060335,0.6841121725150843
Factory Styles/Foxtrot 2.mid,1,V3->V4,0,[],[],9.75,11.0,0.041452077748617505,-0.021435396592932587
Factory Styles/Foxtrot 2.mid,2,V1->V2,1,"[""PERC""]",[],5.25,-2.0,0.010963037247391394,0.31699818782195166
Factory Styles/Foxtrot 2.mid,2,V2->V3,1,"[""ACC2""]",[],13.375,-1.0,0.026230529950248743,0.7020255820895529
Factory Styles/Foxtrot 2.mid,2,V3->V4,0,[],[],2.875,12.0,0.048435788207705194,-0.6267865477386936
Factory Styles/Foxtrot 2.mid,3,V1->V2,1,"[""PERC""]",[],5.25,-2.0,0.010963037247391394,0.7627701281204597
Factory Styles/Foxtrot 2.mid,3,V2->V3,1,"[""ACC2""]",[],13.375,-4.0,0.026230529950248743,0.2562536417910448
Factory Styles/Foxtrot 2.mid,3,V3->V4,0,[],[],2.875,15.0,0.048435788207705194,-0.6267865477386936
Factory Styles/French Waltz.mid,1,V1->V2,2,"[""ACC3"",""ACC5""]",[],6.25,-1.5,0.03608226804123712,0.23284981672394056
Factory Styles/French Waltz.mid,1,V2->V3,0,[],[],4.125,0.0,0.11369755574730914,-0.03452564149143944
Factory Styles/French Waltz.mid,1,V3->V4,0,[],[],5.375,2.0,-0.016444712677435136,0.10039041736009136
Factory Styles/Funk R&B.mid,1,V1->V2,0,[],[],39.625,0.5,0.0033902542372881354,0.5494928829080525
Factory Styles/Funk R&B.mid,1,V2->V3,3,"[""ACC1"",""ACC4"",""ACC5""]",[],14.125,-11.5,0.007990072931986402,-0.17496484159895864
Factory Styles/Funk R&B.mid,1,V3->V4,0,[],[],45.625,4.0,-0.0010790724876265975,0.44122010599304207
Factory Styles/Funk R&B.mid,2,V3->V4,0,[],[],45.625,4.0,-0.0010790724876265975,0.44122010599304207
Factory Styles/Funky Ballad.mid,1,V1->V2,0,[],[],1.75,-1.0,-0.000289184499710814,-0.01703445440524365
Factory Styles/Funky Ballad.mid,1,V2->V3,0,[],[],8.5,6.0,-0.004474613594874183,0.1029943342759303
Factory Styles/Funky Ballad.mid,1,V3->V4,1,"[""ACC5""]",[],38.5,-1.0,0.006501394362913085,0.6671132653839904
Factory Styles/Funky Ballad.mid,2,V1->V2,0,[],[],2.5,-1.0,0.006962194931163955,0.012310801261994353
Factory Styles/Funky Ballad.mid,2,V2->V3,0,[],[],8.5,6.0,-0.0011446269862644756,0.18802284495915234
Factory Styles/Funky Ballad.mid,2,V3->V4,1,"[""ACC5""]",[],34.75,-1.0,0.005891735707330642,0.6124173010154403
Factory Styles/Funky Disco.mid,1,V1->V2,2,"[""ACC3"",""ACC4""]",[],0.125,-5.0,0.06936891440528004,-0.08439098200793049
Factory Styles/Funky Disco.mid,1,V2->V3,1,"[""ACC5""]",[],14.75,0.0,-0.049824316590198814,0.1760849813684422
Factory Styles/Funky Disco.mid,1,V3->V4,0,[],[],30.375,-2.0,0.016162969934640503,0.3062959721132894
Factory Styles/Funky Disco.mid,2,V3->V4,0,[],[],30.375,-2.0,0.016162969934640503,0.3062959721132894
Factory Styles/Funky R&B.mid,1,V1->V2,0,"[""ACC3""]","[""ACC5""]",2.0,3.0,-0.00740116853932582,-0.1890628037012554
Factory Styles/Funky R&B.mid,1,V2->V3,0,[],[],31.5,-5.0,0.15190595801301002,0.20521825029568275
Factory Styles/Funky R&B.mid,1,V3->V4,1,"[""ACC5""]",[],36.0,4.0,-0.05474793233082703,0.2887019478383459
Factory Styles/Funky Sisters.mid,1,V1->V2,0,[],[],31.25,0.0,0.12562299224500534,-0.08019673830178764
Factory Styles/Funky Sisters.mid,1,V2->V3,2,"[""ACC5"",""PERC""]",[],27.0,-1.0,-0.02398157802931905,-0.2748875641491926
Factory Styles/Funky Sisters.mid,1,V3->V4,1,"[""ACC4""]",[],16.75,1.5,-0.019578441654710677,-0.10233442214251554
Factory Styles/Funky Sisters.mid,2,V1->V2,0,[],[],30.75,0.0,0.13422186163432936,0.017557069112023926
Factory Styles/Funky Sisters.mid,2,V2->V3,2,"[""ACC5"",""PERC""]",[],27.0,-7.0,-0.025500742200070592,-0.25220899525136375
Factory Styles/Funky Sisters.mid,2,V3->V4,1,"[""ACC4""]",[],16.75,7.5,-0.020276243013547912,-0.0919585005249215
Factory Styles/German Polka.mid,1,V1->V2,1,"[""ACC3""]",[],10.0,0.0,0.033539781651024704,-0.06309987443869858
Factory Styles/German Polka.mid,1,V2->V3,0,[],[],29.0,-3.0,-0.04760024236803462,0.1417114925419276
Factory Styles/German Polka.mid,1,V3->V4,0,[],[],12.0,-1.0,0.25040041287685233,-0.6812174583546247
Factory Styles/German Waltz 1.mid,1,V1->V2,1,"[""ACC5""]",[],2.625,-1.0,0.06788229051377848,-0.6588123951515492
Factory Styles/German Waltz 1.mid,1,V2->V3,0,[],[],5.5,2.0,-0.061709983772432225,-0.04611992029400547
Factory Styles/German Waltz 1.mid,1,V3->V4,0,[],[],7.25,3.0,0.001076870370370353,0.08021681046863183
Factory Styles/German Waltz 1.mid,2,V1->V2,1,"[""ACC5""]",[],-1.5,1.0,0.045532517475728174,-0.4524870499999998
Factory Styles/German Waltz 1.mid,2,V2->V3,0,[],[],4.0,-0.5,-0.06796129444444446,0.09610515185185164
Factory Styles/German Waltz 1.mid,2,V3->V4,0,[],[],13.5,0.5,-0.03611121296296296,0.28901778703703696
Factory Styles/German Waltz 1.mid,3,V1->V2,1,"[""ACC5""]",[],-2.5,-1.0,0.04532694419542804,-0.08473742324069922
Factory Styles/German Waltz 1.mid,3,V2->V3,0,[],[],7.75,2.0,-0.016557252275025275,-0.0008129891304349268
Factory Styles/German Waltz 1.mid,3,V3->V4,0,[],[],8.0,3.0,0.05988210573392336,-0.24678587044534428
Factory Styles/German Waltz 1.mid,4,V2->V3,0,[],[],3.75,0.5,-0.008932166909312922,0.022994847837317423
Factory Styles/German Waltz 1.mid,4,V3->V4,0,[],[],8.25,3.0,0.07080182318665101,-0.2454148891369332
Factory Styles/German Waltz 2.mid,1,V1->V2,1,"[""ACC5""]",[],5.25,-1.0,0.01696639389775373,0.39339703889621136
Factory Styles/German Waltz 2.mid,1,V2->V3,0,[],[],0.625,-1.0,0.006100119361067191,-0.21397772840968932
Factory Styles/German Waltz 2.mid,1,V3->V4,0,[],[],46.125,4.0,-0.009258655270655225,0.12149302350427327
Factory Styles/German Waltz 2.mid,2,V1->V2,1,"[""ACC5""]",[],5.25,-1.0,0.01325763420995435,0.4004253249293632
Factory Styles/German Waltz 2.mid,2,V2->V3,0,[],[],0.625,-1.0,-0.0034348939529723066,-0.21088801049801598
Factory Styles/German Waltz 2.mid,2,V3->V4,0,[],[],45.75,4.0,-0.013697153494906855,0.12534631307809385
Factory Styles/German Waltz 2.mid,3,V1->V2,1,"[""ACC5""]",[],-2.5,-3.0,0.050761563760645445,-0.09342894217839537
Factory Styles/German Waltz 2.mid,3,V2->V3,0,[],[],7.75,9.0,-0.021991871840242677,-0.015464847320525443
Factory Styles/German Waltz 2.mid,3,V3->V4,0,[],[],8.0,3.0,0.06190619480274928,-0.27655869871010275
Factory Styles/German Waltz 2.mid,4,V2->V3,0,[],[],3.75,0.0,-0.008932166909312922,0.018209229559010165
Factory Styles/German Waltz 2.mid,4,V3->V4,0,[],[],8.25,3.0,0.07282591225547694,-0.27854791214196517
Factory Styles/German Waltz 3.mid,1,V1->V2,1,"[""ACC5""]",[],4.25,0.0,0.014096897421524673,-0.01950019170403605
Factory Styles/German Waltz 3.mid,1,V2->V3,0,[],[],3.375,0.0,0.03566197115384617,0.14755692258382647
Factory Styles/German Waltz 3.mid,1,V3->V4,0,[],[],11.875,6.0,-0.027793248147201688,-0.17300398487618507
Factory Styles/German Waltz 3.mid,2,V1->V2,1,"[""ACC5""]",[],4.5,0.0,0.010735251299499982,-0.017282805883212404
Factory Styles/German Waltz 3.mid,2,V2->V3,0,[],[],3.375,0.0,0.035705488625017545,0.1454149757812302
Factory Styles/German Waltz 3.mid,2,V3->V4,0,[],[],11.625,6.0,-0.032056187981286344,-0.17864394075765233
Factory Styles/German Waltz 3.mid,3,V1->V2,1,"[""ACC5""]",[],4.375,0.0,0.013401375963752682,-0.018480920914014654
Factory Styles/German Waltz 3.mid,3,V2->V3,0,[],[],3.25,0.0,0.034116237006237005,0.14653765179380507
Factory Styles/German Waltz 3.mid,3,V3->V4,0,[],[],11.875,6.0,-0.03277743419371326,-0.17300398487618507
Factory Styles/Gospel Shuffle.mid,1,V1->V2,1,"[""ACC3""]",[],24.8125,1.0,0.10800016584766585,0.592702985094185
Factory Styles/Gospel Shuffle.mid,1,V2->V3,1,"[""ACC4""]",[],54.72083333333333,6.0,0.11223259750864611,-0.1374333073331624
Factory Styles/Gospel Shuffle.mid,1,V3->V4,1,"[""ACC5""]",[],3.6541666666666686,5.0,0.07826780011867457,-0.016708632396131184
Factory Styles/Gospel Shuffle.mid,2,V1->V2,1,"[""ACC3""]",[],26.4375,1.0,0.10423389001291769,0.5826829956577904
Factory Styles/Gospel Shuffle.mid,2,V2->V3,1,"[""ACC4""]",[],57.329166666666666,6.0,0.12734372061218308,-0.04147796931140979
Factory Styles/Gospel Shuffle.mid,2,V3->V4,0,[],[],8.233333333333334,0.5,0.09371720674720108,0.17734769738555745
Factory Styles/Gospel Shuffle.mid,3,V1->V2,1,"[""ACC3""]",[],29.5,5.0,0.2455133590909091,0.2733005321212121
Factory Styles/Gospel Shuffle.mid,3,V2->V3,1,"[""ACC4""]",[],50.03333333333333,3.0,0.054695091469194324,0.10588416341232221
Factory Styles/Gospel Shuffle.mid,3,V3->V4,1,"[""ACC5""]",[],12.154166666666669,-1.0,0.013335981087196636,0.00255544390597362
Factory Styles/Gospel Swing.mid,1,V1->V2,1,"[""ACC1""]",[],8.875,2.5,-0.03887089996234472,-0.07529514769256518
Factory Styles/Gospel Swing.mid,1,V2->V3,0,[],[],85.625,-6.5,-0.03235859938701502,0.7387216356043522
Factory Styles/Gospel Swing.mid,1,V3->V4,1,"[""ACC4""]",[],29.875,-1.5,0.026825623738204518,-0.12203929804171132
Factory Styles/Gospel Swing.mid,2,V1->V2,1,"[""ACC1""]",[],11.375,0.0,-0.02727517016317027,0.34521774358974344
Factory Styles/Gospel Swing.mid,2,V2->V3,0,[],[],100.125,-9.0,-0.03229824422128014,0.6469045764630956
Factory Styles/Gospel Swing.mid,2,V3->V4,1,"[""ACC4""]",[],26.625,3.5,0.0203427323331683,-0.15451385338617252
Factory Styles/Gospel Swing.mid,3,V1->V2,1,"[""ACC1""]",[],9.625,-1.5,-0.005020655622411496,-0.34987387356411626
Factory Styles/Gospel Swing.mid,3,V2->V3,0,[],[],84.5,-6.5,-0.030642429167720753,0.8203120255185934
Factory Styles/Gospel Swing.mid,3,V3->V4,1,"[""ACC4""]",[],34.875,-2.0,0.03374563122773955,-0.25759324444440557
Factory Styles/Gospel.mid,1,V1->V2,2,"[""ACC3"",""PERC""]",[],3.5,0.0,-0.054371412499999994,0.25295524999999985
Factory Styles/Gospel.mid,1,V2->V3,1,"[""ACC2""]",[],23.875,-10.0,0.2766933454153605,-0.2920267515673982
Factory Styles/Gospel.mid,1,V3->V4,0,[],[],19.0,-8.0,-0.04762728450771725,0.27045005570752556
Factory Styles/Gospel.mid,2,V1->V2,2,"[""ACC3"",""PERC""]",[],3.625,4.0,-0.055388189179241765,0.2892136363636364
Factory Styles/Gospel.mid,2,V2->V3,1,"[""ACC2""]",[],37.125,-9.0,0.263287493006993,0.19638559090909102
Factory Styles/Gospel.mid,2,V3->V4,0,[],[],-1.875,-1.0,-0.006472114973262055,0.11028138449197855
Factory Styles/Gospel.mid,3,V1->V2,2,"[""ACC3"",""PERC""]",[],4.375,0.0,-0.03975447201017812,0.20190377703562334
Factory Styles/Gospel.mid,3,V2->V3,1,"[""ACC2""]",[],33.125,-22.0,0.3440510124142185,-0.22155172526794664
Factory Styles/Gospel.mid,3,V3->V4,0,[],[],9.5,4.0,-0.08324888503680872,0.3729748514809106
Factory Styles/Gospel.mid,4,V1->V2,2,"[""ACC3"",""PERC""]",[],4.0,0.0,-0.031246354166666684,0.16124895833333341
Factory Styles/Gospel.mid,4,V2->V3,1,"[""ACC2""]",[],20.75,-18.0,0.34587676232993203,-0.46082094387755124
Factory Styles/Gospel.mid,4,V3->V4,0,[],[],13.25,-2.0,-0.06462687482993201,0.4552751938775512
Factory Styles/Gospel.mid,5,V1->V2,2,"[""ACC3"",""PERC""]",[],4.0,2.0,-0.05613728070175439,0.21184069298245634
Factory Styles/Gospel.mid,5,V2->V3,1,"[""ACC2""]",[],18.75,-20.0,0.22738871558034157,-0.11899853956082262
Factory Styles/Gospel.mid,5,V3->V4,0,[],[],13.125,2.0,-0.07151408025123257,0.4266858510828708
Factory Styles/Groove Ballad.mid,1,V1->V2,1,"[""ACC3""]",[],18.0,11.0,0.0,-0.3183621933621934
Factory Styles/Groove Ballad.mid,1,V2->V3,0,"[""ACC2""]","[""ACC4""]",6.25,5.0,0.0,-0.28069917470670847
Factory Styles/Groove Ballad.mid,1,V3->V4,2,"[""ACC4"",""ACC5""]",[],4.0,4.0,0.01673673640167364,0.010279436741280179
Factory Styles/Groove Funk.mid,1,V1->V2,1,"[""ACC3""]",[],22.0,-4.0,0.014184810360777067,-0.0850524205982115
Factory Styles/Groove Funk.mid,1,V2->V3,1,"[""ACC4""]",[],12.0,4.0,0.006173234031132624,0.2709591384863126
Factory Styles/Groove Funk.mid,1,V3->V4,0,[],[],13.0,1.0,0.06474929603362223,0.33187705870764406
Factory Styles/Groove It Up.mid,1,V1->V2,0,"[""ACC4""]","[""ACC1""]",7.5,-7.0,0.0,0.3799005742296919
Factory Styles/Groove It Up.mid,1,V2->V3,1,"[""ACC1""]",[],14.5,5.0,0.0,0.07592987067923618
Factory Styles/Groove It Up.mid,1,V3->V4,1,"[""ACC5""]",[],17.25,0.0,0.0,0.027237864073411888
Factory Styles/Groove It Up.mid,2,V3->V4,1,"[""ACC5""]",[],21.25,0.0,0.051063595744680855,0.038381476098369394
Factory Styles/Groove It Up.mid,3,V3->V4,1,"[""ACC5""]",[],17.5,0.0,0.0,0.09009711096269424
Factory Styles/Groove.mid,1,V1->V2,1,"[""PERC""]",[],6.5,7.0,-0.02941309429389727,-0.14204330799735665
Factory Styles/Groove.mid,1,V2->V3,1,"[""ACC3""]",[],14.5,1.0,-0.1614242022152373,0.000688497979344449
Factory Styles/Groove.mid,1,V3->V4,0,[],[],11.5,-6.0,0.08369490631505899,-0.18098023594725876
Factory Styles/Groove.mid,2,V1->V2,1,"[""PERC""]",[],1.0,8.0,-0.02555779924036894,-0.29225128269126444
Factory Styles/Groove.mid,2,V2->V3,1,"[""ACC3""]",[],16.0,-3.0,-0.14995988252217696,0.167903878366499
Factory Styles/Guitar Ballad.mid,1,V1->V2,2,"[""ACC1"",""ACC5""]",[],26.75,18.5,0.0,0.0010725333863275122
Factory Styles/Guitar Ballad.mid,1,V2->V3,1,"[""ACC3""]",[],53.75,-13.0,0.09361863829787234,-0.1387161351689612
Factory Styles/Guitar Ballad.mid,1,V3->V4,-1,[],"[""ACC5""]",22.5,-7.0,-0.015045852583586622,0.10026300911854102
Factory Styles/Guitar Beat.mid,1,V1->V2,-3,"[""ACC1""]","[""ACC2"",""ACC3"",""BASS"",""PERC""]",-798.5,25.0,-0.49180216174010044,0.04383388120468479
Factory Styles/Guitar Beat.mid,1,V2->V3,1,"[""ACC4""]",[],62.7,-38.5,0.4520212121212121,0.19663848484848478
Factory Styles/Guitar Beat.mid,1,V3->V4,-1,"[""ACC5""]","[""ACC1"",""ACC4""]",-34.2,14.5,-0.5671683939393939,0.30833633333333355
Factory Styles/Guitar Pop.mid,1,V1->V2,1,"[""ACC2""]",[],22.5,0.0,0.0685641031809677,0.17074222133119465
Factory Styles/Guitar Pop.mid,1,V2->V3,2,"[""ACC1"",""ACC3""]",[],10.5,0.0,-0.0034467161803713453,-0.035083837312113175
Factory Styles/Guitar Pop.mid,1,V3->V4,0,[],[],85.0,0.0,0.02374155321390936,0.8101776115208992
Factory Styles/Half Beat.mid,1,V1->V2,1,"[""ACC3""]",[],6.5,-2.5,-0.0015676002506265566,0.09181102130325791
Factory Styles/Half Beat.mid,1,V2->V3,0,[],[],12.5,-11.5,-0.021300308754559672,-0.12788083507034909
Factory Styles/Half Beat.mid,1,V3->V4,0,[],[],22.25,16.0,-0.000696018338947297,0.09644030468510789
Factory Styles/Half Beat.mid,2,V1->V2,1,"[""ACC3""]",[],6.5,-1.0,0.0012163636363636404,0.0917017775974025
Factory Styles/Half Beat.mid,2,V2->V3,0,[],[],11.25,-13.0,-0.007340534490635001,-0.13118956340142263
Factory Styles/Hip Hindi Hop.mid,1,V1->V2,4,"[""ACC1"",""ACC2"",""ACC4"",""ACC5""]",[],24.25,-4.0,-0.007051819014471494,-0.03534530133724134
Factory Styles/Hip Hindi Hop.mid,1,V2->V3,-1,[],"[""ACC1""]",-0.5,-1.0,0.009235086176907825,0.07670935517535815
Factory Styles/Hip Hindi Hop.mid,1,V3->V4,1,"[""ACC1""]",[],14.0,3.0,-0.005223390089823365,-0.1010334048958641
Factory Styles/Hip Hindi Hop.mid,2,V1->V2,4,"[""ACC1"",""ACC2"",""ACC4"",""ACC5""]",[],25.75,-4.0,-0.011327378640776709,-0.0023948543689320534
Factory Styles/Hip Hindi Hop.mid,2,V2->V3,-1,[],"[""ACC1""]",-0.5,-1.0,0.0059987754972961604,0.07670935517535815
Factory Styles/Hip Hindi Hop.mid,2,V3->V4,1,"[""ACC1""]",[],-31.25,3.0,-0.006381446200379504,-0.10124597898843835
Factory Styles/HipHop Funk.mid,1,V1->V2,1,"[""ACC1""]",[],4.625,4.0,-0.006926462715855564,0.05064783555729968
Factory Styles/HipHop Funk.mid,1,V2->V3,0,[],[],9.375,-2.0,-0.013262885841836713,0.46969262117346955
Factory Styles/HipHop Funk.mid,1,V3->V4,0,[],[],19.25,-8.0,0.040295163633966236,-0.34131377505274263
Factory Styles/HipHop Funk.mid,2,V1->V2,1,"[""ACC1""]",[],4.625,4.0,-0.006926462715855564,0.05064783555729968
Factory Styles/HipHop Funk.mid,2,V2->V3,0,[],[],8.125,-2.0,-0.008423689269256074,0.31372050625411485
Factory Styles/HipHop Funk.mid,2,V3->V4,0,[],[],19.625,-8.0,0.03274106513780478,-0.23499828189542038
Factory Styles/HipHop Funk.mid,3,V1->V2,1,"[""ACC1""]",[],4.625,4.0,-0.006926462715855564,0.05064783555729968
Factory Styles/HipHop Funk.mid,3,V2->V3,0,[],[],8.125,-2.0,-0.008423689269256074,0.31372050625411485
Factory Styles/HipHop Funk.mid,3,V3->V4,0,[],[],19.625,-8.0,0.03274106513780478,-0.23499828189542038
Factory Styles/HipHop.mid,1,V1->V2,1,"[""ACC5""]",[],4.75,2.0,-0.04316890224002376,0.0
Factory Styles/HipHop.mid,1,V2->V3,1,"[""ACC1"",""ACC4""]","[""ACC5""]",6.75,-10.0,0.03828342670401494,0.484519477124183
Factory Styles/HipHop.mid,1,V3->V4,2,"[""ACC3"",""ACC5""]",[],21.5,-2.0,0.16036318483878914,-0.018678723986107704
Factory Styles/Hollywood 1.mid,1,V1->V2,0,[],[],18.5,2.0,0.1771548357256778,-0.0034471323763956008
Factory Styles/Hollywood 1.mid,1,V2->V3,-1,[],"[""ACC5""]",-5.25,-1.0,-0.11321659184436958,-0.14417151328095756
Factory Styles/Hollywood 1.mid,1,V3->V4,1,"[""ACC5""]",[],21.75,15.0,0.04275931911709688,0.023336331462775917
Factory Styles/Hollywood 1.mid,2,V1->V2,0,[],[],18.5,2.0,0.1771548357256778,-0.0034471323763956008
Factory Styles/Hollywood 1.mid,2,V2->V3,-1,[],"[""ACC5""]",-5.25,-1.0,-0.11321659184436958,-0.14417151328095756
Factory Styles/Hollywood 1.mid,2,V3->V4,1,"[""ACC5""]",[],21.75,15.0,0.04275931911709688,0.023336331462775917
Factory Styles/Hollywood 2.mid,1,V1->V2,0,[],[],13.0,12.0,-0.00921126707070706,0.10201111111111105
Factory Styles/Hollywood 2.mid,1,V2->V3,0,[],[],26.0,0.0,0.057493384858757074,0.7519477966101693
Factory Styles/Hollywood 2.mid,1,V3->V4,0,[],[],16.5,12.0,0.06860522276029052,-0.2461990823244551
Factory Styles/Hollywood 2.mid,2,V1->V2,0,[],[],13.0,10.0,-0.00921126707070706,0.10201111111111105
Factory Styles/Hollywood 2.mid,2,V2->V3,0,[],[],26.0,0.0,0.057493384858757074,0.7519477966101693
Factory Styles/Hollywood 2.mid,2,V3->V4,0,[],[],16.5,12.0,0.06860522276029052,-0.2461990823244551
Factory Styles/House Garage.mid,1,V1->V2,1,"[""ACC4""]",[],16.5,-3.0,0.09101850228586539,0.008086117807080573
Factory Styles/House Garage.mid,1,V2->V3,1,"[""ACC2""]",[],4.0,0.0,0.013647913521093902,0.029817971719060532
