msb,lsb,program,sound,styles,roles,elements,counts,cc_thresholds,pitchbend,aftertouch,nrpn,rpn
121,15,25,Steel Guitar RX1,19,"[[""ACC2"",34752],[""ACC3"",11236],[""ACC4"",11062],[""ACC1"",7996]]","[[""Variation 4"",11911],[""Variation 2"",10679],[""Variation 3"",10019],[""Variation 1"",8104],[""Ending 1"",7023],[""Intro 1"",6554],[""Ending 2"",2950],[""Intro 2"",2324],[""Fill 2"",1961],[""Fill 1"",1549],[""Ending 3"",1335],[""Break"",563],[""Intro 3"",74]]","{""cc:11"":316,""cc:7"":316,""cc:0"":316,""cc:32"":308,""cc:22"":259,""pb"":418}",{},"{""n"":418,""nonzero"":332,""positive"":271,""negative"":61,""zero"":86,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-4096.0,""p10"":-384.0,""p25"":0.0,""p50"":256.0,""p75"":768.0,""p90"":2816.0,""p95"":5158.4,""p99"":8064.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,33,Jazz Kit RX1,25,"[[""DRUM"",63511],[""PERC"",1969]]","[[""Variation 4"",11335],[""Variation 3"",10654],[""Variation 2"",9308],[""Intro 1"",7956],[""Variation 1"",7576],[""Ending 1"",7168],[""Ending 2"",2725],[""Intro 2"",2525],[""Fill 2"",1704],[""Fill 1"",1599],[""Ending 3"",1512],[""Break"",715],[""Intro 3"",703]]","{""cc:11"":416,""cc:7"":416,""cc:0"":416,""cc:32"":416,""cc:22"":252}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,34,Stein Bass,19,"[[""BASS"",16369]]","[[""Variation 4"",3371],[""Variation 3"",2484],[""Variation 1"",2231],[""Variation 2"",1943],[""Intro 1"",1817],[""Ending 1"",1693],[""Ending 2"",767],[""Intro 2"",622],[""Fill 2"",466],[""Ending 3"",418],[""Fill 1"",384],[""Break"",134],[""Intro 3"",39]]","{""cc:11"":268,""cc:7"":268,""cc:0"":268,""cc:32"":250,""pb"":535,""cc:1"":118,""cc:22"":183}","{""1"":{""n"":118,""ge64"":45,""zero"":17,""max"":127}}","{""n"":535,""nonzero"":494,""positive"":341,""negative"":153,""zero"":41,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-7091.2,""p10"":-5487.4,""p25"":-1018.0,""p50"":1151.0,""p75"":3759.5,""p90"":6251.0,""p95"":7057.0,""p99"":8168.22,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,32,Acoustic Bass GM,17,"[[""BASS"",10370],[""PERC"",425]]","[[""Variation 1"",1822],[""Ending 1"",1576],[""Intro 1"",1484],[""Variation 4"",1255],[""Variation 2"",1212],[""Variation 3"",1123],[""Intro 2"",554],[""Ending 2"",536],[""Fill 1"",367],[""Fill 2"",323],[""Ending 3"",318],[""Break"",184],[""Intro 3"",41]]","{""cc:11"":237,""cc:7"":237,""cc:0"":237,""cc:32"":231,""cc:22"":132,""pb"":757,""cc:1"":56}","{""1"":{""n"":56,""ge64"":0,""zero"":2,""max"":53}}","{""n"":757,""nonzero"":700,""positive"":30,""negative"":670,""zero"":57,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8065.0,""p10"":-7808.0,""p25"":-6016.0,""p50"":-3840.0,""p75"":-1408.0,""p90"":0.0,""p95"":0.0,""p99"":1126.28,""max"":6895.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,27,Vintage S.2,8,"[[""ACC1"",5539],[""ACC3"",4943],[""ACC2"",2590]]","[[""Variation 3"",3331],[""Variation 4"",2763],[""Ending 1"",2182],[""Intro 1"",1263],[""Variation 2"",1251],[""Variation 1"",971],[""Intro 2"",402],[""Ending 2"",248],[""Fill 2"",245],[""Ending 3"",176],[""Fill 1"",160],[""Break"",63],[""Intro 3"",17]]","{""cc:11"":107,""cc:7"":107,""cc:0"":107,""cc:32"":99,""cc:22"":87,""cc:64"":8,""pb"":789,""cc:1"":432}","{""1"":{""n"":432,""ge64"":163,""zero"":45,""max"":122},""64"":{""n"":8,""ge64"":4,""zero"":4,""max"":127}}","{""n"":789,""nonzero"":601,""positive"":129,""negative"":472,""zero"":188,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8082.0,""p10"":-6726.4,""p25"":-4096.0,""p50"":-2111.0,""p75"":0.0,""p90"":3845.8,""p95"":5698.0,""p99"":7211.0,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,16,Gospel Organ V.,26,"[[""ACC3"",25258],[""ACC4"",10898],[""ACC2"",9493],[""ACC1"",2546],[""ACC5"",2070]]","[[""Ending 1"",12140],[""Variation 4"",7990],[""Intro 1"",7250],[""Variation 3"",6558],[""Variation 2"",4270],[""Ending 2"",2485],[""Ending 3"",2058],[""Intro 2"",1979],[""Variation 1"",1674],[""Fill 2"",1437],[""Fill 1"",1274],[""Break"",1087],[""Intro 3"",63]]","{""cc:11"":336,""cc:7"":336,""cc:0"":336,""cc:32"":314,""cc:22"":355,""pb"":28,""cc:64"":8}","{""64"":{""n"":8,""ge64"":4,""zero"":4,""max"":127}}","{""n"":28,""nonzero"":14,""positive"":0,""negative"":14,""zero"":14,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8192.0,""p10"":-8192.0,""p25"":-8192.0,""p50"":-4096.0,""p75"":0.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,19,25,Steel Guitar Pro,24,"[[""ACC2"",40403],[""ACC3"",6875],[""ACC1"",4715],[""ACC5"",3861],[""ACC4"",1586]]","[[""Variation 4"",10864],[""Variation 3"",9045],[""Variation 2"",8086],[""Ending 1"",6817],[""Intro 1"",6520],[""Variation 1"",6444],[""Ending 2"",3522],[""Intro 2"",2121],[""Fill 2"",1289],[""Ending 3"",1181],[""Fill 1"",1104],[""Break"",395],[""Intro 3"",52]]","{""cc:11"":345,""cc:7"":345,""cc:0"":345,""cc:32"":340,""cc:22"":231,""pb"":64}",{},"{""n"":64,""nonzero"":54,""positive"":2,""negative"":52,""zero"":10,""max_abs"":8064,""summary"":{""min"":-5376.0,""p01"":-5376.0,""p05"":-4864.0,""p10"":-4608.0,""p25"":-3392.25,""p50"":-2304.0,""p75"":-768.0,""p90"":0.0,""p95"":0.0,""p99"":8064.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,27,L&R E.Guitar 1,3,"[[""ACC4"",1967],[""ACC1"",698]]","[[""Ending 1"",647],[""Ending 2"",376],[""Variation 4"",322],[""Intro 1"",308],[""Variation 3"",232],[""Break"",151],[""Variation 1"",150],[""Fill 2"",145],[""Variation 2"",134],[""Ending 3"",74],[""Intro 2"",59],[""Intro 3"",42],[""Fill 1"",25]]","{""cc:11"":31,""cc:7"":31,""cc:0"":31,""cc:32"":31,""cc:22"":26,""pb"":914,""cc:1"":587}","{""1"":{""n"":587,""ge64"":315,""zero"":22,""max"":127}}","{""n"":914,""nonzero"":817,""positive"":32,""negative"":785,""zero"":97,""max_abs"":6013,""summary"":{""min"":-6013.0,""p01"":-4891.4,""p05"":-3196.0,""p10"":-2756.0,""p25"":-2032.0,""p50"":-1058.0,""p75"":-319.0,""p90"":0.0,""p95"":0.0,""p99"":135.09,""max"":5348.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,33,Finger E.Bass1,4,"[[""BASS"",5614]]","[[""Variation 4"",1309],[""Variation 3"",765],[""Variation 2"",743],[""Ending 1"",666],[""Intro 1"",525],[""Variation 1"",514],[""Ending 2"",313],[""Intro 2"",295],[""Fill 1"",155],[""Fill 2"",139],[""Ending 3"",138],[""Break"",38],[""Intro 3"",14]]","{""cc:11"":73,""cc:7"":73,""cc:0"":73,""cc:32"":71,""cc:22"":62,""cc:1"":512,""pb"":770}","{""1"":{""n"":512,""ge64"":86,""zero"":156,""max"":84}}","{""n"":770,""nonzero"":624,""positive"":22,""negative"":602,""zero"":146,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-7680.0,""p10"":-7011.0,""p25"":-5435.0,""p50"":-3328.0,""p75"":-1024.0,""p90"":0.0,""p95"":0.0,""p99"":6143.0,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,1,Standard Kit RX2,18,"[[""DRUM"",33554],[""PERC"",8240]]","[[""Ending 1"",7922],[""Intro 1"",7634],[""Variation 4"",7140],[""Variation 3"",4665],[""Variation 2"",3452],[""Variation 1"",2538],[""Ending 2"",2123],[""Intro 2"",1765],[""Fill 2"",1202],[""Ending 3"",1008],[""Break"",1002],[""Fill 1"",966],[""Intro 3"",377]]","{""cc:11"":326,""cc:7"":326,""cc:0"":326,""cc:32"":326,""cc:22"":251,""pb"":49,""cc:64"":20}","{""64"":{""n"":20,""ge64"":0,""zero"":20,""max"":0}}","{""n"":49,""nonzero"":41,""positive"":12,""negative"":29,""zero"":8,""max_abs"":8142,""summary"":{""min"":-8142.0,""p01"":-8112.24,""p05"":-4020.0,""p10"":-3328.0,""p25"":-2304.0,""p50"":-896.0,""p75"":0.0,""p90"":1258.6,""p95"":3552.8,""p99"":5751.52,""max"":6124.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,30,Stereo Dist.Gtr,6,"[[""ACC5"",2481],[""ACC2"",620],[""ACC3"",260]]","[[""Ending 1"",1159],[""Variation 4"",553],[""Intro 1"",394],[""Ending 2"",323],[""Variation 3"",269],[""Intro 2"",194],[""Variation 2"",175],[""Ending 3"",125],[""Fill 1"",65],[""Fill 2"",47],[""Variation 1"",32],[""Break"",16],[""Intro 3"",9]]","{""cc:11"":41,""cc:7"":41,""cc:0"":41,""cc:32"":37,""cc:22"":52,""pb"":620,""cc:1"":717}","{""1"":{""n"":717,""ge64"":348,""zero"":46,""max"":127}}","{""n"":620,""nonzero"":592,""positive"":44,""negative"":548,""zero"":28,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-7493.8,""p10"":-6528.0,""p25"":-4480.0,""p50"":-2688.0,""p75"":-769.0,""p90"":0.0,""p95"":1372.0,""p99"":7039.0,""max"":7748.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,65,Breathy Alto Sax,3,"[[""ACC3"",1946],[""ACC5"",1318],[""ACC4"",247]]","[[""Ending 1"",919],[""Intro 1"",680],[""Variation 3"",489],[""Variation 1"",449],[""Variation 2"",278],[""Variation 4"",246],[""Ending 3"",151],[""Ending 2"",92],[""Fill 2"",89],[""Fill 1"",78],[""Intro 2"",24],[""Intro 3"",8],[""Break"",8]]","{""cc:11"":35,""cc:7"":35,""cc:0"":35,""cc:32"":35,""cc:22"":49,""pb"":267,""cc:1"":1087}","{""1"":{""n"":1087,""ge64"":428,""zero"":88,""max"":127}}","{""n"":267,""nonzero"":243,""positive"":39,""negative"":204,""zero"":24,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-5952.0,""p05"":-5248.0,""p10"":-4877.6,""p25"":-3656.0,""p50"":-2112.0,""p75"":-448.0,""p90"":1600.0,""p95"":3076.8,""p99"":4224.0,""max"":4736.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,28,Clean Funk RX1,17,"[[""ACC2"",21355],[""ACC1"",10819],[""ACC3"",9506],[""ACC4"",638]]","[[""Intro 1"",7889],[""Ending 1"",6705],[""Variation 2"",5678],[""Variation 3"",5419],[""Variation 4"",5404],[""Variation 1"",3964],[""Ending 2"",2508],[""Intro 2"",1631],[""Ending 3"",1057],[""Fill 2"",993],[""Fill 1"",870],[""Break"",166],[""Intro 3"",34]]","{""cc:11"":230,""cc:7"":230,""cc:0"":230,""cc:32"":213,""cc:22"":156,""cc:64"":7,""pb"":400,""cc:1"":55}","{""1"":{""n"":55,""ge64"":19,""zero"":6,""max"":127},""64"":{""n"":7,""ge64"":2,""zero"":5,""max"":127}}","{""n"":400,""nonzero"":342,""positive"":223,""negative"":119,""zero"":58,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-7168.0,""p10"":-5765.3,""p25"":-1664.0,""p50"":351.0,""p75"":1690.0,""p90"":2730.0,""p95"":3967.0,""p99"":6655.0,""max"":7743.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,26,Pedal Steel Gtr2,2,"[[""ACC3"",3760]]","[[""Variation 4"",1063],[""Variation 3"",722],[""Variation 2"",650],[""Ending 1"",513],[""Variation 1"",231],[""Intro 1"",174],[""Intro 2"",146],[""Fill 2"",90],[""Fill 1"",67],[""Ending 3"",66],[""Break"",26],[""Intro 3"",8],[""Ending 2"",4]]","{""cc:11"":38,""cc:7"":38,""cc:0"":38,""cc:32"":38,""cc:22"":48,""cc:1"":504,""pb"":766,""cc:8"":4,""cc:67"":4,""cc:100"":6,""cc:103"":2,""cc:6"":2,""cc:66"":2,""cc:115"":2,""cc:110"":2,""cc:121"":2,""cc:4"":2,""cc:19"":2}","{""1"":{""n"":504,""ge64"":244,""zero"":153,""max"":127}}","{""n"":766,""nonzero"":593,""positive"":63,""negative"":530,""zero"":173,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8192.0,""p10"":-7806.0,""p25"":-5888.0,""p50"":-3328.0,""p75"":0.0,""p90"":0.0,""p95"":3840.0,""p99"":8191.0,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,42,Brush Kit RX1,22,"[[""DRUM"",47544],[""PERC"",1588]]","[[""Ending 1"",9886],[""Intro 1"",7133],[""Variation 3"",6264],[""Variation 4"",6157],[""Variation 1"",5085],[""Variation 2"",4030],[""Ending 2"",4012],[""Intro 2"",2279],[""Fill 2"",1269],[""Ending 3"",1031],[""Fill 1"",976],[""Break"",576],[""Intro 3"",434]]","{""cc:11"":331,""cc:7"":331,""cc:0"":331,""cc:32"":331,""cc:22"":166,""cc:1"":2}","{""1"":{""n"":2,""ge64"":0,""zero"":1,""max"":17}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,22,Sweet Harmonica,7,"[[""ACC4"",2638],[""ACC5"",610],[""ACC2"",487]]","[[""Intro 1"",1293],[""Variation 4"",1192],[""Ending 1"",807],[""Ending 2"",138],[""Variation 3"",72],[""Variation 2"",64],[""Intro 2"",45],[""Fill 2"",42],[""Ending 3"",38],[""Fill 1"",18],[""Intro 3"",14],[""Break"",12]]","{""cc:11"":27,""cc:7"":27,""cc:0"":27,""cc:32"":23,""pb"":648,""cc:1"":581,""cc:22"":90}","{""1"":{""n"":581,""ge64"":135,""zero"":49,""max"":127}}","{""n"":648,""nonzero"":588,""positive"":24,""negative"":564,""zero"":60,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-7950.79,""p05"":-6357.4,""p10"":-5025.6,""p25"":-3683.75,""p50"":-1798.0,""p75"":-479.0,""p90"":0.0,""p95"":0.0,""p99"":4096.0,""max"":5680.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,28,Clean Funk RX2,12,"[[""ACC2"",7538],[""ACC1"",4362],[""ACC3"",3119],[""ACC4"",1303],[""ACC5"",598]]","[[""Variation 4"",3656],[""Variation 3"",2546],[""Variation 1"",2522],[""Variation 2"",2355],[""Ending 1"",2003],[""Intro 1"",1413],[""Ending 2"",587],[""Fill 1"",458],[""Fill 2"",435],[""Ending 3"",412],[""Intro 2"",355],[""Break"",153],[""Intro 3"",25]]","{""cc:1"":337,""pb"":286,""cc:11"":150,""cc:7"":150,""cc:0"":150,""cc:32"":145,""cc:22"":132}","{""1"":{""n"":337,""ge64"":165,""zero"":82,""max"":124}}","{""n"":286,""nonzero"":190,""positive"":18,""negative"":172,""zero"":96,""max_abs"":6079,""summary"":{""min"":-6079.0,""p01"":-5699.05,""p05"":-5632.0,""p10"":-4608.0,""p25"":-3160.25,""p50"":-1452.0,""p75"":0.0,""p90"":0.0,""p95"":1464.0,""p99"":3095.0,""max"":4095.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,48,Stereo Strings,26,"[[""ACC3"",2379],[""ACC4"",1855],[""BASS"",1707],[""ACC5"",1545],[""ACC2"",1459],[""ACC1"",1201]]","[[""Intro 1"",2362],[""Ending 1"",2097],[""Variation 4"",1654],[""Variation 3"",820],[""Ending 2"",810],[""Intro 2"",523],[""Variation 2"",412],[""Ending 3"",343],[""Fill 1"",321],[""Fill 2"",302],[""Break"",197],[""Variation 1"",188],[""Intro 3"",117]]","{""cc:11"":271,""cc:7"":271,""cc:0"":271,""cc:32"":255,""cc:22"":257}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,61,Glen & Friends,6,"[[""ACC3"",13127],[""ACC5"",571],[""ACC2"",492]]","[[""Variation 3"",2581],[""Variation 4"",2409],[""Variation 1"",2399],[""Variation 2"",1875],[""Intro 1"",1409],[""Ending 1"",1147],[""Intro 2"",817],[""Ending 2"",707],[""Ending 3"",410],[""Fill 2"",255],[""Fill 1"",163],[""Intro 3"",9],[""Break"",9]]","{""cc:11"":64,""cc:7"":64,""cc:0"":64,""cc:32"":59,""pb"":618,""cc:22"":52,""cc:1"":401}","{""1"":{""n"":401,""ge64"":113,""zero"":87,""max"":127}}","{""n"":618,""nonzero"":540,""positive"":10,""negative"":530,""zero"":78,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-4096.0,""p10"":-3378.0,""p25"":-2449.0,""p50"":-1468.0,""p75"":-591.0,""p90"":0.0,""p95"":0.0,""p99"":90.0,""max"":131.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,33,Bright Finger B.,9,"[[""BASS"",7318]]","[[""Ending 1"",1735],[""Variation 3"",1072],[""Variation 4"",1063],[""Intro 1"",1052],[""Variation 2"",639],[""Variation 1"",460],[""Ending 2"",379],[""Intro 2"",220],[""Fill 2"",197],[""Fill 1"",165],[""Ending 3"",164],[""Break"",145],[""Intro 3"",27]]","{""cc:11"":129,""cc:7"":129,""cc:0"":129,""cc:32"":128,""cc:22"":61,""pb"":704}",{},"{""n"":704,""nonzero"":619,""positive"":449,""negative"":170,""zero"":85,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8082.0,""p05"":-3959.0,""p10"":-1113.9,""p25"":0.0,""p50"":640.0,""p75"":2730.0,""p90"":4333.4,""p95"":5188.0,""p99"":6911.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,50,Analog Strings 2,34,"[[""ACC3"",3468],[""ACC2"",2462],[""ACC5"",2079],[""ACC4"",1565],[""ACC1"",11]]","[[""Ending 1"",2950],[""Intro 1"",2346],[""Variation 4"",994],[""Variation 3"",691],[""Ending 2"",607],[""Variation 2"",555],[""Fill 2"",355],[""Ending 3"",329],[""Break"",223],[""Fill 1"",201],[""Variation 1"",154],[""Intro 2"",127],[""Intro 3"",53]]","{""cc:22"":314,""cc:11"":219,""cc:7"":219,""cc:0"":219,""cc:32"":198,""pb"":85}",{},"{""n"":85,""nonzero"":78,""positive"":0,""negative"":78,""zero"":7,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8019.0,""p10"":-7775.0,""p25"":-6233.0,""p50"":-3516.0,""p75"":-1218.0,""p90"":-171.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,66,Jazz Tenor 1,1,"[[""ACC5"",1444]]","[[""Intro 1"",420],[""Ending 1"",353],[""Ending 3"",190],[""Ending 2"",118],[""Variation 3"",101],[""Variation 4"",91],[""Fill 1"",72],[""Fill 2"",57],[""Break"",38],[""Intro 2"",2],[""Intro 3"",2]]","{""pb"":1195,""cc:11"":9,""cc:7"":9,""cc:0"":9,""cc:32"":9,""cc:22"":9}",{},"{""n"":1195,""nonzero"":1141,""positive"":0,""negative"":1141,""zero"":54,""max_abs"":6144,""summary"":{""min"":-6144.0,""p01"":-5888.0,""p05"":-4609.0,""p10"":-4224.0,""p25"":-3073.0,""p50"":-1665.0,""p75"":-641.0,""p90"":-129.0,""p95"":-1.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,26,Soft Jazz Guitar,6,"[[""ACC2"",3922],[""ACC3"",2797],[""ACC5"",251]]","[[""Variation 1"",1570],[""Ending 1"",1378],[""Intro 1"",1315],[""Intro 2"",602],[""Variation 3"",528],[""Variation 4"",528],[""Ending 2"",400],[""Variation 2"",292],[""Ending 3"",114],[""Fill 1"",92],[""Fill 2"",77],[""Break"",67],[""Intro 3"",7]]","{""pb"":894,""cc:11"":46,""cc:7"":46,""cc:0"":46,""cc:22"":18,""cc:32"":28,""cc:1"":132}","{""1"":{""n"":132,""ge64"":58,""zero"":10,""max"":127}}","{""n"":894,""nonzero"":745,""positive"":641,""negative"":104,""zero"":149,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-4716.8,""p10"":-1216.0,""p25"":0.0,""p50"":2431.0,""p75"":4671.0,""p90"":6719.0,""p95"":7551.0,""p99"":8191.0,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,,,,251,"[[""DRUM"",630],[""PERC"",568]]","[[""Variation 1"",762],[""Intro 1"",179],[""Variation 2"",105],[""Variation 3"",92],[""Variation 4"",46],[""Ending 1"",10],[""Ending 3"",2],[""Intro 2"",2]]","{""cc:0"":1198}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,,,251,"[[""DRUM"",630],[""PERC"",568]]","[[""Variation 1"",762],[""Intro 1"",179],[""Variation 2"",105],[""Variation 3"",92],[""Variation 4"",46],[""Ending 1"",10],[""Ending 3"",2],[""Intro 2"",2]]","{""cc:32"":1198}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,49,Movie Strings 2,21,"[[""ACC4"",6319],[""ACC3"",2141],[""ACC5"",1612],[""ACC2"",746]]","[[""Ending 1"",2744],[""Intro 1"",1894],[""Variation 4"",1482],[""Variation 3"",1169],[""Variation 2"",768],[""Ending 2"",736],[""Intro 2"",607],[""Ending 3"",365],[""Fill 2"",318],[""Variation 1"",300],[""Fill 1"",207],[""Break"",183],[""Intro 3"",45]]","{""cc:11"":212,""cc:7"":212,""cc:0"":212,""cc:32"":211,""cc:22"":257,""cc:1"":14,""cc:64"":30}","{""1"":{""n"":14,""ge64"":0,""zero"":1,""max"":41},""64"":{""n"":30,""ge64"":14,""zero"":16,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,12,24,Nylon Gtr RX1,8,"[[""ACC2"",10698],[""ACC3"",4460],[""ACC4"",2848],[""ACC1"",1682]]","[[""Intro 1"",3840],[""Ending 1"",3710],[""Variation 4"",2653],[""Variation 3"",2464],[""Variation 2"",2076],[""Variation 1"",1568],[""Intro 2"",1179],[""Ending 2"",690],[""Fill 2"",548],[""Fill 1"",431],[""Ending 3"",342],[""Break"",169],[""Intro 3"",18]]","{""cc:11"":103,""cc:7"":103,""cc:0"":103,""cc:32"":100,""pb"":646,""cc:22"":91}",{},"{""n"":646,""nonzero"":537,""positive"":299,""negative"":238,""zero"":109,""max_abs"":8064,""summary"":{""min"":-1025.0,""p01"":-897.0,""p05"":-640.0,""p10"":-513.0,""p25"":-256.0,""p50"":0.0,""p75"":640.0,""p90"":1087.5,""p95"":1279.0,""p99"":4096.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,36,SlapFing Bass RX,17,"[[""BASS"",12153]]","[[""Variation 4"",2033],[""Variation 3"",1811],[""Intro 1"",1744],[""Ending 1"",1702],[""Variation 2"",1594],[""Variation 1"",1199],[""Ending 2"",453],[""Ending 3"",395],[""Intro 2"",372],[""Fill 2"",338],[""Fill 1"",240],[""Break"",193],[""Intro 3"",79]]","{""cc:11"":201,""cc:7"":201,""cc:0"":201,""cc:32"":186,""pb"":157,""cc:22"":142,""cc:1"":51}","{""1"":{""n"":51,""ge64"":6,""zero"":7,""max"":127}}","{""n"":157,""nonzero"":148,""positive"":89,""negative"":59,""zero"":9,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-6857.0,""p10"":-5500.6,""p25"":-2304.0,""p50"":640.0,""p75"":4352.0,""p90"":6572.0,""p95"":7295.0,""p99"":7975.96,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,26,Club Jazz Gtr 1,7,"[[""ACC2"",10021],[""ACC5"",616],[""ACC1"",159]]","[[""Variation 2"",2142],[""Variation 4"",2133],[""Intro 1"",1998],[""Ending 1"",1374],[""Variation 3"",1230],[""Variation 1"",762],[""Break"",324],[""Intro 2"",210],[""Ending 2"",193],[""Fill 1"",181],[""Fill 2"",127],[""Ending 3"",109],[""Intro 3"",13]]","{""cc:11"":79,""cc:7"":79,""cc:0"":79,""cc:32"":71,""pb"":571,""cc:22"":96,""cc:1"":155,""cc:8"":2,""cc:67"":2,""cc:100"":1,""cc:103"":1,""cc:5"":1,""cc:66"":1}","{""1"":{""n"":155,""ge64"":43,""zero"":26,""max"":127}}","{""n"":571,""nonzero"":490,""positive"":113,""negative"":377,""zero"":81,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-7798.0,""p05"":-5218.0,""p10"":-4096.0,""p25"":-2081.0,""p50"":-912.0,""p75"":0.0,""p90"":2451.0,""p95"":6018.0,""p99"":7770.5,""max"":8045.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,25,21,Steirisch.Akk.1,12,"[[""ACC1"",20765],[""ACC2"",9357],[""ACC4"",2991],[""ACC3"",1097]]","[[""Variation 4"",6776],[""Variation 3"",5684],[""Variation 2"",4914],[""Variation 1"",4386],[""Intro 1"",3921],[""Ending 1"",3583],[""Intro 2"",1594],[""Fill 2"",886],[""Ending 2"",842],[""Fill 1"",754],[""Ending 3"",487],[""Break"",309],[""Intro 3"",74]]","{""cc:11"":236,""cc:7"":236,""cc:0"":236,""cc:32"":234,""pb"":4,""cc:22"":182}",{},"{""n"":4,""nonzero"":2,""positive"":0,""negative"":2,""zero"":2,""max_abs"":4095,""summary"":{""min"":-4095.0,""p01"":-4095.0,""p05"":-4095.0,""p10"":-4095.0,""p25"":-4095.0,""p50"":-2047.5,""p75"":0.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
