profile_id,origin,msb,lsb,program,sound,family,role,support_grade,styles,notes,stability,observed_fields,explicit_unknowns,exact_manual_dnc,community_candidates,completion_state
fd76b415ec2ebf9e20b7,FACTORY_CORPUS,121,1,32,Ac. Bass Buzz,BASS,BASS,LIMITED,3,1437,UNKNOWN,16,4,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
2343162e1b5fa714d0e5,FACTORY_CORPUS,121,1,34,Picked E.Bass 2,BASS,BASS,LIMITED,4,1847,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
2d7ba9779159f6eb8998,FACTORY_CORPUS,121,1,35,Fretless Bass 2,BASS,BASS,GOOD,7,2690,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
0808e5e5838e7e1cdf64,FACTORY_CORPUS,121,1,45,Pizz. Ensemble,STRINGS,ACC1,GOOD,5,2211,INSUFFICIENT_SPLIT_SUPPORT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
ef0f6e2d358ee77c1d5b,FACTORY_CORPUS,121,1,49,Sweeper Strings,ENSEMBLE,ACC2,FALLBACK,1,170,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d3e6fc3c265033057421,FACTORY_CORPUS,121,1,50,Synth Strings 3,ENSEMBLE,ACC4,FALLBACK,1,200,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
154e4f1fac6259fb7c84,FACTORY_CORPUS,121,1,52,Choir Aahs 2,ENSEMBLE,ACC4,LIMITED,3,299,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
eed18f568638061b3470,FACTORY_CORPUS,121,1,53,Humming,ENSEMBLE,ACC4,FALLBACK,1,48,UNKNOWN,13,7,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
699310439d6e179dbbd3,FACTORY_CORPUS,121,1,57,Trombone 2,BRASS,ACC4,FALLBACK,1,145,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
570f4d810ce2cd0e7abc,FACTORY_CORPUS,121,1,58,Oberkr. Tuba,BRASS,BASS,GOOD,5,1228,STABLE,16,4,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f9ccfa53cc6d292e3d3a,FACTORY_CORPUS,121,1,60,French Horn 2,BRASS,ACC1,FALLBACK,2,796,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
7936a2984f654ee1fbf0,FACTORY_CORPUS,121,1,61,Brass Section 2,BRASS,ACC3,FALLBACK,1,76,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
002a2d19ca285045cb2d,FACTORY_CORPUS,121,1,65,Alto Breath,REED,ACC2,FALLBACK,1,908,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
8607911861513a49144f,FACTORY_CORPUS,121,1,66,Tenor Sax Noise1,REED,ACC1,GOOD,5,3006,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
71e757c840c0a2da0941,FACTORY_CORPUS,121,1,71,Jazz Clarinet,REED,ACC5,STRONG,10,2925,MODERATE,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
ca89a33c5e97c0374099,FACTORY_CORPUS,121,1,73,Jazz Flute Expr.,PIPE,ACC3,LIMITED,3,570,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
6c8a2c9eaa12267c33f6,FACTORY_CORPUS,121,1,81,Lead Saw 2,SYNTH_LEAD,ACC3,FALLBACK,1,326,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
b6759d335c18d9f9fe27,FACTORY_CORPUS,121,1,88,Virtual Traveler,SYNTH_PAD,ACC2,FALLBACK,1,119,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
35991bd770faa518c2a8,FACTORY_CORPUS,121,1,93,Cosmic,SYNTH_PAD,ACC2,FALLBACK,1,86,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
265432af2d0ae701147e,FACTORY_CORPUS,121,1,96,Motion Ocean,SYNTH_FX,ACC5,FALLBACK,1,16,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
b310bf84ae58f3455d20,FACTORY_CORPUS,121,1,105,Banjo Key Off,ETHNIC,ACC5,FALLBACK,1,159,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
a63ba2703ff2f133fd77,FACTORY_CORPUS,121,1,108,Kalimba 2,ETHNIC,ACC2,FALLBACK,1,349,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
3700b002b1c432cbc78b,FACTORY_CORPUS,121,1,115,Castanets,PERCUSSIVE,PERC,FALLBACK,1,1894,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
b81c24197bc0d3d1484f,FACTORY_CORPUS,121,1,126,Laughing,SFX,ACC3,FALLBACK,1,85,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
470fc2fecc7e68acb146,FACTORY_CORPUS,121,2,0,Ac. Piano Dark,PIANO,ACC1,FALLBACK,2,389,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c4d15aeec23e2d76ac69,FACTORY_CORPUS,121,2,1,Piano Pad 1,SYNTH_PAD,ACC1,FALLBACK,1,432,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
87185a5b436a879072cd,FACTORY_CORPUS,121,2,2,M1 Piano,PIANO,ACC1,FALLBACK,1,310,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
afb76e17f56a5ebff1a5,FACTORY_CORPUS,121,2,4,EP1 Veloc.sw,PIANO,ACC1,LIMITED,3,545,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
23376df551237beacfa5,FACTORY_CORPUS,121,2,7,Clav Wah RX,PIANO,ACC3,FALLBACK,1,611,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d5ad02c8bf3455e60f86,FACTORY_CORPUS,121,2,11,Vibraphone 2,CHROMATIC_PERC,ACC4,FALLBACK,1,80,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d47c4fe196372026a32c,FACTORY_CORPUS,121,2,17,Perc. Organ 2,ORGAN,ACC2,FALLBACK,1,87,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
37a2aa694f3ab1fc45d3,FACTORY_CORPUS,121,2,18,Killer B,ORGAN,ACC4,FALLBACK,1,51,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
5af072bd16b51eed5b67,FACTORY_CORPUS,121,2,20,Small Pipe,ORGAN,ACC2,FALLBACK,1,56,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c8d92949eab0c20a65a3,FACTORY_CORPUS,121,2,21,Akordeon,ORGAN,ACC2,LIMITED,4,4866,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
21850739f9082959f95e,FACTORY_CORPUS,121,2,23,"Accordion 16,8'",ACCORDION_REED,ACC3,FALLBACK,1,362,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
ee40c1adc3187730b466,FACTORY_CORPUS,121,2,26,Club Jazz Gtr 1,GUITAR,ACC2,GOOD,7,4863,CONTEXT_DEPENDENT,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
0f078eae531cb93963d8,FACTORY_CORPUS,121,2,27,Club Jazz Gtr 1,GUITAR,ACC5,FALLBACK,1,8,UNKNOWN,13,7,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
8ac4dc084afafbc62213,FACTORY_CORPUS,121,2,28,Mute Vel. Gtr,GUITAR,ACC3,LIMITED,3,1613,UNKNOWN,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
1eeba24bc72d7d9332aa,FACTORY_CORPUS,121,2,31,E.Gtr Harmonics,GUITAR,ACC2,FALLBACK,1,460,UNKNOWN,13,7,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
a5b8879c1bf2d8278fa6,FACTORY_CORPUS,121,2,33,Finger E.Bass1,BASS,BASS,LIMITED,4,1990,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
651bdc5229521bc8893b,FACTORY_CORPUS,121,2,34,Picked E.Bass 3,BASS,BASS,GOOD,9,2316,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
e561b14e032184b0723e,FACTORY_CORPUS,121,2,35,Fretless Bass 3,BASS,ACC4,FALLBACK,1,9,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
fcbf4395859bedfbcd52,FACTORY_CORPUS,121,2,38,Syn Bass Reso,BASS,BASS,FALLBACK,1,128,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
aeeb393faeeefc3958a5,FACTORY_CORPUS,121,2,40,Violin Expr. 1,STRINGS,ACC5,LIMITED,3,1408,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d7e9df84da4614e3db7d,FACTORY_CORPUS,121,2,45,Pizz. Section,STRINGS,ACC4,FALLBACK,1,19,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c409ba549426d1bb933a,FACTORY_CORPUS,121,2,48,60's Strings,ENSEMBLE,ACC3,FALLBACK,1,15,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
1456e3bc9aaa03bc46e1,FACTORY_CORPUS,121,2,49,Full Strings,ENSEMBLE,ACC5,GOOD,6,736,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
70181f477a7f1cf5d250,FACTORY_CORPUS,121,2,50,Analog Strings 2,ENSEMBLE,ACC3,STRONG,34,4195,STABLE,16,4,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
3c973f9347e3dac22581,FACTORY_CORPUS,121,2,52,Ooh Voices,ENSEMBLE,ACC3,GOOD,5,478,INSUFFICIENT_SPLIT_SUPPORT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
95c49196ca3853e12b63,FACTORY_CORPUS,121,2,54,Vocalesque,ENSEMBLE,ACC4,FALLBACK,2,141,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
8faa4986bcfe176222ed,FACTORY_CORPUS,121,2,56,Trumpet Overb.,BRASS,ACC3,FALLBACK,1,937,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
1b2fe09fc9422cdc20a5,FACTORY_CORPUS,121,2,58,Tuba Gold,BRASS,BASS,FALLBACK,1,492,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
cad011ef4c0d00ef1b33,FACTORY_CORPUS,121,2,59,Wah Trumpet,BRASS,ACC3,GOOD,5,757,MODERATE,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
625193228d271ebdf70b,FACTORY_CORPUS,121,2,60,French Section,BRASS,ACC1,FALLBACK,2,854,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f9bd5fc245253f46ecaa,FACTORY_CORPUS,121,2,61,Tight Brass 3,BRASS,ACC4,STRONG,11,5146,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
beaca80f7fba1955c784,FACTORY_CORPUS,121,2,64,Soprano Pro,REED,ACC5,FALLBACK,1,46,UNKNOWN,13,7,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
5e640b4be0971f145235,FACTORY_CORPUS,121,2,65,Sax Ensemble,REED,ACC2,GOOD,5,1258,MODERATE,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
43d6d3e504088abe8ae2,FACTORY_CORPUS,121,2,73,Flute Switch,PIPE,ACC5,FALLBACK,2,537,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c57354d057c1e3975bab,FACTORY_CORPUS,121,2,80,Lead Sine,SYNTH_LEAD,ACC3,FALLBACK,1,134,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
dfd7cdc6ed4532883d61,FACTORY_CORPUS,121,2,81,Lead Saw Pulse,SYNTH_LEAD,ACC5,FALLBACK,1,147,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
57035f7ff0d8132c9c7d,FACTORY_CORPUS,121,2,84,Synchro City,SYNTH_LEAD,ACC2,FALLBACK,1,36,UNKNOWN,13,7,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
49e3db48f03e2f7f9057,FACTORY_CORPUS,121,2,87,Electro Lead,SYNTH_LEAD,ACC4,FALLBACK,2,1149,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
b4bc3fe3b511ef29f730,FACTORY_CORPUS,121,2,89,Master Pad,SYNTH_PAD,ACC5,LIMITED,3,392,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
bdc3da9dfc3c658149f1,FACTORY_CORPUS,121,2,90,Sky Watcher,SYNTH_PAD,ACC1,FALLBACK,2,469,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
4891f864c0afb7254839,FACTORY_CORPUS,121,2,91,Fresh Air 1,SYNTH_PAD,ACC5,FALLBACK,3,42,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
82ebc60c886244b45dcd,FACTORY_CORPUS,121,2,93,80's Pop Synth,SYNTH_PAD,ACC4,FALLBACK,1,221,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d6f44c2e31c764d63038,FACTORY_CORPUS,121,2,97,Reso Down,SYNTH_FX,ACC5,FALLBACK,1,19,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
228f707ecb97435be36d,FACTORY_CORPUS,121,2,101,Digi Ice Pad,SYNTH_PAD,ACC3,FALLBACK,1,123,UNKNOWN,13,7,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
97ef38dfea6ab5a1c45c,FACTORY_CORPUS,121,2,102,Echo Pan,SYNTH_FX,ACC5,FALLBACK,2,1311,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
cf374dc475050cbe02e6,FACTORY_CORPUS,121,2,105,Oud 2,ETHNIC,ACC2,FALLBACK,1,523,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
a85f4663660b9a013a67,FACTORY_CORPUS,121,2,111,Hichiriki,ETHNIC,ACC4,FALLBACK,1,149,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
090ff396e8310977a587,FACTORY_CORPUS,121,2,120,Ac. Bass String,SFX,ACC5,FALLBACK,1,420,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
78fd75b5a97973d61e10,FACTORY_CORPUS,121,3,0,Grand Piano,PIANO,ACC1,STRONG,68,56049,MODERATE,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
befd39c642f93d984f91,FACTORY_CORPUS,121,3,1,Piano Pad 2,SYNTH_PAD,ACC1,FALLBACK,1,13,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c1a6193927030543fdef,FACTORY_CORPUS,121,3,2,90's Piano,PIANO,ACC1,FALLBACK,1,84,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
69744ac1c795859368ea,FACTORY_CORPUS,121,3,4,60's E. Piano,PIANO,ACC1,LIMITED,4,2877,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
14c4aced50f763372e30,FACTORY_CORPUS,121,3,5,EP Legend,PIANO,ACC2,FALLBACK,1,382,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
74a5149a18456b0d7394,FACTORY_CORPUS,121,3,7,Clav Snap,PIANO,ACC2,FALLBACK,2,726,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
6c5b552ef1b1846e4baa,FACTORY_CORPUS,121,3,19,Pipe Mixture,ORGAN,ACC4,FALLBACK,1,140,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
84a601b239be5c1740e7,FACTORY_CORPUS,121,3,23,"Accordion16,8,4'",ACCORDION_REED,ACC3,FALLBACK,2,1029,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
7a330f54c0bc29c92181,FACTORY_CORPUS,121,3,26,Club Jazz Gtr 2,GUITAR,ACC1,LIMITED,3,753,UNKNOWN,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
4bd917e7c65b20cb4913,FACTORY_CORPUS,121,3,27,Chorus Guitar,GUITAR,ACC2,LIMITED,3,3406,UNKNOWN,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
3bbb749c3549f812e86e,OFFICIAL_MANUAL_ONLY,121,3,29,Crunch Gtr DNC,GUITAR,MANUAL_ONLY,NO_FACTORY_SUPPORT,0,0,NO_FACTORY_SUPPORT,0,22,True,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
94a1cd30da5015a7d68e,FACTORY_CORPUS,121,3,32,Acous. Bass Pro1,BASS,BASS,STRONG,10,2679,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
7c2400904d0cb50e9e81,FACTORY_CORPUS,121,3,33,Finger E.Bass2,BASS,BASS,STRONG,12,4014,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
a9a01f8998d70000151b,FACTORY_CORPUS,121,3,34,Stein Bass,BASS,BASS,STRONG,19,7283,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f38cd6838b9e62348a39,FACTORY_CORPUS,121,3,37,Dyna Slap Bass,BASS,BASS,FALLBACK,1,52,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
81b60da37fc86aee2343,FACTORY_CORPUS,121,3,39,Attack Pulse,BASS,BASS,FALLBACK,2,603,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
5f5651e0282d84415743,FACTORY_CORPUS,121,3,45,Double Strings,STRINGS,ACC3,LIMITED,3,1587,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
8325a78f076d9396719f,FACTORY_CORPUS,121,3,48,Stereo Strings,ENSEMBLE,ACC3,STRONG,26,4443,CONTEXT_DEPENDENT,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
9feb11105290f7bb81c7,FACTORY_CORPUS,121,3,50,Analog Velve,ENSEMBLE,ACC3,GOOD,7,702,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
c32700b2d374616d9a8e,FACTORY_CORPUS,121,3,57,Hard Trombone,BRASS,ACC1,FALLBACK,1,104,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
109bd4bdeba46b310a0c,FACTORY_CORPUS,121,3,57,Mute Ensemble 1,BRASS,ACC1,FALLBACK,1,189,UNKNOWN,16,4,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
17b926ec97e80c935987,FACTORY_CORPUS,121,3,59,Mute Ensemble 1,BRASS,ACC2,STRONG,11,6623,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
83720b8588ae05518182,FACTORY_CORPUS,121,3,61,Glen & Friends,BRASS,ACC3,GOOD,6,6434,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
bb347b6c4de32b2e330e,FACTORY_CORPUS,121,3,61,Mute Ensemble 1,BRASS,ACC1,FALLBACK,1,121,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
4eec185c9838fdaf7df7,FACTORY_CORPUS,121,3,63,Brass Pad,SYNTH_PAD,ACC4,FALLBACK,1,13,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
1ab9c5b17c0341d798bf,FACTORY_CORPUS,121,3,65,Breathy Alto Sax,REED,ACC3,LIMITED,3,984,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
2217c3f49a69bcefc294,FACTORY_CORPUS,121,3,66,Tenor Breath,REED,ACC4,FALLBACK,1,34,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
74994f248d3bf0a66175,FACTORY_CORPUS,121,3,67,Baritone Sax Pro,REED,ACC4,FALLBACK,2,376,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f02c9d3440b7b8d04dcb,FACTORY_CORPUS,121,3,71,Section Winds 1,REED,ACC4,FALLBACK,1,619,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
4d776ac83f925c38f2b5,FACTORY_CORPUS,121,3,89,Power Synth,SYNTH_PAD,ACC5,FALLBACK,1,255,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
1f72895397f0ab617dae,FACTORY_CORPUS,121,3,90,Synth Sweeper,SYNTH_PAD,ACC3,FALLBACK,1,171,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f7e4052f3b5da6f3b031,OFFICIAL_MANUAL_ONLY,121,3,96,Wave Cycle DNC,SYNTH_FX,MANUAL_ONLY,NO_FACTORY_SUPPORT,0,0,NO_FACTORY_SUPPORT,0,22,True,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
8d665bfe9e3b2d1725eb,FACTORY_CORPUS,121,3,107,Kanoun Trem. 2,ETHNIC,ACC1,FALLBACK,1,573,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
49b9e7b8b5e560d99ec2,FACTORY_CORPUS,121,3,109,HighlandBagPipes,ETHNIC,ACC4,FALLBACK,1,20,UNKNOWN,12,8,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
a7da759bd6289684d2bb,FACTORY_CORPUS,121,3,120,Vox Wah Chick RX,SFX,ACC4,GOOD,9,7285,INSUFFICIENT_SPLIT_SUPPORT,16,4,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d84f78fa640c9485dca0,FACTORY_CORPUS,121,4,0,Classic Piano,PIANO,ACC2,LIMITED,4,1658,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d6417a677de41b8099b2,FACTORY_CORPUS,121,4,1,Piano & Pad,SYNTH_PAD,ACC1,LIMITED,4,497,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d571f8900cd5432d291d,FACTORY_CORPUS,121,4,2,2000's Piano,PIANO,ACC1,FALLBACK,1,348,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
03cad057f5a7ae3009f7,FACTORY_CORPUS,121,4,4,Vintage EP,PIANO,ACC1,STRONG,13,4938,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
aa379fc1d446a80b7070,FACTORY_CORPUS,121,4,5,EP Phase,PIANO,ACC1,FALLBACK,2,156,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
5b527bede6bdc3a7f19c,FACTORY_CORPUS,121,4,16,Organ Low 1 V.,ORGAN,BASS,GOOD,6,751,INSUFFICIENT_SPLIT_SUPPORT,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
d6bbbd39e877cd30b891,FACTORY_CORPUS,121,4,17,Organ Low Pc. V.,ORGAN,ACC5,GOOD,7,557,CONTEXT_DEPENDENT,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
419b7030f1ce911085fd,FACTORY_CORPUS,121,4,20,Pipe Flute 1,ORGAN,ACC4,FALLBACK,1,364,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
9a855db9145046836e2c,FACTORY_CORPUS,121,4,23,"Acc.16,8' & Bass",ORGAN,ACC5,FALLBACK,2,1710,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
39ee58d087137eee2392,FACTORY_CORPUS,121,4,25,Steel Guitar 2,GUITAR,ACC1,FALLBACK,2,760,UNKNOWN,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
6367ff7524d7eefc69f5,FACTORY_CORPUS,121,4,26,Pedal Steel Gtr2,GUITAR,ACC3,FALLBACK,2,1139,UNKNOWN,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
5eccded55373f8c95dfd,FACTORY_CORPUS,121,4,27,Vintage S.2,GUITAR,ACC3,GOOD,8,5683,CONTEXT_DEPENDENT,15,5,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
da4f6d7e2b76277e7068,FACTORY_CORPUS,121,4,28,R&R Guitar,GUITAR,ACC3,LIMITED,3,3579,UNKNOWN,14,6,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
65b10d26e5498656f801,FACTORY_CORPUS,121,4,30,Power Chords,GUITAR,ACC3,LIMITED,3,767,UNKNOWN,16,4,False,velocity_triggered_sample_switching,COMPLETE_WITH_EXPLICIT_UNKNOWNS
46893f9f12675016593a,FACTORY_CORPUS,121,4,32,Acous. Bass Pro2,BASS,BASS,FALLBACK,2,1014,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
32c2c7639a0dd5f26d3f,FACTORY_CORPUS,121,4,33,Finger E.Bass3,BASS,BASS,FALLBACK,1,125,UNKNOWN,14,6,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
fba17078f1f8f4e4dea7,FACTORY_CORPUS,121,4,35,Dark R&B Bass1,BASS,BASS,GOOD,6,1341,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
4c9797fbc8d3f423297f,FACTORY_CORPUS,121,4,36,SlapFing Bass RX,BASS,BASS,STRONG,17,5573,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
67533e9416e7dc66886d,FACTORY_CORPUS,121,4,48,Legato Strings,ENSEMBLE,ACC4,GOOD,7,1249,CONTEXT_DEPENDENT,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
f5075ee04ee288f266e1,FACTORY_CORPUS,121,4,52,Take Voices 1,ENSEMBLE,ACC5,FALLBACK,2,470,UNKNOWN,15,5,False,,COMPLETE_WITH_EXPLICIT_UNKNOWNS
