instrument_profile_id,msb,lsb,program,sound,role,family,origin,support_grade,stability,routing,protected,eligible_defects,controller_guards,grouped_proxy_models,unknown_count
NIP-a3944387562179308551,0,32,0,AcousticPiano GM,ACC4,PIANO,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,4
NIP-da986481749ba8aa60d6,120,0,0,Standard Kit GM,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-02f1532efecaddd55a10,120,0,1,Standard Kit RX2,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,MODERATE,PRESERVE,True,,,,4
NIP-bbfbec4811db788275d2,120,0,2,Standard Kit RX3,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-a45c0ff5dde7d260385c,120,0,3,Ambient Kit RX,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,5
NIP-d573074075e3e0758152,120,0,4,Pop Std. Kit RX,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,6
NIP-6188f3efadd6743ce831,120,0,5,Standard Kit RX1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,MODERATE,PRESERVE,True,,,,6
NIP-463dea28b74d889056e5,120,0,6,Standard Kit RX4,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-504c64a42cc412e12cd5,120,0,7,Standard Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-46b8e1f3a08aef52bbe8,120,0,8,Room Kit GM,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-2e0e0b44083da1cd0dea,120,0,9,HipHop Kit 1,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-659ce40a53c423f867cd,120,0,10,Jungle Kit,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-dee09e00d7949cc1dd10,120,0,11,Techno Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-74a209df6055212cd44c,120,0,12,Room Kit 2,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-ebe0b74cabb145c268b6,120,0,13,HipHop Kit 2,PERC,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-24cbf7112ebd4929afda,120,0,15,Techno Kit 3,PERC,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-6a2066330e086dd2f423,120,0,17,Power Kit 2,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-55d92943e7436920625b,120,0,18,Power Kit RX1,DRUM,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,PRESERVE,True,,,,6
NIP-3056f100b3055e881db5,120,0,19,Power Kit RX2,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,5
NIP-a102ed5ce9579c9ed81b,120,0,26,House Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,MODERATE,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-83e22ca3ee37b8490761,120,0,27,House Kit 2,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-07a592bf34fc24b2bd32,120,0,28,House Kit 3,PERC,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-780ecda3fd1e33acf722,120,0,30,House Kit RX1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-ea7e3af2e67b2df9ef41,120,0,31,House Kit RX2,PERC,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-9c0d511099e8a6556a62,120,0,32,Jazz Kit GM,DRUM,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-3e30ac02bb10cc6e0090,120,0,33,Jazz Kit RX1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-f43a3cac5ee1e3b368ba,120,0,34,Jazz Kit RX2,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,4
NIP-dbe602cca69a11e0e71a,120,0,35,Jazz Kit RX2,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,6
NIP-637c1f73e6bb465b81ed,120,0,35,Jazz Kit RX3,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-c6a446c41f8c24d54a21,120,0,41,Brush Kit 2,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-61d33b89a2da55dbe7c2,120,0,42,Brush Kit RX1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,4
NIP-778a2a2c43fa4ca2c99b,120,0,43,Brush Kit RX2,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,PRESERVE,True,,,,5
NIP-af1ebab47bbb6db35e83,120,0,48,Orchestra Kit GM,DRUM,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,4
NIP-27b4e0bba33797aae8f9,120,0,50,Bdrum&Sdrum Kit,PERC,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-a109e395b61984b71f17,120,0,51,Arabian Kit 1,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-ad88d3c0c37322f42c0b,120,0,56,SFX Kit GM,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-1d8e73487ba7968b4741,120,0,57,SFX Kit 2,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-94dc8b7f915461b8c4bf,120,0,64,Percussion Kit,PERC,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,4
NIP-25d63fbe03f4b117c7be,120,0,65,Latin Perc. Kit1,PERC,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-5dd58fc4622a888cb476,120,0,66,Trinity Perc.Kit,PERC,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,4
NIP-75262399718d5270c98d,120,0,67,i30 Perc. Kit,PERC,DRUM_KIT,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-72152df011512c11aa1b,120,0,68,Latin Perc. Kit2,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-61a93cfcee3c95a89033,120,0,72,Hip Hop Kit RX,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,5
NIP-e9a973c9a9679c63e57a,120,0,73,Techno Kit RX,DRUM,DRUM_KIT,FACTORY_CORPUS,LIMITED,UNKNOWN,PRESERVE,True,,,,5
NIP-2f369c46200f45903899,120,0,74,Dance Kit RX,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,5
NIP-5073b876298f88c4018d,120,0,89,Pop Std. Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,STABLE,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-5074633d63ed4d26c205,120,0,90,Pop Std. Kit 2,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,MODERATE,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-4a01204d00245905ce92,120,0,96,Elektro Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-ab5e5a55b307b4e8742f,120,0,97,Elektro Kit 2,DRUM,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-a62930c00cd8a3f2a24d,120,0,117,Arabian Kit 2,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-9919d6a1db4a4dd679e6,120,0,122,Electro Kit,PERC,DRUM_KIT,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,5
NIP-5ad8f56e45a4e84af8d4,120,0,123,Analog Kit,PERC,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
NIP-6ce29a1ace3b40b3f104,120,0,125,Brush Kit 1,DRUM,DRUM_KIT,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,4
NIP-5b80f52a428ee08e9261,121,0,0,AcousticPiano GM,ACC1,PIANO,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,5
NIP-7d826f149ab5696c8c0d,121,0,1,Bright Piano GM,ACC1,PIANO,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,5
NIP-be2123faa70b47a32c36,121,0,3,Honky-Tonk GM,ACC1,PIANO,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,5
NIP-bd98c5f86aa32e905807,121,0,4,E. Piano 1 GM,ACC1,PIANO,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,5
NIP-cebd7a7d182642aafd01,121,0,5,E. Piano 2 GM,ACC1,PIANO,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,5
NIP-c1e5653cc6a9adb04784,121,0,7,Clav GM,ACC2,PIANO,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,64,,6
NIP-70952c9413b559124433,121,0,8,Celesta GM,ACC4,CHROMATIC_PERC,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,5
NIP-df4a63f0d790ffe085a2,121,0,9,Glockenspiel GM,ACC3,CHROMATIC_PERC,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,6
NIP-dd32d79f1f49e02a808a,121,0,11,Vibraphone 1 GM,ACC3,CHROMATIC_PERC,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,6
NIP-02c2c267be2fabea8c48,121,0,12,Marimba GM,ACC5,CHROMATIC_PERC,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,6
NIP-f8919884d4b9692cbb03,121,0,13,Xylophone GM,ACC2,CHROMATIC_PERC,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,5
NIP-a8a2307ae88b397e5e40,121,0,15,Dulcimer GM,ACC2,CHROMATIC_PERC,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,7
NIP-ebce546fc530904a40ff,121,0,17,Perc. Organ GM,ACC1,ORGAN,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP,,,6
NIP-a8cbeea8d68e8f9ee5ae,121,0,21,Accordion GM,ACC1,ACCORDION_REED,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-73557013c80e1c7d4f3d,121,0,24,Nylon Guitar GM,ACC2,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,7
NIP-d7ba088ce039bb68d1bb,121,0,25,Steel Guitar GM,ACC3,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-d0d13a032c9012924875,121,0,26,Jazz Guitar GM,ACC1,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,6
NIP-5fb8c85bc748c8137edc,121,0,27,Clean Guitar GM,ACC2,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,6
NIP-4eb3ef9f464b116d1d0a,121,0,28,AcousticPiano GM,ACC4,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,4
NIP-34e697986f13e5982aab,121,0,28,Muted Guitar GM,ACC4,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-ead2527b8217ac4c4955,121,0,32,Acoustic Bass GM,BASS,BASS,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-022155d868a4f8f7c740,121,0,33,Finger Bass GM,BASS,BASS,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-9e37cd793eea5c12a83e,121,0,34,Picked E.Bass GM,BASS,BASS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-dbdafb757c708c03e557,121,0,35,Fretless Bass GM,BASS,BASS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,4
NIP-08efd6713e1f9a3ad347,121,0,38,Synth Bass 1 GM,BASS,BASS,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,6
NIP-454b46d046ccaed1e5da,121,0,39,Synth Bass 2 GM,BASS,BASS,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GROOVE_DRIFT,1|2|64|80|81,,6
NIP-ef8a33a86e9a52a2795e,121,0,45,Pizzicato Str.GM,ACC3,STRINGS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-25fcdedbe6271e7510ec,121,0,46,Harp GM,ACC2,STRINGS,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,5
NIP-d528a9f842182894773b,121,0,47,Timpani GM,BASS,STRINGS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,5
NIP-c1a5593554f4cb7c6819,121,0,48,Strings Ens.1 GM,ACC4,ENSEMBLE,FACTORY_CORPUS,GOOD,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,5
NIP-01ca3b7b3fdb9619dff6,121,0,49,Strings Ens.2 GM,ACC5,ENSEMBLE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|CHORD_DESYNC,1|2|64|80|81,,10
NIP-8d954cb2cc75d37f1499,121,0,50,Synth Strings1GM,ACC4,ENSEMBLE,FACTORY_CORPUS,GOOD,INSUFFICIENT_SPLIT_SUPPORT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,4
NIP-5987cf198f35f08a26f0,121,0,52,Choir Aahs GM,ACC4,ENSEMBLE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-a771693e6fb455410cbb,121,0,54,Synth Voice GM,ACC4,ENSEMBLE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-301d3833bc7464647197,121,0,59,Mute Trumpet GM,ACC3,BRASS,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-4d5159284f75fed22106,121,0,60,French Horn GM,ACC2,BRASS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-7adaa86cd0f719f39698,121,0,66,Tenor Sax GM,ACC4,REED,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-78694d6b9688a879b514,121,0,67,Baritone Sax GM,ACC4,REED,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,4
NIP-c658b5033afcb3f54f26,121,0,70,Bassoon GM,ACC3,REED,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,6
NIP-158dffd77e29c2a00905,121,0,73,Flute GM,ACC1,PIPE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,7
NIP-6d48aeb3c520532a4c1e,121,0,76,Blown Bottle GM,ACC5,PIPE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,6
NIP-09db656dd4a9d879d1d9,121,0,81,Lead Saw GM,ACC2,SYNTH_LEAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,6
NIP-0905dd9311a0a53e55ac,121,0,86,Fifths Lead GM,ACC3,SYNTH_LEAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,7
NIP-3098c8e5f48a14d46d32,121,0,88,New Age Pad GM,ACC3,SYNTH_PAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-e7568ec32fa10857a92d,121,0,93,Metallic Pad GM,ACC1,SYNTH_PAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,8
NIP-734256d4fde6efb8e21b,121,0,94,Halo Pad GM,ACC4,SYNTH_PAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-2f2e3ba04e1f6e07e96c,121,0,95,Sweep Pad GM,ACC4,SYNTH_PAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,GATE_TRUNCATE|GATE_OVERLAP|CHORD_DESYNC,1|2|64|80|81,,6
NIP-507badc116d1a6e9f5dc,121,0,98,Crystal GM,ACC2,SYNTH_FX,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,6
NIP-5f823643dcd30772907b,121,0,99,Atmosphere GM,ACC1,SYNTH_FX,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,7
NIP-28a687de1be74c690a67,121,0,100,Brightness GM,ACC3,SYNTH_FX,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,,,6
NIP-83e1e11873e84c146901,121,0,105,Banjo GM,ACC3,ETHNIC,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,6
NIP-94bd1425b474a7dbc8f4,121,0,106,Shamisen GM,ACC2,ETHNIC,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,5
NIP-fba2f058e65f2b8f83eb,121,0,110,Fiddle GM,ACC4,ETHNIC,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,,,5
NIP-1cc098c6a9e085f41971,121,0,112,Tinkle Bell GM,ACC5,PERCUSSIVE,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|DUPLICATE_HIT|GROOVE_DRIFT,,,6
