instrument_profile_id,msb,lsb,program,sound,role,family,origin,support_grade,stability,routing,protected,eligible_defects,controller_guards,grouped_proxy_models,unknown_count
NIP-3b70e7ee0a1920a6d13d,121,32,25,Real Folk Gtr,ACC2,GUITAR,FACTORY_CORPUS,STRONG,CONTEXT_DEPENDENT,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,4
NIP-1718d834cef32a01f6f4,121,32,25,Steel Guitar 3,ACC2,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,8
NIP-b28a49b317bc4d6c15b1,121,32,26,Pedal Steel Gtr1,ACC3,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-03e026363e1d5dfe4dc3,121,32,26,Pedal Steel Gtr2,ACC3,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,5
NIP-6056d80d3d632212f413,121,32,27,Chorus Gtr Pro,ACC5,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,7
NIP-02e4bd4972fde0545c54,121,32,27,Clean Gtr Pro1,ACC3,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,4
NIP-cd3a6ea3735a966e59e3,121,32,27,Real El.Gtr ST2,ACC4,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,6
NIP-64985acaed70f742e211,121,32,30,Dist. Guitar RX2,ACC4,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,PRESERVE,True,,1|2|64|80|81,,8
NIP-4b7d06814ebb0c83ca8e,121,32,61,Big Band Brass 1,ACC5,BRASS,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-4c177dbb2aa1572a1d18,121,32,61,Tight Brass 3,ACC3,BRASS,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,7
NIP-baf6fca10b3744f01b95,121,32,80,Sine Wave,ACC3,SYNTH_LEAD,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,7
NIP-209c3744c56c95f5173f,121,33,25,Real 12 Strings,ACC3,GUITAR,FACTORY_CORPUS,FALLBACK,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE|CHORD_DESYNC|GROOVE_DRIFT,1|2|64|80|81,,4
NIP-a6ca5c19995c7200958c,121,34,25,RealFolk Gtr DNC,MANUAL_ONLY,GUITAR,OFFICIAL_MANUAL_ONLY,NO_FACTORY_SUPPORT,NO_FACTORY_SUPPORT,PRESERVE,True,,1|2|64|80|81,,22
NIP-837f86ce3e0a1424cb78,121,34,61,Trpts &Trombs,ACC3,BRASS,FACTORY_CORPUS,LIMITED,UNKNOWN,EXACT_EVIDENCE_ANALYZE,False,ONSET_SPIKE|GATE_TRUNCATE,1|2|64|80|81|aftertouch|pitch_bend,,5
NIP-1066bb1a13ee40fb41b8,121,35,25,Steel Gtr DNC,MANUAL_ONLY,GUITAR,OFFICIAL_MANUAL_ONLY,NO_FACTORY_SUPPORT,NO_FACTORY_SUPPORT,PRESERVE,True,,1|2|64|80|81,,22
