msb,lsb,program,kit,key,hits,styles,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,dur_center,top_positions
120,0,18,Power Kit RX1,38,261,2,24.0,45.0,62.0,68.0,85.0,95.0,115.0,1.0,"[[0,161],[96,77],[144,19],[48,4]]"
120,0,6,Standard Kit RX4,35,261,1,100.0,100.0,110.0,110.0,120.0,120.0,120.0,18.0,"[[0,174],[96,87]]"
120,0,50,Bdrum&Sdrum Kit,34,260,2,39.0,40.0,40.0,44.0,64.0,64.0,114.0,1.0,"[[0,138],[96,121],[144,1]]"
120,0,65,Latin Perc. Kit1,40,260,2,36.0,40.0,47.0,48.0,57.0,60.0,88.0,121.0,"[[96,137],[0,120],[132,2],[144,1]]"
120,0,65,Latin Perc. Kit1,109,259,1,99.0,99.0,99.0,99.0,117.0,127.0,127.0,1.0,"[[0,255],[96,4]]"
120,0,28,House Kit 3,64,259,2,55.0,82.0,86.0,97.0,98.0,118.0,127.0,1.0,"[[96,144],[144,115]]"
120,0,5,Standard Kit RX1,27,259,1,10.0,38.0,43.0,48.0,63.0,68.0,107.0,26.0,"[[96,109],[144,109],[48,37],[0,4]]"
120,0,5,Standard Kit RX1,56,259,1,55.0,55.0,55.0,55.0,55.0,55.0,55.0,1.0,"[[0,259]]"
120,0,9,HipHop Kit 1,38,258,2,33.0,52.0,66.0,91.0,102.0,114.0,124.0,1.0,"[[0,110],[156,77],[60,45],[48,9],[96,8],[144,4],[168,3],[180,2]]"
120,0,15,Techno Kit 3,81,258,1,51.0,62.0,72.0,76.0,90.0,96.0,102.0,1.0,"[[0,156],[60,34],[96,34],[156,34]]"
120,0,19,Power Kit RX2,42,257,1,62.0,65.0,65.0,95.0,113.0,113.0,127.0,7.0,"[[0,124],[96,116],[156,17]]"
120,0,89,Pop Std. Kit 1,45,256,14,55.0,96.0,104.0,114.0,124.25,127.0,127.0,48.0,"[[0,73],[96,69],[144,41],[48,21],[132,16],[60,14],[180,10],[108,6]]"
120,0,67,i30 Perc. Kit,50,256,1,64.0,64.0,72.0,86.0,93.5,100.0,100.0,2.0,"[[0,64],[60,64],[96,64],[156,64]]"
120,0,10,Jungle Kit,59,256,1,90.0,90.0,95.0,101.0,101.0,105.0,105.0,1.0,"[[60,93],[96,82],[0,81]]"
120,0,66,Trinity Perc.Kit,69,255,3,40.0,43.0,58.0,86.0,90.0,94.0,124.0,1.0,"[[96,207],[0,44],[120,4]]"
120,0,32,Jazz Kit GM,36,254,2,121.0,121.0,121.0,121.0,121.0,121.0,121.0,45.0,"[[0,254]]"
120,0,5,Standard Kit RX1,43,253,20,39.0,74.0,94.0,112.0,120.0,126.8,127.0,2.0,"[[96,65],[0,53],[48,30],[144,23],[132,13],[180,11],[72,10],[24,10]]"
120,0,125,Brush Kit 1,18,253,1,59.0,66.0,68.0,69.0,75.0,81.0,92.0,1.0,"[[156,118],[60,105],[36,15],[96,15]]"
120,0,34,Jazz Kit RX2,49,252,31,50.0,80.0,100.0,108.0,120.0,126.0,127.0,2.0,"[[0,205],[96,21],[168,7],[156,6],[144,5],[132,4],[120,3],[48,1]]"
120,0,4,Pop Std. Kit RX,46,251,12,40.0,84.0,99.0,104.0,110.0,115.0,127.0,2.0,"[[0,101],[96,99],[132,16],[144,11],[120,10],[60,10],[72,4]]"
120,0,31,House Kit RX2,0,251,1,62.0,72.0,76.0,80.0,82.0,84.0,88.0,1.0,"[[0,85],[48,84],[144,82]]"
120,0,2,Standard Kit RX3,43,249,17,1.0,43.0,72.0,102.0,114.0,120.0,127.0,21.0,"[[0,56],[96,43],[132,41],[144,30],[60,29],[48,16],[72,9],[120,8]]"
120,0,28,House Kit 3,70,248,2,56.0,61.0,64.0,72.0,96.0,110.0,114.0,1.0,"[[96,124],[0,89],[144,35]]"
120,0,30,House Kit RX1,37,247,2,2.0,56.0,56.0,65.0,80.0,108.0,108.0,33.0,"[[0,78],[48,77],[144,76],[96,16]]"
120,0,123,Analog Kit,39,247,3,64.0,64.0,64.0,127.0,127.0,127.0,127.0,1.0,"[[0,167],[48,76],[60,4]]"
120,0,26,House Kit 1,36,246,4,78.0,105.5,117.0,126.0,126.0,126.0,126.0,2.0,"[[0,154],[144,56],[96,19],[48,8],[156,5],[60,2],[84,1],[36,1]]"
120,0,10,Jungle Kit,79,246,1,70.0,90.0,101.0,119.0,127.0,127.0,127.0,1.0,"[[0,84],[96,78],[156,46],[60,38]]"
120,0,48,Orchestra Kit GM,42,245,2,6.0,39.0,56.0,70.0,89.0,104.0,127.0,11.0,"[[0,124],[96,51],[144,27],[48,15],[120,9],[168,9],[24,5],[72,5]]"
120,0,89,Pop Std. Kit 1,57,244,19,85.0,100.0,102.0,113.0,124.0,127.0,127.0,47.0,"[[0,230],[96,6],[132,3],[48,2],[120,2],[180,1]]"
120,0,11,Techno Kit 1,46,244,2,82.0,82.0,84.0,90.0,90.0,99.0,108.0,1.0,"[[96,244]]"
120,0,19,Power Kit RX2,54,244,1,31.0,31.0,39.0,39.0,63.0,95.0,95.0,2.5,"[[0,64],[48,60],[96,60],[144,60]]"
120,0,28,House Kit 3,40,243,6,14.0,51.0,71.0,81.0,127.0,127.0,127.0,1.0,"[[0,107],[144,55],[48,32],[60,25],[156,15],[96,3],[12,2],[180,1]]"
120,0,34,Jazz Kit RX2,22,243,12,27.0,70.4,103.0,108.0,110.0,119.4,127.0,1.0,"[[0,182],[96,16],[156,13],[48,12],[144,9],[60,8],[180,3]]"
120,0,2,Standard Kit RX3,57,242,22,18.0,42.0,67.0,87.5,106.0,114.0,127.0,12.0,"[[0,141],[96,21],[132,13],[36,12],[156,10],[144,8],[180,8],[48,8]]"
120,0,67,i30 Perc. Kit,67,242,3,85.0,86.0,106.0,115.0,127.0,127.0,127.0,32.0,"[[0,168],[132,72],[36,2]]"
120,0,57,SFX Kit 2,42,242,1,33.0,37.0,52.0,66.0,72.0,76.0,76.0,1.0,"[[96,212],[0,30]]"
120,0,117,Arabian Kit 2,79,242,1,66.0,76.0,78.0,84.0,87.0,90.0,105.0,35.0,"[[96,121],[144,110],[0,11]]"
120,0,13,HipHop Kit 2,46,241,4,57.0,74.0,80.0,101.0,116.0,117.0,117.0,1.0,"[[96,186],[0,55]]"
120,0,74,Dance Kit RX,40,241,1,19.0,76.0,92.0,97.0,102.0,112.0,118.0,48.0,"[[96,51],[144,51],[48,46],[0,45],[24,12],[72,12],[120,12],[168,12]]"
120,0,34,Jazz Kit RX2,55,240,28,40.0,80.0,100.0,107.0,115.0,122.0,126.0,26.0,"[[0,157],[96,38],[156,20],[144,19],[84,2],[168,1],[60,1],[72,1]]"
120,0,15,Techno Kit 3,80,240,1,44.0,48.0,54.0,59.0,62.0,70.0,74.0,1.0,"[[96,120],[156,120]]"
120,0,5,Standard Kit RX1,45,239,23,26.0,64.0,83.0,107.0,114.0,127.0,127.0,2.0,"[[96,42],[48,41],[132,32],[0,31],[144,28],[60,25],[180,10],[12,7]]"
120,0,33,Jazz Kit RX1,37,238,7,28.0,70.0,80.0,97.0,115.0,127.0,127.0,2.0,"[[0,200],[96,29],[132,5],[48,2],[144,1],[180,1]]"
120,0,27,House Kit 2,35,238,4,53.0,62.0,84.0,92.0,97.0,121.0,127.0,1.0,"[[96,109],[0,79],[156,40],[48,8],[144,2]]"
120,0,123,Analog Kit,61,237,3,15.0,44.0,55.0,80.0,87.0,90.0,90.0,1.0,"[[0,110],[60,65],[144,32],[48,15],[96,15]]"
120,0,64,Percussion Kit,47,236,4,71.0,73.0,88.0,90.0,96.25,97.0,119.0,73.0,"[[0,135],[96,94],[120,4],[144,3]]"
120,0,5,Standard Kit RX1,9,234,6,44.0,68.0,100.25,114.0,114.0,114.0,121.0,81.0,"[[0,199],[144,10],[108,7],[96,6],[120,4],[36,3],[168,2],[84,1]]"
120,0,6,Standard Kit RX4,69,232,1,45.0,45.0,45.0,45.0,45.0,45.0,45.0,46.0,"[[48,116],[144,116]]"
120,0,18,Power Kit RX1,35,232,2,65.0,85.0,99.0,110.0,110.0,110.0,116.0,1.0,"[[0,220],[96,12]]"
120,0,26,House Kit 1,62,231,2,57.0,73.0,79.0,103.0,112.0,123.0,123.0,1.0,"[[0,141],[60,90]]"
120,0,41,Brush Kit 2,19,231,1,37.0,57.0,74.0,102.0,108.0,114.0,123.0,1.0,"[[144,73],[0,60],[96,50],[48,46],[36,2]]"
120,0,3,Ambient Kit RX,69,230,1,33.0,41.0,45.0,49.0,57.0,61.0,66.0,11.0,"[[0,68],[48,54],[96,54],[144,54]]"
120,0,2,Standard Kit RX3,22,230,6,40.0,50.0,102.25,115.0,120.0,120.0,127.0,48.0,"[[0,161],[144,51],[48,15],[96,3]]"
120,0,42,Brush Kit RX1,0,230,1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,1.0,"[[132,188],[0,24],[36,16],[96,2]]"
120,0,30,House Kit RX1,59,228,3,56.0,60.0,66.0,102.0,106.0,106.0,127.0,2.0,"[[0,116],[96,112]]"
120,0,27,House Kit 2,59,228,1,66.0,68.0,70.0,72.0,74.5,83.0,89.0,1.0,"[[0,121],[96,107]]"
120,0,13,HipHop Kit 2,35,226,2,38.0,72.0,84.0,105.0,111.0,114.0,127.0,1.0,"[[96,80],[0,68],[156,51],[60,27]]"
120,0,27,House Kit 2,46,225,4,68.0,96.0,117.0,126.0,127.0,127.0,127.0,1.0,"[[96,179],[60,19],[0,17],[156,9],[144,1]]"
120,0,74,Dance Kit RX,82,224,1,14.0,122.0,122.0,122.0,127.0,127.0,127.0,48.0,"[[96,112],[144,112]]"
120,0,5,Standard Kit RX1,17,223,6,13.0,48.0,83.0,118.0,127.0,127.0,127.0,1.0,"[[0,99],[144,28],[96,23],[48,16],[156,12],[120,9],[168,7],[108,7]]"
120,0,90,Pop Std. Kit 2,39,223,4,81.0,91.0,92.0,105.0,108.0,110.0,124.0,48.0,"[[0,175],[132,24],[96,22],[36,2]]"
120,0,4,Pop Std. Kit RX,49,223,11,49.0,61.0,85.0,100.0,120.0,127.0,127.0,22.0,"[[0,140],[96,24],[120,15],[144,11],[168,9],[24,9],[60,9],[132,5]]"
120,0,34,Jazz Kit RX2,45,221,26,48.0,82.0,94.0,105.0,110.0,118.0,127.0,2.0,"[[96,48],[48,37],[0,33],[132,29],[60,27],[144,15],[156,8],[12,7]]"
120,0,2,Standard Kit RX3,39,219,4,48.0,81.0,104.5,105.0,121.0,121.0,126.0,24.0,"[[0,132],[180,36],[96,16],[132,14],[12,6],[120,5],[144,4],[36,4]]"
120,0,73,Techno Kit RX,36,219,2,77.0,127.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[0,195],[96,22],[156,2]]"
120,0,2,Standard Kit RX3,41,218,15,5.0,34.0,56.0,98.0,112.0,120.0,127.0,22.0,"[[96,47],[0,36],[132,31],[60,30],[144,19],[12,9],[84,7],[72,7]]"
120,0,123,Analog Kit,32,218,2,64.0,74.0,85.0,106.0,114.0,120.0,120.0,35.0,"[[0,79],[96,79],[48,31],[144,29]]"
120,0,65,Latin Perc. Kit1,69,218,2,43.0,43.0,51.0,73.0,81.0,110.0,110.0,1.0,"[[0,122],[96,96]]"
120,0,35,Jazz Kit RX3,64,216,1,96.0,102.0,102.0,108.0,108.0,111.0,111.0,1.0,"[[96,108],[156,108]]"
120,0,28,House Kit 3,9,215,3,68.0,93.0,93.0,94.0,100.0,109.0,109.0,1.0,"[[0,196],[144,9],[96,8],[48,2]]"
120,0,1,Standard Kit RX2,4,214,10,44.0,50.3,61.0,94.0,110.0,115.0,125.0,11.0,"[[0,78],[48,55],[144,31],[180,17],[132,9],[60,8],[36,6],[156,4]]"
120,0,96,Elektro Kit 1,40,214,1,87.0,124.0,124.0,124.0,124.0,124.0,126.0,22.0,"[[0,179],[96,18],[144,17]]"
120,0,50,Bdrum&Sdrum Kit,48,214,2,96.0,105.0,127.0,127.0,127.0,127.0,127.0,1.0,"[[0,106],[156,55],[60,28],[96,25]]"
120,0,26,House Kit 1,20,214,1,72.0,79.0,81.0,87.0,89.0,93.0,117.0,1.0,"[[0,107],[156,107]]"
120,0,26,House Kit 1,63,214,1,99.0,101.0,106.0,106.0,106.0,117.0,122.0,1.0,"[[96,214]]"
120,0,28,House Kit 3,36,213,5,55.0,80.0,85.0,93.0,117.0,117.0,127.0,1.0,"[[96,73],[0,41],[156,36],[48,32],[144,31]]"
120,0,35,Jazz Kit RX3,19,210,1,97.0,100.0,118.0,127.0,127.0,127.0,127.0,1.0,"[[96,82],[156,63],[0,61],[60,4]]"
120,0,15,Techno Kit 3,24,209,1,50.0,68.0,76.0,76.0,76.0,81.0,127.0,1.0,"[[0,139],[132,27],[60,12],[156,10],[36,7],[96,6],[144,4],[180,4]]"
120,0,31,House Kit RX2,51,208,4,37.0,44.7,59.0,84.0,95.75,103.0,103.0,1.0,"[[0,107],[96,69],[144,32]]"
120,0,2,Standard Kit RX3,82,208,1,26.0,29.0,32.5,33.5,36.0,37.0,39.0,1.0,"[[48,104],[144,104]]"
120,0,65,Latin Perc. Kit1,66,206,3,60.0,60.0,71.0,71.0,71.0,78.0,97.0,2.0,"[[96,120],[0,59],[144,26],[12,1]]"
120,0,66,Trinity Perc.Kit,83,206,1,45.0,45.0,51.0,51.0,60.0,60.0,60.0,48.0,"[[0,85],[96,73],[144,48]]"
120,0,125,Brush Kit 1,54,205,2,20.0,28.0,42.0,50.0,66.0,66.0,76.0,2.0,"[[0,145],[72,8],[24,6],[48,6],[96,6],[12,4],[108,4],[120,4]]"
120,0,26,House Kit 1,16,204,2,21.0,67.0,78.0,102.0,111.0,115.0,127.0,1.0,"[[144,61],[96,52],[0,36],[48,33],[84,7],[132,7],[180,4],[36,4]]"
120,0,51,Arabian Kit 1,81,204,1,15.0,104.0,109.0,115.0,126.0,126.0,127.0,1.0,"[[96,100],[0,74],[60,15],[156,15]]"
120,0,48,Orchestra Kit GM,57,203,4,13.0,31.0,49.0,70.0,91.0,105.0,127.0,15.0,"[[0,135],[132,15],[96,9],[144,6],[60,6],[180,6],[36,4],[84,4]]"
120,0,66,Trinity Perc.Kit,36,203,2,77.0,80.0,90.0,90.0,90.0,90.0,90.0,1.0,"[[0,203]]"
120,0,15,Techno Kit 3,36,202,1,73.0,89.1,105.0,117.0,118.0,118.0,127.0,1.0,"[[0,146],[132,56]]"
120,0,64,Percussion Kit,77,200,5,50.0,62.0,66.0,88.0,96.0,102.0,102.0,1.0,"[[96,85],[144,76],[48,11],[0,8],[24,6],[120,6],[72,4],[168,4]]"
120,0,125,Brush Kit 1,37,200,5,46.0,93.0,96.0,109.0,114.0,121.0,126.0,1.0,"[[0,186],[72,6],[84,4],[132,2],[144,2]]"
120,0,64,Percussion Kit,91,200,1,87.0,87.0,90.5,93.5,96.0,96.0,96.0,480.0,"[[0,100],[96,100]]"
120,0,64,Percussion Kit,90,200,1,61.0,61.0,62.0,67.0,70.5,73.0,73.0,576.0,"[[48,100],[144,100]]"
120,0,65,Latin Perc. Kit1,54,200,3,56.0,57.0,58.0,70.0,100.0,100.0,117.0,1.0,"[[0,148],[96,52]]"
120,0,13,HipHop Kit 2,54,199,3,40.0,48.0,50.0,60.0,119.0,127.0,127.0,47.0,"[[96,128],[0,71]]"
120,0,66,Trinity Perc.Kit,41,199,3,75.0,89.0,91.0,100.0,120.0,125.0,125.0,1.0,"[[0,94],[156,58],[96,47]]"
120,0,31,House Kit RX2,17,199,1,68.0,68.0,80.0,84.0,89.0,92.0,92.0,1.0,"[[144,78],[0,72],[48,49]]"
120,0,96,Elektro Kit 1,81,197,1,21.0,68.0,84.0,97.0,108.0,110.0,115.0,48.0,"[[144,110],[0,87]]"
120,0,4,Pop Std. Kit RX,59,197,3,50.0,65.0,80.0,85.0,99.0,110.0,117.0,48.0,"[[96,88],[0,80],[144,21],[60,4],[132,4]]"
120,0,117,Arabian Kit 2,65,197,2,74.0,84.0,84.0,84.0,87.0,102.0,102.0,44.0,"[[0,97],[48,46],[96,24],[144,23],[60,3],[156,2],[108,2]]"
120,0,18,Power Kit RX1,42,196,3,55.0,61.5,78.0,80.0,89.0,105.0,126.0,1.0,"[[0,105],[96,49],[156,30],[144,8],[132,4]]"
120,0,11,Techno Kit 1,28,195,1,51.0,54.0,55.0,61.0,74.0,84.0,84.0,1.0,"[[0,78],[144,78],[48,39]]"
120,0,64,Percussion Kit,73,192,2,86.0,86.0,86.0,107.0,116.0,118.0,118.0,2.0,"[[96,96],[144,96]]"
120,0,15,Techno Kit 3,64,192,2,55.0,59.0,66.0,76.0,90.0,99.0,115.0,1.0,"[[96,90],[156,90],[0,6],[132,6]]"
120,0,64,Percussion Kit,80,192,2,81.0,107.0,107.0,107.0,107.0,107.0,107.0,1.0,"[[0,191],[132,1]]"
120,0,122,Electro Kit,54,192,1,78.0,78.0,78.0,98.0,118.0,118.0,118.0,2.0,"[[0,48],[48,48],[96,48],[144,48]]"
120,0,48,Orchestra Kit GM,28,192,1,88.0,88.0,91.0,92.0,95.0,99.0,109.0,14.0,"[[96,186],[60,4],[0,2]]"
120,0,11,Techno Kit 1,63,189,2,84.0,90.0,96.0,97.0,105.0,108.0,111.0,1.0,"[[96,98],[156,49],[60,41],[0,1]]"
120,0,2,Standard Kit RX3,21,188,6,40.0,40.0,45.0,50.0,55.0,96.0,117.0,48.0,"[[144,83],[48,71],[0,18],[168,12],[96,4]]"
120,0,66,Trinity Perc.Kit,37,186,3,78.0,79.0,79.0,79.0,79.0,79.0,127.0,1.0,"[[0,183],[60,1],[156,1],[108,1]]"
120,0,67,i30 Perc. Kit,42,186,1,64.0,64.0,64.0,80.0,88.0,92.0,110.0,2.0,"[[96,93],[156,93]]"
120,0,10,Jungle Kit,54,186,1,54.0,54.0,72.0,93.5,106.5,109.0,109.0,1.0,"[[0,93],[156,93]]"
120,0,123,Analog Kit,75,185,3,29.0,47.0,55.0,60.0,68.0,72.0,101.0,1.0,"[[96,86],[144,56],[48,37],[0,6]]"
120,0,4,Pop Std. Kit RX,57,185,13,33.0,68.0,100.0,110.0,125.0,127.0,127.0,11.0,"[[0,147],[132,12],[12,4],[48,4],[96,3],[24,2],[60,2],[84,2]]"
120,0,27,House Kit 2,39,185,3,70.0,107.0,107.0,107.0,117.0,117.0,117.0,1.0,"[[0,177],[96,3],[156,3],[60,2]]"
120,0,33,Jazz Kit RX1,55,184,18,8.0,56.0,91.0,110.0,118.0,122.0,127.0,31.0,"[[0,108],[96,27],[132,19],[156,10],[144,9],[168,6],[84,2],[180,2]]"
120,0,34,Jazz Kit RX2,57,184,26,40.0,78.6,90.0,100.0,110.0,116.4,127.0,2.0,"[[0,126],[96,22],[132,13],[60,4],[168,4],[120,4],[24,3],[12,2]]"
120,0,5,Standard Kit RX1,55,184,24,48.0,84.0,96.0,108.0,120.0,127.0,127.0,2.0,"[[0,95],[132,28],[96,23],[60,17],[144,11],[156,7],[36,2],[48,1]]"
120,0,1,Standard Kit RX2,35,184,5,76.0,76.0,83.0,111.5,115.0,115.0,127.0,18.0,"[[0,87],[156,44],[144,32],[48,14],[96,4],[60,3]]"
120,0,66,Trinity Perc.Kit,67,184,6,33.0,34.0,82.75,89.0,103.5,105.0,126.0,18.0,"[[96,59],[0,58],[48,34],[36,14],[72,5],[180,4],[60,3],[144,2]]"
120,0,73,Techno Kit RX,38,183,2,43.0,86.0,104.0,110.0,124.0,126.0,127.0,1.0,"[[0,142],[156,26],[96,12],[60,3]]"
120,0,1,Standard Kit RX2,63,180,3,74.0,87.0,90.75,98.0,104.0,123.0,127.0,1.0,"[[0,58],[96,53],[132,53],[168,10],[156,6]]"
120,0,67,i30 Perc. Kit,33,180,1,50.0,72.0,82.0,82.0,92.0,94.2,112.0,2.0,"[[96,69],[0,52],[156,33],[60,26]]"
120,0,117,Arabian Kit 2,86,180,1,35.0,42.0,44.0,54.0,73.0,79.0,96.0,28.0,"[[96,155],[144,24],[0,1]]"
120,0,48,Orchestra Kit GM,81,180,1,61.0,73.0,76.0,93.0,97.0,99.0,105.0,15.0,"[[0,54],[96,54],[156,54],[60,12],[36,6]]"
120,0,50,Bdrum&Sdrum Kit,17,179,1,71.0,74.0,99.0,108.0,114.0,114.6,126.0,1.0,"[[96,93],[144,44],[0,42]]"
120,0,117,Arabian Kit 2,40,179,2,79.0,90.0,102.0,102.0,102.0,102.0,102.0,26.0,"[[96,95],[0,73],[60,5],[156,5],[48,1]]"
120,0,97,Elektro Kit 2,54,176,1,84.0,84.0,84.0,104.0,114.0,114.0,114.0,23.0,"[[96,68],[0,50],[48,50],[108,4],[12,2],[60,2]]"
120,0,11,Techno Kit 1,64,176,2,84.0,84.0,84.0,90.0,92.0,92.0,92.0,23.0,"[[96,88],[144,47],[156,41]]"
120,0,123,Analog Kit,80,176,1,27.0,44.0,57.5,82.0,97.0,103.0,111.0,24.0,"[[0,88],[96,88]]"
120,0,123,Analog Kit,62,175,1,47.0,47.0,48.0,80.0,87.0,93.0,99.0,1.0,"[[0,62],[96,49],[144,32],[48,32]]"
120,0,43,Brush Kit RX2,46,175,7,42.0,79.0,89.5,90.0,94.0,97.2,112.0,96.0,"[[0,108],[132,49],[96,18]]"
120,0,10,Jungle Kit,29,175,1,97.0,99.4,105.0,118.0,127.0,127.0,127.0,1.0,"[[0,93],[156,47],[60,35]]"
120,0,6,Standard Kit RX4,126,174,1,20.0,20.0,68.0,68.0,68.0,68.0,68.0,1.0,"[[0,70],[96,70],[144,17],[48,17]]"
120,0,125,Brush Kit 1,46,174,8,24.0,68.0,76.0,82.0,112.0,126.0,127.0,2.0,"[[96,85],[0,71],[132,8],[168,8],[12,1],[180,1]]"
120,0,2,Standard Kit RX3,55,172,20,26.0,43.4,80.0,100.0,110.0,116.8,127.0,2.0,"[[0,87],[132,33],[96,24],[156,10],[36,8],[144,6],[48,3],[12,1]]"
120,0,33,Jazz Kit RX1,45,172,19,60.0,67.4,90.0,105.0,114.0,126.0,127.0,6.0,"[[0,36],[96,32],[132,27],[48,25],[60,21],[180,7],[108,5],[84,5]]"
120,0,34,Jazz Kit RX2,43,172,20,34.0,88.2,96.0,106.0,115.0,120.0,127.0,2.0,"[[96,63],[0,26],[132,19],[144,16],[60,16],[48,12],[156,6],[120,4]]"
120,0,30,House Kit RX1,61,172,3,77.0,77.0,94.0,94.0,102.0,102.0,127.0,1.0,"[[96,169],[0,3]]"
120,0,89,Pop Std. Kit 1,37,172,14,80.0,111.0,117.0,122.0,127.0,127.0,127.0,43.0,"[[0,136],[180,24],[96,12]]"
120,0,72,Hip Hop Kit RX,9,171,1,81.0,84.0,87.5,99.0,111.0,115.0,126.0,1.0,"[[96,70],[0,60],[144,16],[48,12],[156,8],[60,5]]"
120,0,5,Standard Kit RX1,7,171,5,31.0,38.0,50.0,63.0,73.0,108.0,119.0,1.0,"[[48,82],[0,26],[144,21],[168,21],[96,12],[60,5],[120,2],[12,2]]"
120,0,73,Techno Kit RX,51,171,2,29.0,30.0,32.0,34.0,72.0,80.0,82.0,1.0,"[[0,121],[96,50]]"
120,0,66,Trinity Perc.Kit,65,171,2,55.0,55.0,60.0,80.0,84.0,95.0,109.0,2.0,"[[0,63],[96,47],[132,29],[60,26],[72,5],[144,1]]"
120,0,5,Standard Kit RX1,47,170,18,17.0,50.9,72.0,103.0,117.0,127.0,127.0,1.5,"[[48,33],[96,31],[144,26],[0,18],[132,14],[120,11],[84,8],[168,7]]"
120,0,96,Elektro Kit 1,46,170,2,15.0,94.9,110.0,120.0,120.0,123.0,127.0,92.0,"[[96,168],[144,2]]"
120,0,42,Brush Kit RX1,4,170,1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,1.0,"[[0,156],[96,13],[12,1]]"
120,0,123,Analog Kit,40,169,2,29.0,57.0,62.0,89.0,102.0,108.0,116.0,1.0,"[[0,117],[96,25],[48,19],[144,8]]"
120,0,89,Pop Std. Kit 1,39,169,6,99.0,99.0,103.0,116.0,116.0,124.0,124.0,43.0,"[[0,167],[96,2]]"
120,0,31,House Kit RX2,39,169,4,107.0,109.0,110.0,117.0,117.0,117.0,123.0,1.0,"[[0,141],[180,26],[156,2]]"
120,0,48,Orchestra Kit GM,43,169,3,8.0,38.8,43.0,64.0,90.0,110.0,127.0,2.0,"[[0,85],[96,17],[24,10],[48,10],[72,10],[120,7],[144,7],[168,7]]"
120,0,28,House Kit 3,54,168,3,32.0,75.0,75.0,75.0,90.5,92.0,127.0,1.0,"[[96,148],[60,4],[108,4],[156,4],[12,4],[48,3],[0,1]]"
120,0,32,Jazz Kit GM,44,167,3,66.0,87.0,87.0,87.0,97.0,109.0,121.0,45.0,"[[0,149],[96,18]]"
120,0,26,House Kit 1,54,167,2,56.0,62.0,77.0,92.0,114.0,114.0,114.0,1.0,"[[96,109],[0,58]]"
120,0,89,Pop Std. Kit 1,43,166,16,82.0,85.0,99.0,110.0,121.0,127.0,127.0,43.0,"[[0,71],[96,65],[144,14],[48,4],[156,2],[132,2],[60,2],[108,2]]"
120,0,35,Jazz Kit RX3,46,166,4,34.0,54.0,61.0,85.0,120.0,127.0,127.0,1.0,"[[0,67],[144,41],[96,32],[156,21],[12,4],[60,1]]"
120,0,66,Trinity Perc.Kit,32,165,5,32.0,32.0,102.0,104.0,107.0,107.0,119.0,31.0,"[[156,124],[60,13],[84,6],[24,6],[132,3],[120,3],[72,2],[144,2]]"
120,0,8,Room Kit GM,42,165,2,15.0,15.0,15.0,55.0,100.0,100.0,100.0,1.0,"[[0,79],[96,36],[48,26],[144,24]]"
120,0,64,Percussion Kit,41,165,4,57.0,64.4,80.0,90.0,95.0,100.0,110.0,37.0,"[[0,75],[96,42],[108,20],[120,12],[12,11],[144,5]]"
120,0,26,House Kit 1,46,164,4,53.0,75.0,75.0,98.0,106.0,120.0,127.0,1.0,"[[96,130],[0,14],[144,10],[48,5],[84,3],[180,1],[168,1]]"
120,0,0,Standard Kit GM,51,164,2,81.0,81.0,85.0,86.0,92.0,113.0,127.0,8.0,"[[0,164]]"
120,0,28,House Kit 3,59,164,1,66.0,68.0,70.0,72.0,76.0,83.0,89.0,1.0,"[[0,87],[96,77]]"
120,0,43,Brush Kit RX2,20,164,1,42.0,42.0,42.0,69.0,69.0,69.0,69.0,1.0,"[[0,100],[96,64]]"
120,0,11,Techno Kit 1,51,163,1,71.0,87.0,102.0,102.0,102.0,102.0,102.0,1.0,"[[0,83],[96,80]]"
120,0,3,Ambient Kit RX,42,163,1,41.0,49.0,57.0,93.0,127.0,127.0,127.0,5473.0,"[[96,93],[0,62],[144,2],[156,2],[168,2],[180,2]]"
120,0,30,House Kit RX1,32,162,5,67.0,95.2,99.0,109.0,126.0,126.0,127.0,9.0,"[[96,66],[156,28],[0,24],[48,16],[144,15],[60,10],[168,2],[72,1]]"
120,0,90,Pop Std. Kit 2,56,162,4,81.0,81.0,81.0,86.0,89.0,94.0,100.0,10.0,"[[0,162]]"
120,0,64,Percussion Kit,32,160,12,32.0,32.0,32.0,57.0,84.0,100.0,127.0,1.0,"[[0,48],[96,48],[24,11],[168,6],[48,6],[120,6],[132,5],[84,5]]"
120,0,89,Pop Std. Kit 1,47,159,16,88.0,102.6,106.0,111.0,124.0,127.0,127.0,43.0,"[[0,76],[96,45],[144,18],[48,9],[60,6],[132,3],[36,1],[120,1]]"
120,0,33,Jazz Kit RX1,14,159,2,13.0,62.0,99.0,113.0,116.5,127.0,127.0,124.0,"[[0,113],[132,29],[60,12],[96,3],[156,2]]"
120,0,0,Standard Kit GM,59,158,2,49.0,76.2,81.0,85.0,88.0,92.0,96.0,8.0,"[[0,132],[36,6],[72,4],[108,4],[144,4],[168,2],[96,2],[156,2]]"
120,0,28,House Kit 3,88,158,1,26.0,35.8,64.0,64.0,127.0,127.0,127.0,1.0,"[[0,75],[48,56],[144,27]]"
