msb,lsb,program,sound,role,family,rx,dnc,notes,styles,segments,grade,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,k_p10,k_p50,k_p90,dur_p10,dur_p50,dur_p90,gate_p10,gate_p50,gate_p90,special_clusters
121,4,28,R&R Guitar,ACC3,GUITAR,False,False,3579,3,52,LIMITED,25.0,73.8,87.0,97.0,104.0,111.0,122.0,55.0,60.0,72.0,13.0,26.0,53.0,0.203,0.531,0.986,[]
121,5,48,i3 Strings,ACC3,ENSEMBLE,False,False,3483,19,170,STRONG,1.0,66.0,82.0,98.0,106.0,116.0,127.0,55.0,67.0,84.0,24.0,53.0,1151.0,0.235,0.87,1.95,[]
121,18,4,Tine E.Piano RX,ACC1,PIANO,True,False,3424,13,101,STRONG,27.0,68.0,78.0,86.0,98.0,107.0,127.0,51.0,60.0,67.0,19.0,83.0,603.7,0.151,0.661,1.244,[]
121,3,27,Chorus Guitar,ACC2,GUITAR,False,False,3406,3,47,LIMITED,1.0,62.0,66.0,84.0,92.0,98.0,126.0,36.0,43.0,57.0,24.0,24.0,48.0,0.188,0.375,1.0,[]
121,16,24,RealNylon Gtr ST,ACC3,GUITAR,False,False,3095,5,51,GOOD,1.0,56.0,59.0,71.0,80.0,90.0,125.0,46.0,54.0,65.0,24.0,48.0,48.0,0.375,0.585,1.0,"[{""min"":0,""max"":9,""center"":4.89,""count"":79,""fraction"":0.02553},{""min"":98,""max"":101,""center"":99.75,""count"":64,""fraction"":0.02068}]"
121,10,0,Grand Piano RX,ACC1,PIANO,True,False,3056,6,38,GOOD,10.0,67.0,92.0,118.0,122.0,122.0,127.0,48.0,64.0,72.0,30.0,839.0,53639.0,0.214,0.982,5.1,"[{""min"":6,""max"":11,""center"":8.33,""count"":48,""fraction"":0.01571},{""min"":97,""max"":97,""center"":97.0,""count"":32,""fraction"":0.01047},{""min"":110,""max"":116,""center"":113.33,""count"":48,""fraction"":0.01571}]"
121,19,4,Tine E.Piano,ACC1,PIANO,False,False,3022,11,120,STRONG,10.0,65.0,72.0,82.0,92.0,100.0,126.0,51.0,60.0,67.0,32.0,208.0,1224.3,0.25,0.909,1.27,[]
121,9,33,Bright Finger B.,BASS,BASS,False,False,3019,9,146,GOOD,36.0,85.0,99.0,107.0,119.0,127.0,127.0,29.0,36.0,100.0,16.0,82.0,260.2,0.271,0.722,1.0,"[{""min"":96,""max"":106,""center"":99.74,""count"":444,""fraction"":0.14707},{""min"":120,""max"":124,""center"":121.49,""count"":98,""fraction"":0.03246}]"
121,1,66,Tenor Sax Noise1,ACC1,REED,False,False,3006,5,53,GOOD,2.0,54.0,68.0,82.0,98.75,110.5,127.0,51.0,60.0,67.0,26.0,46.0,188.0,0.084,0.875,1.591,[]
120,0,96,Elektro Kit 1,DRUM,DRUM_KIT,False,False,2974,2,49,FALLBACK,15.0,77.3,100.0,110.0,120.0,126.0,127.0,35.0,42.0,80.0,22.0,48.0,48.0,0.229,0.5,1.0,"[{""min"":80,""max"":81,""center"":80.65,""count"":305,""fraction"":0.10256}]"
121,1,0,Ac. Piano Wide,ACC1,PIANO,False,False,2935,5,74,GOOD,36.0,69.0,88.0,92.0,99.0,107.0,127.0,43.0,60.0,76.0,32.0,48.0,191.0,0.271,0.75,1.492,[]
121,1,71,Jazz Clarinet,ACC5,REED,False,False,2925,10,133,STRONG,36.0,88.0,96.0,103.0,114.0,116.0,127.0,62.0,72.0,79.0,38.0,62.0,170.0,0.224,0.812,0.99,[]
121,5,26,Soft Jazz Guitar,ACC2,GUITAR,False,False,2894,6,50,GOOD,18.0,25.0,50.0,74.0,100.0,118.0,127.0,51.0,60.0,79.0,28.0,91.0,242.2,0.146,0.543,1.006,[]
121,3,4,60's E. Piano,ACC1,PIANO,False,False,2877,4,40,LIMITED,28.0,61.2,86.0,102.0,110.0,116.0,127.0,48.0,62.0,75.0,16.0,120.0,3942.0,0.179,0.693,1.614,[]
121,16,28,Clean Guitar RX3,ACC2,GUITAR,True,False,2843,7,54,GOOD,5.0,29.0,43.0,64.0,78.0,87.0,127.0,53.0,60.0,100.0,37.0,47.0,170.0,0.49,0.979,2.0,"[{""min"":96,""max"":103,""center"":99.64,""count"":707,""fraction"":0.24868}]"
121,5,25,Steel 12 String,ACC3,GUITAR,False,False,2831,2,29,FALLBACK,17.0,53.0,72.0,103.0,110.0,117.0,127.0,48.0,60.0,100.0,47.0,188.0,16814.6,0.25,1.027,3.317,"[{""min"":96,""max"":104,""center"":99.96,""count"":500,""fraction"":0.17662}]"
121,30,25,RealFolk Gtr ST2,ACC5,GUITAR,False,False,2737,5,40,GOOD,1.0,42.0,49.0,64.0,78.0,90.0,106.0,44.0,54.0,69.0,33.6,48.0,48.0,0.4,0.5,1.333,"[{""min"":0,""max"":11,""center"":5.58,""count"":137,""fraction"":0.05005},{""min"":84,""max"":90,""center"":87.71,""count"":136,""fraction"":0.04969}]"
121,0,1,Bright Piano GM,ACC1,PIANO,False,False,2736,7,100,GOOD,32.0,76.0,76.0,90.0,101.0,112.0,124.0,55.0,66.0,75.5,31.0,95.0,900.0,0.161,0.709,1.589,[]
121,1,35,Fretless Bass 2,BASS,BASS,False,False,2690,7,152,GOOD,12.0,82.0,92.0,104.0,111.0,116.0,127.0,29.0,36.0,43.0,38.0,66.0,404.0,0.292,0.844,1.047,[]
121,3,32,Acous. Bass Pro1,BASS,BASS,False,False,2679,10,175,STRONG,14.0,69.8,80.0,92.0,104.0,114.0,127.0,31.0,38.0,48.0,40.0,129.0,258.0,0.49,0.833,1.0,[]
121,28,61,Tight Brass Pro,ACC5,BRASS,False,False,2674,7,91,GOOD,1.0,68.0,85.0,99.0,112.0,123.0,127.0,58.0,67.0,77.0,20.0,55.0,194.0,0.1,0.688,1.086,[]
120,0,10,Jungle Kit,DRUM,DRUM_KIT,False,False,2607,2,17,FALLBACK,30.0,68.0,92.0,105.0,116.0,127.0,127.0,36.0,49.0,78.0,1.0,1.0,1.0,0.01,0.017,0.028,"[{""min"":68,""max"":70,""center"":69.12,""count"":208,""fraction"":0.07979},{""min"":78,""max"":79,""center"":78.48,""count"":508,""fraction"":0.19486}]"
120,0,9,HipHop Kit 1,PERC,DRUM_KIT,False,False,2594,2,27,FALLBACK,15.0,48.0,52.0,61.0,82.0,103.7,127.0,35.0,42.0,54.0,1.0,1.0,1.0,0.016,0.021,0.031,[]
121,11,91,Fresh Air 2,ACC4,SYNTH_PAD,False,False,2578,14,230,STRONG,31.0,66.0,82.0,107.0,115.0,122.0,127.0,55.0,67.0,76.0,48.0,185.5,1151.0,0.417,0.947,1.186,[]
121,9,25,Steel Folk Gtr,ACC2,GUITAR,False,False,2550,2,41,FALLBACK,1.0,65.0,76.0,80.0,92.0,92.0,111.0,49.0,53.0,57.0,48.0,48.0,79.2,0.5,1.0,1.333,"[{""min"":0,""max"":7,""center"":4.33,""count"":48,""fraction"":0.01882}]"
121,12,48,Chamber Strings,ACC3,ENSEMBLE,False,False,2525,1,18,FALLBACK,25.0,64.0,80.0,95.0,104.0,113.0,127.0,55.0,62.0,74.0,17.0,24.0,104.0,0.135,0.354,1.078,[]
121,5,0,Jazz Piano,ACC1,PIANO,False,False,2455,7,86,GOOD,4.0,58.0,66.0,77.0,92.0,105.0,127.0,50.0,60.0,69.0,19.0,83.0,708.0,0.083,0.711,2.317,[]
121,23,61,Sforzato Brass,ACC2,BRASS,False,False,2451,8,84,GOOD,32.0,68.0,82.0,94.0,104.0,115.0,127.0,55.0,62.0,72.0,17.0,100.0,50710.8,0.097,0.489,1.001,[]
121,7,4,Studio EP,ACC4,PIANO,False,False,2445,8,79,GOOD,10.0,58.0,68.0,86.0,99.0,103.0,127.0,55.0,64.0,75.0,26.0,191.0,768.0,0.229,0.991,2.596,[]
121,27,61,Tight Brass 1,ACC2,BRASS,False,False,2432,9,79,GOOD,1.0,53.0,92.0,102.0,114.0,121.0,127.0,55.0,67.0,76.0,15.0,40.0,146.0,0.083,0.559,1.067,[]
121,0,46,Harp GM,ACC2,STRINGS,False,False,2370,6,55,GOOD,26.0,64.0,76.25,84.0,92.0,105.0,127.0,55.0,64.0,84.0,14.0,34.5,195.0,0.218,0.973,1.909,[]
121,9,30,Dist. Guitar RX1,ACC1,GUITAR,True,False,2361,5,76,GOOD,1.0,35.0,43.0,63.0,84.0,86.0,127.0,48.0,55.0,62.0,6.0,48.0,125.0,0.123,0.654,0.997,"[{""min"":84,""max"":86,""center"":85.0,""count"":45,""fraction"":0.01906},{""min"":124,""max"":124,""center"":124.0,""count"":40,""fraction"":0.01694}]"
120,0,50,Bdrum&Sdrum Kit,PERC,DRUM_KIT,False,False,2319,4,62,LIMITED,27.0,46.0,63.0,86.0,110.0,120.0,127.0,25.0,63.0,87.0,1.0,1.0,12.0,0.01,0.021,0.333,"[{""min"":17,""max"":17,""center"":17.0,""count"":179,""fraction"":0.07719},{""min"":80,""max"":87,""center"":82.84,""count"":830,""fraction"":0.35791},{""min"":99,""max"":107,""center"":103.25,""count"":184,""fraction"":0.07934}]"
121,18,21,French Musette,ACC4,ACCORDION_REED,False,False,2319,3,57,LIMITED,8.0,55.0,64.0,74.0,88.0,100.0,127.0,65.0,74.0,81.0,16.0,27.0,44.0,0.083,0.326,0.854,[]
121,2,34,Picked E.Bass 3,BASS,BASS,False,False,2316,9,158,GOOD,1.0,84.0,93.0,105.0,114.0,114.0,127.0,24.0,36.0,43.0,36.0,101.0,279.0,0.279,0.819,0.979,[]
121,6,26,JazzGtr SlidePro,ACC2,GUITAR,False,False,2313,2,50,FALLBACK,74.0,80.0,83.0,92.0,102.0,109.0,127.0,55.0,60.0,99.0,25.0,57.0,177.0,0.135,0.698,0.979,"[{""min"":96,""max"":105,""center"":100.55,""count"":328,""fraction"":0.14181}]"
121,1,45,Pizz. Ensemble,ACC1,STRINGS,False,False,2211,5,69,GOOD,20.0,70.0,85.0,93.0,111.0,127.0,127.0,40.0,62.0,72.0,12.0,21.0,94.0,0.115,0.222,0.646,[]
121,11,61,Trombones,ACC4,BRASS,False,False,2139,5,70,GOOD,32.0,90.0,102.0,111.0,118.0,126.0,127.0,50.0,63.0,76.2,30.0,48.0,132.0,0.083,0.24,1.0,[]
120,0,72,Hip Hop Kit RX,DRUM,DRUM_KIT,True,False,2097,2,34,FALLBACK,27.0,62.0,68.0,95.0,108.0,115.0,127.0,12.0,39.0,54.0,1.0,1.0,16.0,0.01,0.019,0.192,"[{""min"":9,""max"":23,""center"":14.69,""count"":587,""fraction"":0.27992}]"
121,5,4,Pro Dyno EP,ACC1,PIANO,False,False,2034,6,46,GOOD,15.0,62.0,72.0,85.0,95.0,106.0,127.0,55.0,63.0,72.0,14.0,42.0,462.0,0.146,0.562,1.5,[]
121,2,33,Finger E.Bass1,BASS,BASS,False,False,1990,4,85,LIMITED,40.0,92.0,111.0,122.0,126.0,127.0,127.0,31.0,36.0,45.0,30.0,84.0,278.0,0.552,0.896,1.014,[]
121,6,27,Single Coil,ACC3,GUITAR,False,False,1983,5,43,GOOD,9.0,51.0,61.0,80.0,109.0,122.0,127.0,60.0,67.0,79.0,14.0,40.0,153.8,0.094,0.625,1.167,[]
121,31,27,Real El. Guitar2,ACC4,GUITAR,False,False,1950,1,20,FALLBACK,1.0,45.0,61.0,64.0,71.0,76.0,127.0,45.0,53.0,63.0,1.0,24.0,48.0,0.042,0.667,2.0,[]
121,0,34,Picked E.Bass GM,BASS,BASS,False,False,1912,4,77,LIMITED,32.0,86.0,118.0,122.0,124.0,127.0,127.0,31.0,36.0,43.0,68.0,86.0,263.0,0.633,0.81,0.99,[]
121,1,28,Funky Cut Gtr,ACC1,GUITAR,False,False,1910,1,28,FALLBACK,25.0,65.0,86.0,104.0,110.0,113.0,127.0,52.0,62.0,67.0,21.0,38.0,146.0,0.062,0.93,1.0,[]
121,1,115,Castanets,PERC,PERCUSSIVE,False,False,1894,1,25,FALLBACK,59.0,83.0,95.0,107.0,117.0,123.0,127.0,45.0,47.0,52.0,9.0,14.0,20.0,0.158,0.394,4.367,[]
120,0,32,Jazz Kit GM,DRUM,DRUM_KIT,False,False,1859,3,58,LIMITED,15.0,82.0,92.0,101.0,120.0,121.0,127.0,36.0,38.0,49.0,23.0,45.0,127.0,0.12,0.49,0.938,[]
121,0,3,Honky-Tonk GM,ACC1,PIANO,False,False,1858,2,27,FALLBACK,24.0,40.0,47.0,72.0,78.0,87.0,121.0,36.0,43.0,50.0,34.0,53.0,78.0,0.426,0.583,0.929,[]
121,0,105,Banjo GM,ACC3,ETHNIC,False,False,1851,2,37,FALLBACK,44.0,68.0,77.0,84.0,91.0,96.0,115.0,54.0,62.0,69.0,29.0,112.0,237.0,0.5,2.106,4.676,[]
121,1,34,Picked E.Bass 2,BASS,BASS,False,False,1847,4,65,LIMITED,57.0,84.0,97.0,106.0,113.0,118.0,126.0,31.0,36.0,43.0,30.0,62.0,116.0,0.333,0.833,0.979,[]
121,20,4,Suit E.Piano 1,ACC1,PIANO,False,False,1784,6,36,GOOD,44.0,74.0,86.0,89.0,102.0,108.0,121.0,52.0,59.0,64.0,21.0,113.0,765.0,0.229,0.972,1.812,"[{""min"":36,""max"":39,""center"":37.46,""count"":52,""fraction"":0.02915}]"
121,7,32,Acous. Bass RX,BASS,BASS,True,False,1772,5,102,GOOD,14.0,73.0,81.0,87.0,96.0,103.0,121.0,31.0,36.0,45.0,30.1,148.0,287.9,0.5,0.877,1.01,[]
120,0,17,Power Kit 2,PERC,DRUM_KIT,False,False,1769,1,21,FALLBACK,28.0,70.0,84.0,96.0,108.0,114.0,127.0,35.0,42.0,59.0,1.0,8.0,54.0,0.021,0.167,0.854,"[{""min"":8,""max"":13,""center"":12.36,""count"":47,""fraction"":0.02657},{""min"":70,""max"":70,""center"":70.0,""count"":150,""fraction"":0.08479}]"
121,5,18,BX3 Rock 3 V.,ACC4,ORGAN,False,False,1758,4,42,LIMITED,4.0,45.0,67.0,91.5,105.0,111.0,127.0,52.0,71.0,82.0,8.0,60.0,569.0,0.22,1.256,4.124,[]
120,0,3,Ambient Kit RX,DRUM,DRUM_KIT,True,False,1738,2,31,FALLBACK,4.0,44.0,53.0,77.0,108.0,127.0,127.0,19.0,49.0,69.0,1.0,11.0,19083.0,0.021,0.229,0.473,"[{""min"":2,""max"":19,""center"":10.77,""count"":201,""fraction"":0.11565}]"
121,4,23,"Acc.16,8' & Bass",ACC5,ORGAN,False,False,1710,2,36,FALLBACK,62.0,65.0,73.0,75.0,85.0,108.0,127.0,48.0,70.0,76.0,30.0,30.0,62.0,0.312,0.312,0.646,[]
121,4,0,Classic Piano,ACC2,PIANO,False,False,1658,4,38,LIMITED,23.0,64.0,74.0,86.0,99.0,114.0,127.0,55.7,66.0,82.0,10.0,71.5,448.3,0.104,0.699,1.446,[]
121,5,28,Stra. Chime,ACC4,GUITAR,False,False,1639,2,34,FALLBACK,32.0,72.0,86.0,96.0,111.0,119.0,127.0,48.0,63.0,72.0,37.0,45.0,392.0,0.25,0.999,2.0,"[{""min"":96,""max"":105,""center"":101.28,""count"":128,""fraction"":0.0781}]"
121,5,2,Chorus Piano,ACC1,PIANO,False,False,1627,5,56,GOOD,24.0,56.0,64.0,81.0,96.0,102.0,127.0,52.0,62.0,72.0,23.0,189.0,670.0,0.221,0.992,3.875,[]
121,2,28,Mute Vel. Gtr,ACC3,GUITAR,False,False,1613,3,40,LIMITED,23.0,45.0,68.0,92.0,102.0,114.0,127.0,48.0,58.0,60.0,21.0,38.0,51.0,0.198,0.679,0.958,[]
121,10,30,Dist. Guitar RX2,ACC5,GUITAR,True,False,1598,7,47,GOOD,1.0,34.0,48.0,60.0,93.0,113.0,127.0,48.0,51.5,65.0,6.0,52.0,150.0,0.125,0.95,1.0,[]
121,3,45,Double Strings,ACC3,STRINGS,False,False,1587,3,64,LIMITED,2.0,10.0,18.0,76.0,92.0,102.0,127.0,53.6,67.0,79.0,21.0,60.0,383.0,0.137,0.99,1.212,[]
121,0,26,Jazz Guitar GM,ACC1,GUITAR,False,False,1585,2,34,FALLBACK,17.0,60.0,70.0,80.0,100.0,100.0,118.0,55.0,60.0,64.0,28.0,56.0,180.0,0.192,0.562,0.978,[]
121,10,4,Dyno Tine EP 1,ACC2,PIANO,False,False,1520,5,52,GOOD,36.0,68.0,71.0,84.0,94.0,104.0,127.0,52.0,62.0,69.0,22.9,185.0,854.0,0.152,0.938,1.5,[]
121,6,89,Dark Pad,ACC4,SYNTH_PAD,False,False,1503,15,135,STRONG,1.0,58.0,70.0,82.0,96.0,111.0,127.0,54.0,62.0,68.0,48.2,630.0,1559.8,0.745,0.999,2.172,[]
121,1,32,Ac. Bass Buzz,BASS,BASS,False,False,1437,3,78,LIMITED,32.0,75.0,86.0,105.0,108.0,117.0,127.0,34.0,38.0,46.0,84.0,172.0,311.6,0.551,0.891,0.995,"[{""min"":6,""max"":8,""center"":7.44,""count"":18,""fraction"":0.01253},{""min"":97,""max"":103,""center"":100.0,""count"":15,""fraction"":0.01044}]"
121,16,21,2 Voices Musette,ACC1,ACCORDION_REED,False,False,1420,1,27,FALLBACK,39.0,82.0,89.0,91.0,98.0,105.0,120.0,55.0,64.0,72.2,44.0,60.0,96.0,0.302,0.583,0.99,[]
121,2,40,Violin Expr. 1,ACC5,STRINGS,False,False,1408,3,32,LIMITED,36.0,76.0,84.0,93.0,99.0,112.0,127.0,50.0,62.0,74.0,18.0,28.0,150.0,0.135,0.281,0.786,[]
121,5,57,Pitch Trombone,ACC2,BRASS,False,False,1370,1,25,FALLBACK,33.0,57.0,61.0,84.0,101.0,111.0,120.0,52.0,60.0,64.0,26.0,34.0,128.3,0.135,0.266,0.971,[]
121,13,5,White Pad EP,ACC1,SYNTH_PAD,False,False,1368,6,30,GOOD,52.0,70.0,92.0,102.0,112.0,118.0,127.0,48.0,62.0,74.0,16.0,40.0,402.0,0.157,0.458,0.966,"[{""min"":84,""max"":84,""center"":84.0,""count"":50,""fraction"":0.03655},{""min"":96,""max"":96,""center"":96.0,""count"":50,""fraction"":0.03655}]"
121,8,0,Rock Piano,ACC2,PIANO,False,False,1350,5,18,GOOD,33.0,75.0,87.0,102.0,112.0,117.0,124.0,46.0,63.0,104.0,23.0,61.0,210.0,0.391,0.925,1.124,"[{""min"":36,""max"":36,""center"":36.0,""count"":105,""fraction"":0.07778},{""min"":98,""max"":106,""center"":102.83,""count"":72,""fraction"":0.05333},{""min"":120,""max"":124,""center"":121.21,""count"":102,""fraction"":0.07556}]"
121,9,52,Oh-Ah Voices,ACC5,ENSEMBLE,False,False,1349,5,59,GOOD,17.0,65.0,71.0,83.0,114.0,126.0,127.0,52.0,60.0,67.0,19.0,306.0,1157.0,0.203,0.995,2.995,[]
121,16,61,Brass & Sax,ACC5,BRASS,False,False,1348,3,26,LIMITED,55.0,75.0,86.0,97.0,114.0,115.0,127.0,48.0,60.0,67.0,20.0,63.0,127.0,0.122,0.417,1.036,[]
121,4,35,Dark R&B Bass1,BASS,BASS,False,False,1341,6,89,GOOD,32.0,76.0,85.0,90.0,106.0,125.0,127.0,24.0,36.0,43.0,30.7,107.0,239.0,0.251,0.594,1.0,[]
121,0,11,Vibraphone 1 GM,ACC3,CHROMATIC_PERC,False,False,1335,7,87,GOOD,46.0,62.0,77.0,84.0,100.0,112.0,127.0,63.0,72.0,79.0,35.0,134.0,766.0,0.245,0.844,1.0,[]
121,1,1,Bright PianoWide,ACC1,PIANO,False,False,1331,2,12,FALLBACK,34.0,62.0,82.0,96.0,102.0,108.0,127.0,71.0,79.0,84.0,17.0,27.0,47.0,0.156,0.281,0.49,[]
121,21,4,Suit E.Piano 2,ACC1,PIANO,False,False,1319,9,50,GOOD,16.0,58.0,63.0,78.0,90.0,104.0,117.0,55.0,60.0,67.0,19.0,109.0,1149.8,0.146,0.771,1.398,[]
121,2,102,Echo Pan,ACC5,SYNTH_FX,False,False,1311,2,25,FALLBACK,35.0,85.0,94.0,101.0,112.0,117.0,127.0,58.0,62.0,64.0,23.0,23.0,23.0,0.24,0.24,0.479,[]
120,0,97,Elektro Kit 2,DRUM,DRUM_KIT,False,False,1307,1,25,FALLBACK,58.0,91.0,99.5,104.0,117.0,122.0,126.0,36.0,42.0,54.0,23.0,23.0,23.0,0.24,0.24,0.479,[]
121,0,48,Strings Ens.1 GM,ACC4,ENSEMBLE,False,False,1305,8,76,GOOD,20.0,50.0,69.0,96.0,112.0,127.0,127.0,55.0,67.0,82.0,47.0,190.0,767.0,0.495,0.99,1.3,[]
121,0,9,Glockenspiel GM,ACC3,CHROMATIC_PERC,False,False,1297,4,39,LIMITED,34.0,39.0,54.0,78.0,93.0,112.0,127.0,84.0,93.0,100.0,22.0,28.0,177.0,0.115,0.328,0.957,[]
121,0,21,Accordion GM,ACC1,ACCORDION_REED,False,False,1281,3,48,LIMITED,42.0,63.0,78.0,90.0,96.0,106.0,127.0,54.0,60.0,66.0,18.0,40.0,691.0,0.07,0.292,5.5,[]
121,23,21,Master Accordion,ACC5,ACCORDION_REED,False,False,1275,6,44,GOOD,32.0,59.0,78.0,93.0,105.0,117.0,127.0,72.0,78.0,84.0,20.0,31.0,94.6,0.12,0.458,1.167,[]
121,26,21,Steirisch.Akk.2,ACC3,ACCORDION_REED,False,False,1268,2,28,FALLBACK,8.0,50.0,51.0,51.0,51.0,53.0,84.0,63.0,67.0,73.0,19.0,54.5,114.0,0.396,0.562,0.906,[]
121,11,38,Digi Bass 3,BASS,BASS,False,False,1264,3,57,LIMITED,36.0,68.0,76.0,92.0,100.0,108.0,127.0,33.0,36.0,46.0,16.0,53.0,117.0,0.297,0.562,0.849,"[{""min"":56,""max"":58,""center"":57.75,""count"":48,""fraction"":0.03797}]"
121,0,50,Synth Strings1GM,ACC4,ENSEMBLE,False,False,1259,9,46,GOOD,20.0,39.0,52.0,60.0,76.0,88.0,122.0,50.0,60.0,102.0,2.0,287.0,3083.2,0.021,0.917,1.468,"[{""min"":96,""max"":104,""center"":100.11,""count"":272,""fraction"":0.21604},{""min"":114,""max"":114,""center"":114.0,""count"":20,""fraction"":0.01589},{""min"":126,""max"":126,""center"":126.0,""count"":48,""fraction"":0.03813}]"
121,11,65,Cool Sax Ens.,ACC3,REED,False,False,1259,3,42,LIMITED,48.0,72.0,80.0,104.0,108.0,112.0,127.0,55.0,62.0,67.0,43.0,94.0,318.0,0.072,0.896,0.99,[]
121,2,65,Sax Ensemble,ACC2,REED,False,False,1258,5,53,GOOD,36.0,58.0,72.0,87.0,115.0,115.0,125.0,51.0,60.0,72.0,36.0,79.0,356.3,0.075,0.75,1.024,[]
121,4,48,Legato Strings,ACC4,ENSEMBLE,False,False,1249,7,83,GOOD,1.0,56.0,71.0,91.0,107.0,116.0,127.0,52.0,60.0,75.2,26.0,208.0,1254.0,0.158,0.995,1.149,[]
121,10,56,Trumpet Pro 1,ACC5,BRASS,False,False,1243,6,42,GOOD,36.0,69.0,92.0,107.0,120.0,127.0,127.0,63.0,72.0,84.0,27.0,59.0,374.0,0.186,0.667,1.08,[]
121,13,48,Arabic Strings,ACC5,ENSEMBLE,False,False,1233,4,52,LIMITED,29.0,74.0,87.0,100.0,111.0,115.0,127.0,59.0,72.0,84.0,26.0,43.0,236.8,0.222,0.867,1.208,[]
121,1,58,Oberkr. Tuba,BASS,BRASS,False,False,1228,5,123,GOOD,2.0,93.0,94.75,105.0,114.0,115.0,127.0,31.0,36.0,48.0,80.0,142.0,383.0,0.49,0.833,0.979,"[{""min"":101,""max"":101,""center"":101.0,""count"":105,""fraction"":0.0855}]"
121,11,33,More mid! Bass,BASS,BASS,False,False,1197,3,46,LIMITED,61.0,101.0,101.0,110.0,113.0,120.0,127.0,28.0,36.0,97.0,12.0,54.0,133.0,0.25,0.75,0.967,"[{""min"":97,""max"":105,""center"":99.26,""count"":114,""fraction"":0.09524},{""min"":117,""max"":120,""center"":118.0,""count"":12,""fraction"":0.01003}]"
121,9,4,Thin E. Piano,ACC1,PIANO,False,False,1185,4,19,LIMITED,37.0,70.8,83.0,88.0,96.0,102.0,114.0,53.0,60.0,68.0,24.0,48.0,300.0,0.25,0.8,1.946,[]
120,0,19,Power Kit RX2,PERC,DRUM_KIT,True,False,1182,1,15,FALLBACK,20.0,39.0,39.0,63.0,113.0,127.0,127.0,17.0,54.0,69.0,1.0,2.0,10.0,0.024,0.108,0.294,"[{""min"":9,""max"":9,""center"":9.0,""count"":109,""fraction"":0.09222},{""min"":17,""max"":18,""center"":17.23,""count"":75,""fraction"":0.06345},{""min"":69,""max"":69,""center"":69.0,""count"":318,""fraction"":0.26904},{""min"":82,""max"":82,""center"":82.0,""count"":40,""fraction"":0.03384},{""min"":127,""max"":127,""center"":127.0,""count"":13,""fraction"":0.011}]"
121,4,71,Section Winds 2,ACC1,REED,False,False,1176,2,37,FALLBACK,60.0,78.0,88.0,96.0,106.0,112.0,127.0,60.0,79.0,91.0,21.0,27.0,128.0,0.12,0.851,1.076,[]
121,15,28,Clean Guitar RX2,ACC1,GUITAR,True,False,1167,3,53,LIMITED,30.0,37.0,86.0,90.0,95.0,98.0,127.0,50.0,60.0,67.0,18.0,99.0,767.0,0.167,0.526,1.0,[]
121,1,22,Sweet Harmonica,ACC4,ACCORDION_REED,False,False,1162,7,39,GOOD,11.0,46.0,65.0,92.0,103.0,110.0,127.0,58.0,67.0,77.0,11.0,28.0,396.5,0.114,0.797,2.175,[]
120,0,74,Dance Kit RX,DRUM,DRUM_KIT,True,False,1162,1,28,FALLBACK,14.0,92.0,120.0,120.0,122.0,127.0,127.0,36.0,42.0,82.0,47.0,48.0,48.0,0.5,1.0,1.0,"[{""min"":54,""max"":57,""center"":54.92,""count"":137,""fraction"":0.1179},{""min"":69,""max"":69,""center"":69.0,""count"":112,""fraction"":0.09639},{""min"":82,""max"":82,""center"":82.0,""count"":224,""fraction"":0.19277}]"
121,2,87,Electro Lead,ACC4,SYNTH_LEAD,False,False,1149,2,30,FALLBACK,8.0,43.0,50.0,59.0,68.0,86.0,127.0,34.0,46.0,48.0,14.0,24.0,42.2,0.271,0.458,0.667,"[{""min"":56,""max"":70,""center"":62.88,""count"":69,""fraction"":0.06005}]"
121,4,26,Pedal Steel Gtr2,ACC3,GUITAR,False,False,1139,2,46,FALLBACK,32.0,80.0,99.0,110.0,110.0,126.0,126.0,60.0,67.0,76.0,90.0,352.0,1522.0,0.881,0.999,1.984,[]
121,0,4,E. Piano 1 GM,ACC1,PIANO,False,False,1120,4,42,LIMITED,12.0,58.0,73.0,84.0,97.0,105.0,118.0,50.0,58.0,67.0,24.9,354.0,1103.0,0.292,0.997,4.99,[]
120,0,12,Room Kit 2,DRUM,DRUM_KIT,False,False,1117,2,26,FALLBACK,16.0,37.0,65.0,95.0,114.0,127.0,127.0,9.6,42.0,70.0,1.0,1.0,16.0,0.018,0.021,0.167,"[{""min"":9,""max"":18,""center"":12.33,""count"":189,""fraction"":0.1692},{""min"":69,""max"":70,""center"":69.47,""count"":241,""fraction"":0.21576}]"
121,0,110,Fiddle GM,ACC4,ETHNIC,False,False,1112,2,27,FALLBACK,39.0,72.0,85.0,96.0,99.0,105.0,127.0,62.0,69.0,78.0,23.0,48.0,167.0,0.174,0.491,1.857,[]
121,31,25,Real Steel Gtr,ACC3,GUITAR,False,False,1109,3,11,LIMITED,1.0,60.0,76.0,85.0,94.0,108.0,123.0,45.0,53.0,64.0,45.0,240.0,51680.0,0.457,1.0,3.048,"[{""min"":0,""max"":7,""center"":3.67,""count"":15,""fraction"":0.01353},{""min"":84,""max"":85,""center"":84.3,""count"":27,""fraction"":0.02435}]"
121,7,61,Trpts & Brass,ACC4,BRASS,False,False,1103,4,33,LIMITED,73.0,102.0,104.0,104.0,104.0,108.0,127.0,52.0,60.0,72.0,34.0,94.0,364.0,0.271,0.771,0.99,[]
