msb,lsb,program,sound,role,family,rx,dnc,notes,styles,segments,grade,v_absmin,v_workmin,v_idealmin,v_center,v_idealmax,v_workmax,v_absmax,k_p10,k_p50,k_p90,dur_p10,dur_p50,dur_p90,gate_p10,gate_p50,gate_p90,special_clusters
121,10,5,Phantom Tine,ACC1,PIANO,False,False,427,2,13,FALLBACK,55.0,74.6,87.0,95.0,102.0,110.0,119.0,48.0,60.0,67.0,15.0,211.0,1154.8,0.125,0.833,1.661,[]
121,2,120,Ac. Bass String,ACC5,SFX,False,False,420,1,12,FALLBACK,72.0,77.0,86.0,87.0,96.0,103.6,110.0,58.0,65.0,70.0,30.0,42.0,54.0,0.161,0.377,0.797,[]
121,6,16,BX3 Full V.,ACC5,ORGAN,False,False,414,1,11,FALLBACK,88.0,88.0,100.0,100.0,100.0,100.0,115.0,64.0,72.0,80.0,26.3,79.0,174.0,0.303,0.823,1.517,[]
120,0,8,Room Kit GM,DRUM,DRUM_KIT,False,False,412,2,6,FALLBACK,15.0,15.0,55.0,95.0,100.0,115.0,127.0,18.0,40.0,42.0,1.0,1.0,44.0,0.01,0.417,0.917,"[{""min"":9,""max"":9,""center"":9.0,""count"":32,""fraction"":0.07767},{""min"":18,""max"":18,""center"":18.0,""count"":49,""fraction"":0.11893}]"
121,9,19,Pipe Tutti 3,ACC2,ORGAN,False,False,409,1,7,FALLBACK,44.0,79.0,95.0,107.0,117.0,122.2,127.0,71.8,79.0,87.2,27.0,95.0,359.4,0.364,0.708,1.129,[]
121,22,4,Dyno Tine EP 2,ACC1,PIANO,False,False,406,2,4,FALLBACK,62.0,74.0,84.5,102.0,118.0,126.0,126.0,55.0,63.0,67.0,34.0,48.0,264.0,0.296,0.479,0.958,[]
121,0,76,Blown Bottle GM,ACC5,PIPE,False,False,402,1,21,FALLBACK,99.0,99.0,99.0,109.0,109.0,109.0,111.0,38.0,50.0,52.0,58.0,121.0,150.0,0.448,0.646,0.792,[]
121,2,89,Master Pad,ACC5,SYNTH_PAD,False,False,392,3,32,LIMITED,76.0,89.0,96.0,105.0,126.0,127.0,127.0,57.0,65.0,72.0,47.0,575.0,1535.0,0.49,0.998,1.997,[]
121,2,0,Ac. Piano Dark,ACC1,PIANO,False,False,389,2,9,FALLBACK,14.0,35.0,48.0,71.0,85.0,95.0,108.0,48.0,48.0,64.0,26.0,29.0,32.0,0.223,0.604,0.604,"[{""min"":56,""max"":88,""center"":65.75,""count"":100,""fraction"":0.25707}]"
120,0,68,Latin Perc. Kit2,PERC,DRUM_KIT,False,False,384,1,2,FALLBACK,46.0,65.0,72.0,85.0,100.75,110.0,123.0,40.0,83.0,86.0,26.0,51.0,64.0,0.542,1.062,1.335,"[{""min"":38,""max"":43,""center"":41.03,""count"":130,""fraction"":0.33854}]"
121,3,5,EP Legend,ACC2,PIANO,False,False,382,1,11,FALLBACK,27.0,49.0,58.0,72.0,82.0,92.7,108.0,53.0,62.0,70.0,34.0,222.0,746.4,0.515,1.107,5.042,[]
121,18,56,Trumpet Shake Y+,ACC5,BRASS,False,False,376,3,16,LIMITED,1.0,92.0,103.0,110.0,112.0,115.0,126.0,64.0,69.0,79.0,20.0,78.0,108.0,0.169,0.597,0.917,"[{""min"":1,""max"":1,""center"":1.0,""count"":16,""fraction"":0.04255}]"
121,3,67,Baritone Sax Pro,ACC4,REED,False,False,376,2,12,FALLBACK,62.0,72.0,79.0,90.0,96.5,100.0,111.0,43.0,55.0,69.0,18.0,49.0,184.0,0.259,0.925,1.5,[]
121,4,20,Pipe Flute 1,ACC4,ORGAN,False,False,364,1,13,FALLBACK,25.0,46.0,56.0,92.0,111.0,117.0,127.0,60.0,66.0,72.0,27.0,77.5,207.0,0.141,0.542,1.26,[]
121,2,23,"Accordion 16,8'",ACC3,ACCORDION_REED,False,False,362,1,5,FALLBACK,13.0,37.0,41.0,64.0,76.0,79.0,97.0,67.0,76.0,79.0,10.0,23.0,71.0,0.052,0.12,0.74,[]
121,4,61,Big Band Brass 2,ACC4,BRASS,False,False,359,2,21,FALLBACK,38.0,81.8,98.0,109.0,119.5,120.0,127.0,64.0,72.0,79.4,22.0,74.0,223.0,0.229,0.667,1.0,[]
121,9,38,Digi Bass 1,BASS,BASS,False,False,357,1,15,FALLBACK,108.0,108.0,108.0,108.0,108.0,108.0,108.0,24.0,36.0,36.0,12.0,33.0,104.0,0.125,0.684,0.979,[]
121,1,108,Kalimba 2,ACC2,ETHNIC,False,False,349,1,14,FALLBACK,54.0,61.0,64.0,68.0,72.0,72.0,72.0,67.0,76.0,79.0,15.0,23.0,31.0,0.16,0.25,0.354,[]
121,9,90,Mega Synth,ACC4,SYNTH_PAD,False,False,349,1,8,FALLBACK,85.0,97.0,102.0,107.0,111.0,115.0,127.0,69.0,73.0,81.0,17.0,28.0,182.6,0.164,0.361,0.937,[]
121,4,2,2000's Piano,ACC1,PIANO,False,False,348,1,11,FALLBACK,93.0,97.0,99.0,103.0,106.0,109.0,116.0,55.0,60.0,67.0,30.0,38.0,125.0,0.177,0.264,0.919,[]
121,0,60,French Horn GM,ACC2,BRASS,False,False,346,3,21,LIMITED,28.0,63.0,78.0,92.0,103.5,113.0,127.0,55.0,64.0,74.0,34.0,88.5,380.5,0.227,0.833,1.049,[]
121,0,47,Timpani GM,BASS,STRINGS,False,False,344,4,19,LIMITED,1.0,40.0,50.75,77.0,101.0,119.4,127.0,41.0,48.0,48.0,7.0,16.0,47.0,0.325,0.5,1.0,"[{""min"":18,""max"":18,""center"":18.0,""count"":4,""fraction"":0.01163}]"
121,12,89,OB Pad,ACC1,SYNTH_PAD,False,False,330,1,13,FALLBACK,8.0,24.0,31.0,37.0,44.0,50.0,97.0,60.0,70.0,72.0,22.0,32.5,766.0,0.411,0.679,0.997,"[{""min"":48,""max"":48,""center"":48.0,""count"":5,""fraction"":0.01515}]"
121,1,81,Lead Saw 2,ACC3,SYNTH_LEAD,False,False,326,1,12,FALLBACK,35.0,54.0,67.0,111.0,126.0,127.0,127.0,46.0,58.0,60.0,16.0,24.0,58.0,0.139,0.333,0.979,[]
121,20,16,BX3 Jazz V.,ACC3,ORGAN,False,False,321,3,8,LIMITED,22.0,36.0,48.0,76.0,112.0,126.0,127.0,64.0,73.0,83.0,16.0,108.0,354.0,0.284,0.865,2.239,[]
121,0,59,Mute Trumpet GM,ACC3,BRASS,False,False,320,2,20,FALLBACK,1.0,37.0,46.0,64.0,64.0,105.0,127.0,45.0,54.0,72.0,48.0,48.0,2032.0,0.375,0.521,0.996,"[{""min"":36,""max"":36,""center"":36.0,""count"":16,""fraction"":0.05}]"
121,6,81,Octo Lead,ACC4,SYNTH_LEAD,False,False,320,2,5,FALLBACK,105.0,105.0,105.0,111.0,112.0,113.0,113.0,44.0,62.0,64.0,28.0,57.0,76.0,0.479,0.625,0.865,[]
121,4,107,Kanoun Mix,ACC3,ETHNIC,False,False,319,1,11,FALLBACK,86.0,97.0,102.5,112.0,122.0,126.0,127.0,60.0,64.0,68.0,10.0,18.0,34.0,0.099,0.188,0.731,[]
121,7,73,Wooden Flute,ACC3,PIPE,False,False,317,1,8,FALLBACK,4.0,29.0,38.0,43.0,56.0,78.0,114.0,58.0,66.0,78.0,2.0,23.0,37.4,0.13,0.967,1.417,[]
121,6,126,Stadium,ACC1,SFX,False,False,312,2,8,FALLBACK,27.0,85.0,91.0,98.0,106.0,110.0,127.0,48.4,60.0,67.0,23.0,249.0,623.0,0.24,0.83,1.0,"[{""min"":36,""max"":36,""center"":36.0,""count"":12,""fraction"":0.03846},{""min"":84,""max"":84,""center"":84.0,""count"":7,""fraction"":0.02244}]"
121,10,81,Fire Wave,ACC2,SYNTH_LEAD,False,False,312,1,13,FALLBACK,26.0,35.0,43.0,65.5,66.0,80.0,110.0,48.0,64.0,70.0,24.0,34.0,48.0,0.231,0.567,1.0,[]
121,2,2,M1 Piano,ACC1,PIANO,False,False,310,1,8,FALLBACK,60.0,80.0,88.0,96.0,104.0,114.0,126.0,46.0,60.0,67.0,26.0,96.0,672.0,0.181,0.688,0.95,[]
121,21,56,Cornet Expr.,ACC3,BRASS,False,False,310,1,4,FALLBACK,45.0,70.0,83.0,98.0,111.0,119.0,127.0,51.0,60.0,69.0,46.0,57.0,302.0,0.449,0.925,5.4,[]
121,11,48,Ensemble & Solo,ACC4,ENSEMBLE,False,False,307,2,17,FALLBACK,47.0,50.0,50.0,68.0,102.0,121.0,127.0,48.0,60.0,77.2,49.6,384.0,1151.0,0.161,1.0,1.115,[]
121,10,52,Slow Choir,ACC2,ENSEMBLE,False,False,306,1,11,FALLBACK,20.0,38.0,45.0,45.0,56.0,70.0,80.0,64.0,67.0,74.0,14.0,18.5,38.0,0.099,0.45,0.714,[]
121,1,29,Guitar Pinch,ACC1,GUITAR,False,False,303,1,13,FALLBACK,36.0,63.0,73.5,84.0,99.0,104.0,114.0,48.0,60.0,101.0,74.0,175.0,443.4,0.574,0.959,1.588,"[{""min"":101,""max"":101,""center"":101.0,""count"":95,""fraction"":0.31353}]"
121,1,52,Choir Aahs 2,ACC4,ENSEMBLE,False,False,299,3,22,LIMITED,47.0,93.0,101.0,110.0,110.0,110.0,111.0,57.8,64.0,72.0,95.0,575.0,1151.0,0.99,0.997,0.999,"[{""min"":45,""max"":46,""center"":45.88,""count"":17,""fraction"":0.05686}]"
121,5,33,Stick Bass,BASS,BASS,False,False,292,1,9,FALLBACK,37.0,113.0,115.0,120.0,124.0,126.0,127.0,29.2,36.0,47.9,14.0,62.0,123.0,0.24,0.688,0.999,[]
121,16,56,Trumpet Pro 3,ACC5,BRASS,False,False,285,3,26,LIMITED,83.0,102.0,106.0,110.0,120.0,127.0,127.0,60.0,67.0,72.0,27.0,41.0,220.0,0.101,0.438,0.939,[]
121,4,84,Metallic Rez,ACC3,SYNTH_LEAD,False,False,283,1,12,FALLBACK,49.0,98.0,106.0,116.0,119.0,121.0,127.0,41.0,46.0,48.0,21.0,64.0,130.0,0.271,0.597,0.91,[]
121,0,7,Clav GM,ACC2,PIANO,False,False,282,1,4,FALLBACK,34.0,87.0,96.75,105.0,111.0,114.0,123.0,43.0,56.0,63.0,15.1,29.0,46.0,0.325,0.545,0.75,[]
121,11,81,Rezbo,ACC3,SYNTH_LEAD,False,False,273,1,9,FALLBACK,38.0,64.2,80.0,85.0,90.0,99.0,120.0,69.0,76.0,81.0,16.0,25.0,55.0,0.099,0.184,1.0,"[{""min"":57,""max"":57,""center"":57.0,""count"":15,""fraction"":0.05495}]"
121,4,97,Pods In Pad,ACC5,SYNTH_PAD,False,False,272,2,21,FALLBACK,1.0,40.0,46.75,103.0,117.0,121.0,127.0,48.0,59.0,67.0,286.0,766.0,3070.0,0.983,0.997,1.967,"[{""min"":6,""max"":8,""center"":7.33,""count"":6,""fraction"":0.02206},{""min"":32,""max"":32,""center"":32.0,""count"":3,""fraction"":0.01103},{""min"":100,""max"":103,""center"":101.2,""count"":5,""fraction"":0.01838}]"
121,8,90,Noisy Stabb,ACC3,SYNTH_PAD,False,False,267,2,12,FALLBACK,8.0,44.2,78.5,100.0,112.0,112.0,114.0,48.0,60.0,72.0,26.0,29.0,90.2,0.151,0.583,0.66,"[{""min"":48,""max"":48,""center"":48.0,""count"":96,""fraction"":0.35955}]"
121,4,73,Flute Frullato,ACC3,PIPE,False,False,265,1,11,FALLBACK,59.0,76.0,76.0,104.0,117.0,122.6,127.0,65.0,74.0,78.0,14.0,22.0,40.0,0.095,0.771,1.75,[]
121,24,61,Double Brass,ACC2,BRASS,False,False,260,1,12,FALLBACK,14.0,24.0,102.0,110.0,116.0,120.0,126.0,55.0,67.0,79.0,18.0,21.0,35.2,0.055,0.192,0.967,[]
121,5,24,Ac.Guitar KeyOff,ACC2,GUITAR,False,False,257,1,17,FALLBACK,51.0,55.0,65.0,71.0,80.0,93.4,110.0,48.0,55.0,62.0,80.0,484.0,727.8,0.924,1.438,5.74,[]
121,29,16,Post Horn Trem.,ACC5,ORGAN,False,False,256,1,2,FALLBACK,72.0,78.0,83.0,87.0,91.0,99.0,107.0,65.0,68.5,72.0,43.0,43.0,43.0,0.896,0.896,0.896,[]
121,0,39,Synth Bass 2 GM,BASS,BASS,False,False,256,2,18,FALLBACK,58.0,115.0,115.0,127.0,127.0,127.0,127.0,24.0,31.0,36.0,72.0,86.0,133.5,0.453,0.812,0.958,[]
121,3,89,Power Synth,ACC5,SYNTH_PAD,False,False,255,1,14,FALLBACK,82.0,82.0,82.0,82.0,90.0,100.0,100.0,48.0,55.0,60.0,42.0,86.0,173.0,0.229,0.875,1.0,[]
121,7,19,Positive Organ,ACC1,ORGAN,False,False,254,1,11,FALLBACK,33.0,46.3,56.0,87.0,105.0,117.0,127.0,64.0,72.0,79.0,27.0,36.0,191.0,0.182,0.323,0.741,[]
121,9,48,Strings Quartet,ACC4,ENSEMBLE,False,False,252,1,17,FALLBACK,70.0,108.0,113.0,118.5,125.0,127.0,127.0,33.0,38.0,48.0,48.2,94.0,189.0,0.484,0.734,0.98,[]
121,15,5,FM Pad E.P.,ACC2,SYNTH_PAD,False,False,252,3,9,LIMITED,29.0,34.0,50.0,64.0,79.0,108.0,116.0,54.0,61.0,68.0,15.1,36.0,177.4,0.104,0.245,0.995,[]
121,0,28,AcousticPiano GM,ACC4,GUITAR,False,False,241,1,3,FALLBACK,32.0,70.0,76.0,81.0,85.0,91.0,116.0,48.0,58.0,67.0,384.0,2880.0,52968.6,0.989,2.336,6.0,"[{""min"":7,""max"":8,""center"":7.6,""count"":5,""fraction"":0.02075},{""min"":32,""max"":32,""center"":32.0,""count"":4,""fraction"":0.0166},{""min"":114,""max"":116,""center"":115.2,""count"":5,""fraction"":0.02075}]"
121,4,56,Trumpet Expr.2,ACC5,BRASS,False,False,240,1,14,FALLBACK,88.0,96.0,106.0,108.0,110.0,110.0,122.0,63.0,68.0,76.1,21.0,88.0,184.3,0.163,0.926,1.005,[]
121,7,91,Fresh Breath,ACC5,SYNTH_PAD,False,False,238,3,29,LIMITED,25.0,38.8,51.25,62.0,72.0,85.0,99.0,48.0,60.0,69.0,281.0,765.5,1534.0,0.963,1.0,2.021,[]
121,4,57,Soft Trombone,ACC5,BRASS,False,False,232,2,9,FALLBACK,14.0,64.0,79.25,107.0,112.25,125.8,127.0,47.0,60.0,63.0,44.0,58.0,72.9,0.171,0.421,0.98,"[{""min"":36,""max"":36,""center"":36.0,""count"":4,""fraction"":0.01724}]"
121,26,16,Tibia,ACC5,ORGAN,False,False,224,1,2,FALLBACK,66.0,76.0,78.0,81.0,86.0,89.0,97.0,58.0,63.5,70.0,44.0,44.0,44.0,0.458,0.458,0.458,[]
121,2,93,80's Pop Synth,ACC4,SYNTH_PAD,False,False,221,1,10,FALLBACK,37.0,52.0,62.0,62.0,77.0,87.0,90.0,55.0,71.0,76.0,59.0,126.0,382.0,0.426,0.979,2.924,[]
121,0,67,Baritone Sax GM,ACC4,REED,False,False,215,1,18,FALLBACK,50.0,69.0,80.0,103.0,112.5,117.0,123.0,36.0,60.0,68.0,23.0,44.0,99.0,0.032,0.95,1.081,"[{""min"":36,""max"":36,""center"":36.0,""count"":24,""fraction"":0.11163}]"
121,14,48,Orchestra Tutti1,ACC2,ENSEMBLE,False,False,214,1,4,FALLBACK,52.0,74.0,84.0,96.0,112.0,126.0,126.0,48.0,66.0,78.7,22.0,38.0,116.0,0.186,0.792,1.2,[]
121,22,16,Theatre Organ 1,ACC1,ORGAN,False,False,210,1,2,FALLBACK,56.0,56.0,56.0,62.5,69.0,69.0,69.0,64.0,72.0,79.0,20.0,28.0,29.5,0.219,0.292,0.452,[]
121,32,16,Tibia Vox Glock,ACC1,ORGAN,False,False,208,1,4,FALLBACK,33.0,37.0,40.0,46.0,48.0,54.0,69.0,63.0,71.0,76.0,35.0,35.0,35.0,0.182,0.182,0.243,[]
121,12,33,Finger Slap 1,BASS,BASS,False,False,205,1,5,FALLBACK,19.0,65.0,75.0,88.0,101.0,112.0,127.0,36.0,116.0,118.0,20.0,30.0,48.0,0.322,0.622,0.969,"[{""min"":24,""max"":24,""center"":24.0,""count"":4,""fraction"":0.01951},{""min"":34,""max"":39,""center"":36.17,""count"":35,""fraction"":0.17073}]"
121,0,112,Tinkle Bell GM,ACC5,PERCUSSIVE,False,False,204,1,3,FALLBACK,33.0,33.0,33.0,37.0,46.0,53.0,65.0,51.0,69.5,90.0,24.0,24.0,24.0,0.75,0.75,0.75,[]
121,0,120,Gtr FretNoise GM,ACC4,SFX,False,False,202,1,13,FALLBACK,62.0,83.0,99.0,112.5,126.0,127.0,127.0,46.0,48.0,48.0,2.0,25.0,62.0,0.042,0.333,0.604,[]
121,6,90,Cross Sweep,ACC4,SYNTH_PAD,False,False,201,2,18,FALLBACK,30.0,80.0,92.0,101.0,105.0,111.0,127.0,38.0,65.0,74.0,354.0,382.0,1535.0,0.922,0.995,0.999,"[{""min"":24,""max"":43,""center"":32.36,""count"":22,""fraction"":0.10945}]"
121,1,50,Synth Strings 3,ACC4,ENSEMBLE,False,False,200,1,13,FALLBACK,17.0,80.0,80.0,100.0,100.0,108.0,113.0,60.0,64.0,70.0,30.9,36.0,115.0,0.156,0.188,0.979,[]
121,14,21,Cassotto NorTune,ACC3,ORGAN,False,False,199,1,9,FALLBACK,33.0,60.6,76.0,87.0,91.0,99.2,112.0,65.0,71.0,74.0,25.0,82.0,190.0,0.523,0.769,0.985,[]
121,8,34,Pick Bass 2,BASS,BASS,False,False,197,1,13,FALLBACK,55.0,82.0,86.0,92.0,92.0,92.0,92.0,31.0,36.0,40.0,62.0,167.0,210.0,0.523,0.844,0.99,[]
121,17,56,Alp Trumpet,ACC5,BRASS,False,False,191,1,13,FALLBACK,62.0,69.0,74.0,87.0,92.5,99.0,116.0,55.0,64.0,72.0,35.0,46.0,190.0,0.107,0.365,0.99,[]
121,3,57,Mute Ensemble 1,ACC1,BRASS,False,False,189,1,2,FALLBACK,32.0,56.0,70.0,84.0,94.0,100.0,110.0,51.0,62.0,72.0,436.0,2400.0,52046.9,1.048,1.683,5.319,"[{""min"":6,""max"":11,""center"":8.33,""count"":6,""fraction"":0.03175},{""min"":19,""max"":19,""center"":19.0,""count"":2,""fraction"":0.01058},{""min"":32,""max"":38,""center"":34.0,""count"":6,""fraction"":0.03175},{""min"":101,""max"":101,""center"":101.0,""count"":2,""fraction"":0.01058},{""min"":110,""max"":116,""center"":112.8,""count"":10,""fraction"":0.05291}]"
121,12,56,Sweet FlugelHorn,ACC2,BRASS,False,False,187,1,13,FALLBACK,66.0,73.0,78.0,87.0,95.0,97.0,107.0,55.0,63.0,69.0,35.0,49.0,190.0,0.107,0.365,0.99,[]
121,5,52,Take Voices 2,ACC1,ENSEMBLE,False,False,187,1,6,FALLBACK,1.0,28.0,32.0,84.0,95.0,105.0,127.0,51.0,58.0,58.8,7.6,31.0,127.0,0.114,0.383,2.117,[]
121,6,98,Bell Pad,ACC3,SYNTH_PAD,False,False,175,1,16,FALLBACK,75.0,83.0,84.0,85.0,85.0,92.0,92.0,55.0,62.0,84.0,58.0,181.0,741.2,0.312,0.909,0.994,[]
121,11,27,Country Nu,ACC1,GUITAR,False,False,173,1,1,FALLBACK,56.0,56.0,57.0,61.0,76.0,77.0,77.0,53.0,58.0,63.0,22.0,28.0,63.0,0.224,4.0,6.567,[]
121,3,90,Synth Sweeper,ACC3,SYNTH_PAD,False,False,171,1,8,FALLBACK,50.0,68.0,80.0,88.0,95.0,103.0,127.0,58.0,67.0,76.0,286.0,382.0,394.0,0.745,0.995,0.995,[]
121,1,49,Sweeper Strings,ACC2,ENSEMBLE,False,False,170,1,12,FALLBACK,58.0,89.9,92.0,93.0,110.0,124.0,127.0,60.0,76.0,79.0,24.0,24.0,43.0,0.125,0.125,1.5,[]
121,0,52,Choir Aahs GM,ACC4,ENSEMBLE,False,False,166,2,8,FALLBACK,18.0,38.0,50.0,55.5,79.0,96.0,105.0,60.0,64.0,67.0,18.0,22.0,27.0,0.188,0.229,0.281,[]
121,5,84,Brian Sync,ACC5,SYNTH_LEAD,False,False,166,1,9,FALLBACK,36.0,49.0,55.25,63.0,70.75,80.0,105.0,44.0,46.0,58.0,14.0,29.5,110.0,0.096,0.458,0.875,"[{""min"":34,""max"":34,""center"":34.0,""count"":2,""fraction"":0.01205}]"
121,15,48,Strings & Horns,ACC5,ENSEMBLE,False,False,166,2,7,FALLBACK,38.0,83.0,94.0,107.0,116.0,126.0,127.0,48.0,72.0,79.0,30.0,152.0,383.0,0.438,0.99,0.997,"[{""min"":36,""max"":36,""center"":36.0,""count"":7,""fraction"":0.04217}]"
121,5,66,Folk Sax,ACC4,REED,False,False,164,2,12,FALLBACK,80.0,101.0,109.0,112.0,113.0,114.0,118.0,59.0,64.0,72.0,47.0,90.0,136.0,0.325,0.643,1.152,[]
121,1,105,Banjo Key Off,ACC5,ETHNIC,False,False,159,1,4,FALLBACK,55.0,68.0,80.5,90.0,104.0,115.0,127.0,57.0,64.0,72.0,19.0,30.0,50.0,0.157,0.423,0.637,[]
121,4,5,EP Phase,ACC1,PIANO,False,False,156,2,9,FALLBACK,30.0,74.0,79.5,82.0,84.0,90.0,102.0,55.0,61.0,66.5,12.5,126.5,1484.0,0.093,0.758,1.248,[]
121,25,61,Brass Hit,ACC4,BRASS,False,False,154,1,9,FALLBACK,31.0,75.2,93.0,102.0,108.0,120.0,123.0,58.0,63.0,72.0,38.0,77.0,101.0,0.167,0.469,0.948,[]
121,7,0,Piano & Strings,ACC1,PIANO,False,False,151,4,6,LIMITED,54.0,69.0,77.0,88.0,96.0,110.0,116.0,50.0,55.0,64.0,21.0,96.0,352.0,0.084,1.0,1.985,[]
121,13,56,Flugel Horn Pro,ACC5,BRASS,False,False,151,2,10,FALLBACK,60.0,80.0,86.5,95.0,99.0,108.0,127.0,57.0,64.0,67.0,18.0,47.0,210.0,0.208,0.846,0.993,[]
121,5,56,Trumpet Pitch,ACC4,BRASS,False,False,150,1,11,FALLBACK,45.0,57.0,63.25,71.0,78.75,87.0,104.0,60.0,67.0,74.0,17.8,38.0,129.0,0.054,0.583,0.945,[]
121,2,111,Hichiriki,ACC4,ETHNIC,False,False,149,1,11,FALLBACK,43.0,47.0,54.0,77.0,92.0,106.0,107.0,63.0,67.0,74.0,62.0,198.0,1199.0,0.772,1.006,1.168,[]
121,2,81,Lead Saw Pulse,ACC5,SYNTH_LEAD,False,False,147,1,2,FALLBACK,61.0,82.0,93.0,105.0,108.0,111.0,117.0,64.0,77.0,86.0,20.0,30.0,82.2,0.351,0.92,1.141,[]
121,8,21,Fisa Master,ACC5,ORGAN,False,False,147,1,6,FALLBACK,44.0,55.0,62.0,72.0,78.0,85.2,108.0,65.0,72.0,79.0,23.6,32.0,44.4,0.355,0.674,1.088,[]
121,1,57,Trombone 2,ACC4,BRASS,False,False,145,1,10,FALLBACK,84.0,90.0,96.0,102.0,108.0,108.0,117.0,43.0,48.0,59.0,21.0,26.0,71.6,0.111,0.271,1.05,[]
121,0,28,Muted Guitar GM,ACC4,GUITAR,False,False,143,1,15,FALLBACK,81.0,85.0,91.0,107.0,107.0,109.0,110.0,44.0,48.0,72.0,13.0,84.0,89.4,0.125,0.823,0.906,"[{""min"":65,""max"":76,""center"":71.17,""count"":36,""fraction"":0.25175}]"
121,19,27,Vintage S.1,ACC3,GUITAR,False,False,142,3,4,LIMITED,54.0,85.2,97.0,102.0,115.5,127.0,127.0,48.0,98.0,101.0,9.0,38.0,95.0,0.174,0.75,1.118,"[{""min"":36,""max"":36,""center"":36.0,""count"":8,""fraction"":0.05634},{""min"":46,""max"":48,""center"":47.44,""count"":18,""fraction"":0.12676},{""min"":60,""max"":67,""center"":63.67,""count"":6,""fraction"":0.04225},{""min"":76,""max"":79,""center"":77.5,""count"":4,""fraction"":0.02817},{""min"":120,""max"":120,""center"":120.0,""count"":8,""fraction"":0.05634}]"
121,2,54,Vocalesque,ACC4,ENSEMBLE,False,False,141,2,9,FALLBACK,42.0,48.0,75.0,76.0,81.0,86.0,118.0,53.0,60.0,67.0,84.0,708.0,1533.0,0.97,0.997,2.554,[]
121,4,80,Dance Lead,ACC4,SYNTH_LEAD,False,False,141,2,9,FALLBACK,48.0,59.0,66.0,75.0,90.0,94.0,105.0,79.0,84.0,91.0,114.0,201.0,410.0,0.992,1.077,1.194,[]
121,3,19,Pipe Mixture,ACC4,ORGAN,False,False,140,1,4,FALLBACK,32.0,64.0,82.75,91.0,99.25,107.0,127.0,67.0,72.0,79.0,26.9,93.0,407.0,0.237,0.782,1.042,[]
121,27,25,Mandolin Ens. 2,ACC4,GUITAR,False,False,138,1,6,FALLBACK,87.0,100.0,106.0,110.0,115.0,122.0,127.0,64.0,69.0,76.0,16.0,132.0,421.7,0.145,0.68,0.995,[]
121,32,27,Clean Gtr Pro1,ACC3,GUITAR,False,False,136,2,2,FALLBACK,32.0,51.0,58.0,74.0,89.5,106.0,122.0,39.0,60.0,82.0,1.7,34.0,20595.9,0.024,0.894,2.0,"[{""min"":6,""max"":8,""center"":7.33,""count"":6,""fraction"":0.04412},{""min"":19,""max"":19,""center"":19.0,""count"":2,""fraction"":0.01471},{""min"":32,""max"":32,""center"":32.0,""count"":6,""fraction"":0.04412},{""min"":100,""max"":103,""center"":101.33,""count"":6,""fraction"":0.04412},{""min"":114,""max"":114,""center"":114.0,""count"":4,""fraction"":0.02941}]"
0,32,0,AcousticPiano GM,ACC4,PIANO,False,False,135,2,3,FALLBACK,13.0,34.0,40.0,50.0,73.0,82.0,105.0,46.0,57.0,67.0,48.0,576.0,4108.0,0.778,1.097,6.0,"[{""min"":8,""max"":8,""center"":8.0,""count"":2,""fraction"":0.01481}]"
121,2,80,Lead Sine,ACC3,SYNTH_LEAD,False,False,134,1,11,FALLBACK,46.0,66.6,78.0,88.0,88.0,88.0,88.0,61.5,70.0,76.0,30.0,84.0,99.0,0.082,0.865,1.01,[]
121,10,18,Jimmy Organ V.,ACC2,ORGAN,False,False,132,3,12,LIMITED,38.0,38.0,47.0,56.0,63.0,72.0,116.0,67.0,75.0,79.0,1.0,106.0,1533.0,0.002,0.967,2.525,[]
121,9,91,Full Vox Pad,ACC2,SYNTH_PAD,False,False,131,1,8,FALLBACK,6.0,10.0,36.0,127.0,127.0,127.0,127.0,52.0,60.0,74.0,9.0,9.0,384.0,0.023,0.062,0.999,[]
121,18,48,Strings & Glock.,ACC3,ENSEMBLE,False,False,130,1,14,FALLBACK,22.0,40.8,49.0,51.0,79.0,109.1,119.0,59.9,64.0,84.0,45.0,378.0,1528.0,0.24,0.982,0.992,[]
121,1,20,Puff Organ,ACC5,ORGAN,False,False,129,1,4,FALLBACK,66.0,76.0,81.0,93.0,119.0,127.0,127.0,60.0,67.0,79.0,44.0,44.0,188.0,0.435,0.458,0.594,[]
121,2,38,Syn Bass Reso,BASS,BASS,False,False,128,1,14,FALLBACK,71.0,97.0,104.0,110.0,127.0,127.0,127.0,26.0,29.0,34.0,2.0,190.0,383.0,0.25,0.87,0.99,[]
121,0,88,New Age Pad GM,ACC3,SYNTH_PAD,False,False,126,1,11,FALLBACK,33.0,43.0,54.25,65.0,70.75,75.0,92.0,51.0,60.0,70.0,244.5,766.0,1534.0,0.965,0.997,1.021,[]
121,4,33,Finger E.Bass3,BASS,BASS,False,False,125,1,2,FALLBACK,40.0,82.0,96.0,108.0,111.0,115.8,120.0,26.4,36.0,45.0,12.0,28.0,178.2,0.139,0.75,0.979,[]
121,2,101,Digi Ice Pad,ACC3,SYNTH_PAD,False,False,123,1,22,FALLBACK,29.0,29.0,34.0,49.0,54.0,74.0,74.0,63.0,70.0,79.0,767.0,3067.0,3071.0,1.0,1.0,1.875,[]
